,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.186790400003688,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356902407827482,0,0,0.142102271426119,0,0,0,-0.0306460554184721,0.381012432533719,0,0,0,0,0,0,0,0,0,0,0.134859741038451,-0.127549387223795,0,0.0278774564871087,0,-0.0758233262545724,-0.141171750632817,0
X601939.CH.EQUITY,0.18364301679358,0,0,0.328604921162593,0,0,0,0,0,0,0,0.0241059557193825,0,0.232095761429207,0,0,0,-0.120677430874148,0,0,0,0.0597591792326747,0,0,0,0.229181772754795,0,0,0,0,-0.0960212359854826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552281139518379,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.632081627298453,0,0,0.160278457887338,0,0,0,0,0,0.0134792718305558,0,0,0.0166258704018681,0,0,0,0,0,0,0,0.122957177387636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113463946203499,0,0,0,0,0,-0.0428060399891146,0,0,0
X601988.CH.EQUITY,0,0,0,0.390796373689421,0,0,0,0,0,0.24813925668122,0,0,0,0,0,0.320025190710402,0,0,0,0,0.158183459942384,0,0,0,0,0,0,0.0514294064572348,0,0,0,0,0,0,0,0,0,0,-0.486395094967553,0,0,0,0,0.173553607263186,0,0,0,0,0,0,0,0.274508535792665,0
X600036.CH.EQUITY,0,0.205886110152894,0,0,0,0,0,0,0.154231241608007,0,0,0,0.137571573248423,0,0,0,0,0,0,0,0,0,0.0854969902967445,0,0,0,0,0,0,0,0,-0.0124441169334063,0.0038175387715874,0,0.306072019270727,0,0,0,0,0,0.0582695238020918,0,0,0,0,0,0.018950184545989,0,0.0658885883826093,-0.0209662466286,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0,0
X601628.CH.EQUITY,-0.0203084160672828,0,0.0307438501207546,0,0,0.345936268969869,0,0,0,0,-0.13153782756605,0,0,0,0,0,0,0,0,0,0,0,0,0.204131824373009,0,0,0,0,0,0,0,0,0,0,0,0.0712454967465437,0,0,0,0,0,0.0297679206414304,0,0,0,0,0,0,0.0919814433017647,0,-0.204270617431938,0.132724382483149,0
X601658.CH.Equity,0,0.0718888882807291,0,0.100889397656676,0.039601667428393,0,0,0,0,0,-0.0322234725538549,0,0,0,0,0,0,0,0,0.267329935843039,0.188588532417806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289453717614161,0,0.0959404016272284,0,-0.134113685958378,0,0,-0.0791378611905239,0,0,0,0,0,0,0,0,0
