,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0647526807935798,0,0,0,-0.0357569223312812,0,0,0,0,0,0,0,0,0.340856815366695,0,-0.143540477660862,0,0,0,0,0,-0.154380185272773,0,0,0,0,0,0,0.106959100404114,0,0,0.678470141998347,0,0,0,0,-0.0149161775942419,0,0,0,0,-0.0317567005751055,0.0548923358517259,0,0.0581518684158775
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.242854625663101,0,0,0,0,0,0,0,0,0.0409931221266435,0,0,0,0,-0.0109248149545385,0,0,0,0,0,0,0,0.0577012628596898,0,0,0,-0.163606658953237,0,0,0,0,0,0,0,0,0,0,0.0491651693900453,0.0804208228160903,0,0.515971912686831,0,0,0,0,0,0,0,0,0,0.115985320751184,0
X601288.CH.EQUITY,0,0,0,0,-0.167414655571047,0,0,0,0.121166720783657,0.00594073044042668,0.409140383230428,0,0,0.218949531344677,-0.0869470857420839,0,0,0,0,0,-0.108386930994028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499437056424026
X5.HK.EQUITY,0,0,0,0,0,0.146975481303363,0,0.213116532095736,0,0,0.113426550150688,0,-0.00367854263038798,0.21457763555877,0,0,0,0.0738764348325953,8.67361737988404e-19,0,0,0,0,0,0,0,0.0216357799766763,-0.16853064360508,0,0,0,0,0,0,0,0,0,0.129650739377052,0.0971009025111493,0,0,0,0,0,0,-0.0966391359390394,0,0,0.154727022218752,0,0,0
X601988.CH.EQUITY,-0.0477542073201941,0,0,-0.0457388774702774,0.40898173237786,0,0,6.93889390390723e-18,0,0,0,0,0,0.0228387666624118,1.73472347597681e-18,0,0,0.0507471789950364,0,0,-0.161950025841298,0,0,0,0.320575270727103,0,0,0,0,0,0,-0.353029449966919,0,0,0,0,0,0,0,0,0,0,0,0,0.0260845618839396,0.123712349994204,0,0,0,-0.0272563795786584,0.0157135182328166,0
X600036.CH.EQUITY,0,0.124758867563996,0,0,0,0,0,0,0,0.479867747497688,0,0,0,0,0,0,0,0,0,0,0.220869763507235,0,0,0,0,0,0,0,0.120864514852061,0,0,0,0,-0.224117476003895,0,0,-0.139525153668378,0,0,0,0,0,0,0.218068692373469,0,-0.0136163118440972,0,0,0,0,0,-0.00566469010575358
X1299.HK.EQUITY,0,0,0,0,0.225666101031775,0,0,0,0,0,0,0,0,0,0,0,0,0.120022990608985,0,0,0,0,0,0,0,0,0.182758982645055,0.0230800519165369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121867956440344,-0.123249822864174,0,0,0.136537023676747,0,0,0,0.116711054686688
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,-0.0891708610254628,0
X601328.CH.EQUITY,0,0,0.0301146701602963,0,-0.106718553883155,0,0.575672889714466,0,0,0,0,0,0,0,0,0.0149855478866427,0,0.181592512853017,0,0,0.152481554869021,0,0,0,0,0,0.242995158188636,0,0,0,0,0,0,0,0,0,0,-0.163942529752971,0,0,0,0,0,0.147425030932466,0,-0.0321033429385288,-0.230197119125191,0,0,-0.0767301419993851,-0.146709134265847,0
X601166.CH.EQUITY,0.155279355888159,0,0,0.248182858367446,0,0,0,0,0,0,0,0.326397525384391,0,0,0,0,0,0,0.0820547579847976,0.0188749694880347,0,0,0,0,0,0,0,0,0,0,0,0.00697159011850302,0.0259355523741011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.129324847888422,0.746058916813593,0,0,0,0,0,0,0,0,0.161178231599448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167320516113502,0,-0.156411190667263,0,0,0,0,0,0,0,-0.010313104667819,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0307694702185654,0,0,0,-0.0230000361491627,0,0,0,0,-0.156798996468987,0,0,0,0.0639944107863562,0,0,0,0,0,0,0,0,0,0,0,0,0.114797202637589,0,0,0,0,0,0,0.527764309876845,0,0,0,0,0,0,0.00301692577599965,0.0501705731883376,-0.100883434887024
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244678921029122,0.0951036541671269,0,0,0,0,0,0,0,0,0.191409545185348,0,0,0,0,0,0,0.232922415369778,0.315327528701921,0,0,0,0,0,0,0,0,0,0.182155232614043,0.13264109133628,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.10093851472814,0,-8.67361737988404e-19,0.0763350186193101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251012266373719,0,0,0,0,0,0,0.48985892377729,0.0475289553085855,0,0,0,0,0,0.0102965244655817,-0.082730833403661,0,0,0.241826804948553,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.163677972794092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31817522600338,0,0,0,0,0,0,0,0.484573873512146,0,0,0,0,0,0,0,0,0,0.00701786591494956,-0.311946029391314,0,-0.149991030274546,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.151235722877327,0,0.229083486372464,0,0,0,0.0158131957546022,0,0,0.0315577422093669,0,0,0,0,-0.144593547789275,0,0,0,0,0.282769695808034,0.0225123014607645,0,0,0,0,0,0,0.079585505402902,0,0,0,0,0,0,0.0231388579883243,0,0,0,0,0,0,0,0.0329738829439167,0,0.0740163985067317,0
X388.HK.EQUITY,0,0,0,0,0.0155766833066993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629586232691388,0.0797935709430363,0,0,0.0422782775422766,0,0,0,0,0.150065247132647,0,0,-0.066748272068283,0,0.049705817870149,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.133886177175672,0,-0.277052482822897,0,-0.449221976372725,0,0,0,0,0,0,-0.0297464873507801,0,0,0,0,0.901660720770276,0,0,0,0,0,0,0,0.00338274478603054,0,0,0,0,0,-0.245074770508609,0.259035512148705,-0.250405022464329,0,0,0,-0.00190113235952837,0,-0.243726334490794,0,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0.00723132799044249,0,0,0,0,0,0.17571196719545,0,-0.0340605000713387,0,1.73472347597681e-18,0,0,0.0419686521414652,0,0,0,0,0,0.0687815768733829,0,0.122602671814459,0,0,0,0.201397139047766,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0305773583995049,0,0.340608399549553,0,0,-0.0746091329374236,-0.256135659525901,0,0,0,0,0,0,0
