,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.0133442810168422,0,0,0,0,0.186720596091347,0,0,0,0.388319376045044,0,0,0,0,0,0,0,0,-0.0464661445590369,0,0,0,0.282073913588535,0,0,0,0,0,0,0,0,0,0,0,-0.0877707298937712,0,0,0,0.377892126290897,0,0,0,0,-0.0249784948129634,0,-0.19909312801832,-0.096668517487259
X002142.CH.EQUITY,0.226912078616995,0,0,0,0,0,0,0.0351677556461324,0.122879102052636,0,0.0181594903607163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301398440320236,0,0,0,0,0,0,0,0,-0.00874716260623412,0,0.270656151053042,0,0,0.011787495527416,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.281966825830188,0.139437311495478,0.113447724996824,0,0.0484872399440553,0,0,0,0.19176789033345,0,0,0.00323832319941566,0.0215967231518762,0.0301229138824498,0,0,0.0147419614039085,0,0,0,0,0,0,0,-0.180774707945446,0,0,0,0,0,0,0,0,0,0.197769325455329,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0752609943203448,0,0,0,0,0.40174063642745,0.118473141106802,0,0.0193047915529013,0,0,0,0,0,0.121971777423392,0.0255335095087902,0,0,0,0,0,0,0,0,0,0.0346913984995415,0,0,0,0,0,0,0,0,0.0195978924072707,0,0,0,0,0.0154838240502463,0,0,0,0
X600016.CH.EQUITY,0,0.000211371543834919,0.0117551998811038,0.250800218112624,0,0,0,0,0,0,0.152232756311953,0,0.062465706616784,0.0988390588794833,0,0,0.170969514754708,0,0,0,0,0,0,0.0994763351977026,0,-6.93889390390723e-18,0,0,0,0,0,0.197955129003158,0,0,0,0,0,-0.0492625095793794,0,0.0566836419692089,0.179712940371817,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.158692841008137,0.0310751603619969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1022469626474,0,0,0.0470774696093876,0,0,0,0,0,0,0,0,0,-0.0827012705963215,0,0,0,0,0.446705592073078,0,0.191229698775711,0,0,0.117315526001039,0,0,0,0.00300574341261824
X600919.CH.EQUITY,0,0,0,0,0.068877636716734,0,0,0,0,0.287707883148729,0,0,0,0.126142920866713,0,0,0.38308789578106,0,-0.0737216365136942,0,0,0.0387020087215146,0,0,0,0,0,0.110517481275777,0,0,0,0,0,0,0,0,0,-0.0153250077203124,0,0,-0.166640953188934,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.602931440643142,0,0,0,0,0,0,0,0.0452324206793987,0,0,0,0,0.118679394138907,0.154102207215269,1.73472347597681e-18,0,0,0,0,0,-0.201193733636501,0.105646631426167,0.0594606258801939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520729842983033,0,0,0,0.138122156859203,0,0,0
X601166.CH.EQUITY,0,0.442795184813762,0,0,0,0,0,0,0,-0.0537404676325003,0,0,0,0,0,0,0.261848041860636,0,0,0,0,0,0,0,0.0506432294363193,0,-0.166916099594966,0,0,0,0,0,0,0.378841666828343,0,0,0,0,0,0,0,0.320682415399227,0.0216754840212579,0,-0.0428992247609839,-0.113760231960132,0,0
X601169.CH.EQUITY,0,0,0.128309173972259,0.607148781378128,0,0,0,0,0,0,0,0,0.261447979106258,-0.0692852865703259,0,0,0.0908684047893217,0.0150210535521719,0,0,0.0123539085827964,0,0.124851586019937,0,0,0,0,0,0,0,0,0,0,-0.0346186112069238,0,0,0,0,0,0.0572170852462485,0,0,-0.0806597087525177,0,0,0,0.102788629164394,0.0660414578354425
X601229.CH.EQUITY,0.208875494741488,0.0472234814315487,0,0.0721105241435626,0.089267088597587,0,0.183297434082246,0,0,0,0,0,0,0,0,0.311132248958962,0,0,0,0,-0.075765527656154,0,0,0,0,0,0,0,0.00778104999052212,0,0,0,0,0.11620376414672,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749182618363615,0
X601288.CH.EQUITY,0,0.0117642614199346,0,0,-3.46944695195361e-18,0,0,0,0,0.274638002602674,0,0,0.0857444209694391,0.0815226345137152,0.138462568984733,0,0.109676931582398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538739257070047,0,0,0,0.0789339045044467,0,0.0678888965255782,0,0,0,0.0920326336940869,0
X601328.CH.EQUITY,0,0,0.0977999660922612,0,0.038623092580871,0,0,0,0,0,0,0,0,0.100314858340124,0,0.0302378464166775,0.42730064500689,0,0,0,0.0924482474719487,0,0,0.0573532372910481,0,0,0,0,0,0,0,0,0.107656418129349,0,0,0,0,0,0.0155257702025759,0.109752581228231,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0.173178085065595,0,0,0,0,0,0,0,0,0.352301078455864,0.368161214224477,0,0,0,0,0,0,0,0,0,0,-0.191451320836621,0,0,0,0,0,-0.00801067873515863,0,0.190902898916853,0,0,0,0,0,0,0,0,-0.11970409667273,0,0,0
X601818.CH.EQUITY,0,0,0,0,0.162788660251523,0,0,0,0,0,0.151163118204077,0,1.0842021724855e-19,0,0,0,0,0.199427532069979,-0.0189943716304495,0,-0.00691674249934265,0,0,0,0,0,0,-0.065728902487649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.018529444323204,0,0,0,0,0,0,0,0,0,0.0145717798986496,0,0.173296389444384,0,0.491701411694664,0,0,0,0,0,0.0477995794480855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050302157482664,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0
X601988.CH.EQUITY,0,0.128483374603579,0,0,0.187453274479255,0,-0.0663190634040236,0,0.183956810684915,0.205543565303575,0,0.169538932626023,0.0333366122981042,0.056730491448103,0,0,0,0,0,0,0,0,-0.0943671221418849,-0.0957694592478894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606547478251172,0,0,0,0.101843252311415,0,0,0.0621306363242073
