,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.177939894827043,0,0.183106953412252,0,0.159008963404194,0,0,-0.0642075129830756,0,0,0,0,0,0,0,0,0.0727386134483382,0,0,0.139836705211846,0,0,0,0,0,0,0,0,0,0,0,0,0.0669711851363609,0,0,0.00893197992625817,0.0282279677353691,0,0,0,0,0,0,0,0,0.172197615652152,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103697445215193,0,0.0317065010230015,0.0763782833175697,0,0.0672607733842118,0,0,0.10055523419144,0,0,0.0497672190040237,0,0,0.457571067540004,0,0,0,0,0,0,0,0,0.0815927960304847,0,0.0986162346631889,0,0,0,0,0,0.0556087270951361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179953359648963
X601939.CH.EQUITY,0,0,0,0,0.179498071587491,0,0.323353100191758,0,0,0,0.0144296819800831,0,-0.168519917463159,0,0,0,0,0,0,0,0.0144585044146079,0,0.605506697828192,0,0,-6.93889390390723e-18,0,-0.0361525536337178,0,0,0,0,0,0,0,0,0,0,0,0,-0.038580956278277,0,0,0,0,0,0,0,0,0,-0.116602535731119,0
X601628.CH.EQUITY,0,0,0,0,0,0.0762323258517333,0,0,0,0,0,0,0,0,0,0,0.196947931658811,0,0,0,0,0,0,0,0.132421157827255,0,0,-0.176001613778744,0.122283204034583,0,0,0,0,0.352474757317293,0.262995382300681,0,0,0,0,0,0,0,0,0,0,0.0726524601116693,0,0,0,0,0,-0.116948556925355
X601288.CH.EQUITY,0.0888011930873898,0,0.0385646619104642,0,0,0,0,0,0,0.0379401170464069,0,0,0,-1.73472347597681e-18,0,0.550330935004828,0,0,0,0,0.0749058875832547,0,0.15762387300271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108394036997153,0,0,0,0,0,-0.044082737091379,0,0.0415946115173106,0,0,-0.0111601712891173,0,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.297649212274503,0,0,0.247285883928013,0.202465026394904,0,0,0,0,0,0,0,0,0,0.0377567982181949,0,0,0,0,0.166319288912929,0,0,-0.0210563518120708,0,0.0813531987783495,0,0,0,0,0.10434942225877,0,0,-0.00707328966190216,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.115032559179369,0,0,0,0,0,0,0.0837582419995397,0.0602974788237043
X1299.HK.EQUITY,0,0,0,0,-0.164599619353851,0.0347043952343288,0,0,0,0.376788910341924,0,0,0,0,0,0,0,0.11104763869156,0,0,-0.0482473220871976,0,0,0.147985542005641,0,0,0.338970793352205,0,0.0689218099667743,0,0,0,0,0,0,0,0.0239780885162434,0.0212880416111966,0,0,0,0.0782316188345407,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623224754312766,0,0,0,0,0,0,-0.153040928422734,0,0,0.0273954014997317,0,0.0161326029423012,0,0,0,0,0.124452999068103,0.448604226199235,0,0,0,0.134143303357252,0,0,0,0,0,0,0,-0.175567114270242,0,0.257753977956311,0,0.232521472333371,0,0,0,0,0.174175727388469,0,0,0
X388.HK.EQUITY,0,0.179311341886562,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.142195704499321,0,0,0,0,0,0,0,0.290429901594287,0,0.215828952823786,0,0,0.142526553963761,0,0,0,0,0,-0.105956180546046,0,0,0.25369725801092,0,0,0,0,-0.0642468234348412,0
