,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.114195603979836,0,0,0,0,0,0,0,0,0.20065609188992,0,0,0,0,0.400404691165768,0,0,0,0,0,0,0,0,0,0,0,0,-0.118557495064727,0,0,0.47346212877851,0,0,0,0,-0.0156019938898189,0,0,-0.0387179276786937,-0.0929689857333054,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0,0
X601939.CH.EQUITY,0,0,0,0.553267556831714,0.0205446668731571,0,0,0,0,0.327832837838333,0,0,0,0,0,0,0,0,0,0,0.107581079288968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00615607292716372,0,0.143061936300111,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0,-0.207419228688546,0,0.0339805090410094,0,0.670041029134626,0,0,0,0,0,0,0,0,-0.0897741038972663,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.121633444713604,0,0,0,0,0,0,0,0,0,0,0,0,0.0251226868600289,0,0,-0.16178340894634
X5.HK.EQUITY,0,0,0,0,0,0.145679869904891,0.398080949273661,0,0,0,0,0,0,-6.93889390390723e-18,0,0.083836929402455,0,0,-2.16840434497101e-19,0,0,0.0609649501844167,0,0,0,0.00624514941289393,0.0631045325142629,-0.192240432565955,0,0,0,0,0,0,0,0,0.0575352707841784,0,0,0,0.255914922719394,0,0,0,0,0,-0.160269500165497,0,0.0874981912508287,0,0
X601988.CH.EQUITY,0,0,-8.67361737988404e-19,0,0.376983303650365,0,0,0,0.0774105109512286,0,0,0,0,0,0.0894813877685914,0,0.0358836808720175,0,0,-0.076329875720762,-0.0669766269809957,0,0,0,0.253030784099936,0,0,0,0,0,-0.243615980747622,0,0,0,0,0,0,0,0,0.0603007612193473,0,0,0,0,0,0,0,0,-0.0369228803914414,-0.149895932358768,0
X1299.HK.EQUITY,0,0,0,0,0.228029452779266,0,0,0,0,0,0,0,0,0,0,0,0.192830666072845,0,0,0,0,0,0,0,0,0.0353224263003603,0,0.0349357055833566,-0.116893172282116,0.0876843349649769,0.0539467529558418,0,8.67361737988404e-19,0,0,0,0.535524274537169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.456920834218518,0,0.236863277605595,0.120137356775044,0,0,0.0158653536969252,0,0,0,0,0,0,0,0,0,0,0,0.109316245875602,0.0198674195284297,0,0,0,0,0,0,0.0926171674862725,0,0,0,0.209633232668904,0,-0.119617724877936,0.298079312517918,0,0,0,0,0,0,0,0.0855593276367591
X601628.CH.EQUITY,0,0.100408916661868,0,0.0102251583576439,-0.093992528484034,0,0,0,0,0,0,0.0340570476399405,0,0,0,0,0,0.192746222950543,0,0,0,0,0,0,0,0,0,0.0240144667305564,0,0,0,0,0,0,0,0.433131419287786,0,0,0,0,0,0.201700650386859,0.0843891236112429,0,0.0731893986953877,0,-0.0238618409463649,0,0,0,0
X601328.CH.EQUITY,0,0,0.214904549211512,0,-0.0206626381683462,0,0,0.428061406350375,0,0,0,0,0,0.457624680358703,0,0,0,0,0,0,0.0588504856847086,0.081273283524526,0,0,0,0,0,0,0,0,0,0,-0.133888038890332,-3.46944695195361e-18,0,0,-0.00826333701422683,-0.149447646745265,0,0,0,0,0,0,0,0,0,0,0,-0.00798361962537494,-0.130518990363183
