,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.399705414482688,0.00712099931012057,0,0,0,0,0,0,0,0.227085271665642,0,0,0,0,0,0,0,0,0.120461201565309,0,0,-0.00612953212153488,0,0,0.0741262336394346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00852773447853758,0,0,0,0,0.00380990929231948,0,0.0553467863101652,-1.73472347597681e-18,-0.129915736334249,0
X601939.CH.EQUITY,0.481964089763213,0,0,0.247752127232967,0,0,0,0,0,0,0.0209179058616097,0,0,0.0402584310256913,-0.16524429435733,0,0,0,0,0,0,0,0,0,0,0.181994802341902,0,0,0,0,0,0,0,0,0,0,0,-0.0144957027072438,0,0,0,0,0,0,0,0,0,0.0413156517784933,0,0.0694405818971064,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297101630540269,0.0953156372872851,0,0,0.174376760395524,0,0,0,0,0,0,0,0,0.189419323388588,0,0,0,0,0,0,0.0452890923190023,0,0,0,0,0,0,0,0,0,0,0,0,0.12198186535953,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0965015006568697,0.456407045835826,0,0,0,0,0,0.318607918775141,0,0,0,0,0,0.15902831484536,0,0.0844365492248549,0,0,0,0,0.0966811029841039,0,-1.73472347597681e-18,0,0.0926572838034305,0,0,0,0,0,0,0,0,0,0,-0.628941679683036,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218418217660107
X600036.CH.EQUITY,0,0.0272725023153078,0,0,0,0,0,0,0.0112507398203546,0,0,-0.0318621920138933,0.187668243849744,0,0,0,0,0.122806431054482,0,0.182228818664515,0,0,0,0.0750395657826556,0,0,0,0,0,0,0,0.3513628704582,0,0,0,0,0,0,0,0,0,0.0307260480096204,0,0.151286099252127,0,0,0,0,0,0,-0.00806791913849127,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.138719246134219,0,0,0,0,0.0772725631240421,0,0,0.285905939957622,0,0,0,0.0700849423236469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261966924561064,0,0,0,0,0,0,0.145622711169594,0,0,-0.116265700430837,-0.0289807702140549
X601658.CH.Equity,0,0,0,0,0.136052567064588,0,0,0,0,0,0,0,0,0,0,0,0,0.268257439829485,0,0,0,0.0280122556544172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323450000704191,0,0.164186094120088,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.334284461832165,0,0,0.300751062560132,0,0,0,0,0,0,0,0,0,0,0,0.115678147445009,0,0,0,0,0,0,0,0,0.0408734398971816,0,0,0,0,0.184476695318812,0.0107531798994071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920761295333153,0,0.0642644097964586,0
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0602759873301483,0,0.303204286934709,0,0,0,0.0246979217017168,0,0,0,0,0,0,0,0.0300901346052825,0,0,0.0317166821144414,0,0,0,0,0,0,0,0,0.226121797259762,0.0569142755368297,0,0,0,0,0,0,0.00800939265776953,0,0,0.0392596274674022,0.0400286939905474,0,0,0,0,0,0.0849546283230734,0,0.143403684773926,0,0
X600000.CH.EQUITY,0.109289541944072,0,0,0.146150601283721,0,0,0.0183338990305902,0,0,0,0,0,0.287707848133436,0,0,0,0,0,0,0,0,0.0652597808219886,0,0,0,0,0,0,0.129897179544101,0,0,0,0,0,0,0,0,0,0,0,0,0.0259897384995347,0,0.0115433300841057,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722425174672475,0,0,0,0,0,0,0,0,0,0,0.304542070917197,0.0607562321481713,0,0.0225483935427413,0.372666271256511,1.0842021724855e-19,4.33680868994202e-19,0.00771924360227308,0,0.0471513155216289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
