,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.313511644016758,0.209242599473941,0,0.110916201461477,0,-0.142443763604775,0,0,0.0748361560794328,0,0.0420649717830857,0,0,-0.0597652762787452,0,0.0480028489998916,0,0,0,0.133979817781841,0,0,0,0,0.0520683465643374,0,-0.138137428532285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00296543570828237,0,-0.0439308049058946,0,0.0703286719010613,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.192188609513086,0,0,0,0.28838611967492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677386186128083,0,0,0,0,0,0,-0.248908135803082,0.276883208256957,0,0.179452239719245,0,0,0,0,0,0.0595782863669592,0,0,0
X601939.CH.EQUITY,0.359269235291068,-0.0122930555428057,0,0.0972009613499957,0,0,0,0,0,0,0,0,0.195588957009732,-0.146761007764639,0,0,0,0,0,0.0362712459386568,0.107151694666743,0.179030049253408,0,0.149492025253747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250418842553845,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0530213729813747
X601288.CH.EQUITY,0.464460158010878,0.0388879655025167,0.166030808952946,0,0.0431795343897453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165786077781854,-0.0384752517955658,0,0,0.173073716362337,0.0879622756955207,0,0,0.0653760875504387,0.077701256654048,0,0,0,0,0,0,0,0.0123457544391841
X5.HK.EQUITY,0,-0.28270596836183,0,0.0809044946868652,0,0,0,0,-0.280968954623583,0,0.255446137177003,0,0,0,0,0,0,0.0941922468916502,0,0.0428043182110441,0,0,0,0.522171277389341,0,-0.00114190628537536,0,-0.0392110939732763,0,0,0,0,0,0,0,0,0,0,0,0,0.0791981218791372,0,0,0,0,0,0,0,0,-0.320588798938498,0
X601988.CH.EQUITY,0.0917718323887255,0,0.0753040996773618,0.25432312783024,0,0,0,0.130695840514225,0,0.105218538413792,0.264305648847338,0,0,0,-0.360232966778341,0,0,0,0,0,0,0,0,0.0576490683380426,0,0,0,0.0160285257902807,0,0,0,-0.0083879416528308,0,0,0,0,0,0,0,0,0.0258183254497689,0,0,0,0.0700902988403538,0.00203445152618143,0,0,0,0,0
X600036.CH.EQUITY,-0.0205238809029919,0.330468322260305,0,0,0,0,0,-0.0258090600761942,0,0,0,0,0.186785396694063,0,0,0,0,0,0.0918607131235648,0,1.73472347597681e-18,0,0,0.271810163250622,0,0,0,-0.0100501221994602,0,-0.0239198769436259,0,0.262969386093624,0,0,0,0,0.0162090630590817,0,0,0,0.0690630206654197,0,0,0,0,0,0,0,0,-0.0123835594975892,0
X601628.CH.EQUITY,0,0,0,0.227500092967688,0,0,0,0,0,0,0,0,0,0.352076493148205,0,0,0,0,0,0.0834646233356284,0,0,0,0,0,0,0,0,0,-0.0450725921974479,0,0,0,0.0204902131692571,0,0,0,0,0,0,0.0534926327860075,0,0,0,0,0,0,0,0,0,0.170801102693756
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341914475886064,0,0,0,0,0,0.169950151382922,0,0.137383716751944,0,0.166283439609776,0,0,0,0,0.0206679324539784,0.385157907558412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530140793305674,0,0,0,0,0
X601166.CH.EQUITY,0.0484571705179693,0,0.00538117697963277,0,0,0.103446890987698,0,0,0,0,0,0,0,0,0,0.211343782193416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460555561338745,0,0.233856691907826,0,0,0,0,0,0.136783157716309,0,0,0,0,0,0,-0.0669322962762474,0,0,0,0.0466686465651386
X601328.CH.EQUITY,0,0,0.0095877495588474,0,0.0417195332650365,0.138761754528186,0,0,0,0,0,0.214556179033974,0,0.0955233491160476,0,0,0,0,0,0.200386966985013,-0.172442452817376,0.154333370304216,0.0544459114419297,0,0,0,0,0,0,0,0,0.0099503197524545,0,0,0,0,0,0,0,0,0,0.204157359180664,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0742894200814273,0,0,0,0.0168215230860715,0.274531831061001,0,0,0,0.246359146594709,0,0.153617075625153,0,0,-0.106236713623989,0,0,-0.0906328408996377,0,0,0.0937851935206737,0,0,0,0,0.0940322630438724,0,0,0.0295541483548719,0,0,0,0,0,0,0,0,0,0,0,0.11734187289934,0,0,0,0.0300091635578926,0,0.0503545719446943,0,0,0
X000001.CH.EQUITY,0,0,0.0323550923439759,0,0,0,0,0,0,0,0,0,0,0,-0.0035605016676069,0,0,0,0,0,0,0,0,0,0,0.12765752961726,0,0,0,0,0,0.151043860367966,-0.287363275944101,0,0.269134787501734,-0.00384423181624178,0,0,0.0433352062695656,0,-0.095824476026122,0,0,0,0,0,0,0.334014573496475,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0708122533653592,0,0,0.104340655758984,0,0,0,0,0,0,0,0,0,-0.0196148307419132,0,0,0,0.253191334245302,0.0121798240562757,0.0109791970633147,0,0,0,0.15721550947804,0,0,0.234707106885498,0.113137789272585,0,0,-4.33680868994202e-19,0,0,-0.00354593265823978,0,0,0,0,0,0,0,0,-0.102532196726254,0
X000002.CH.EQUITY,0,-0.0969921053120052,0,0,0,-0.0729898032666883,0,0,-0.0918948303343159,0,0,0,0,0,0,0,0,0,0,0.334334967418457,0,0,-0.0467182174874928,0,0,-0.00545005773260293,0,0,0,0.177443211592942,0,0,-0.218036286308444,0.216850652319545,0,0,0,0,0,0.11409747464702,0,0,0,0,3.46944695195361e-18,0,0,0.290173975663097,0,-0.0926898468109926,-0.00997087264736422
X601601.CH.EQUITY,0,0,0,-0.0936990264252677,0,0,0,0.11810894944427,0,0.120389105941228,0,0,0.184183114158319,0.13212100296639,0,0,0,0,0.359955858554178,0,0.0413397863799663,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225703691581334,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0.023373438394742,0,0,0.106392059912997,0,0,0,0,0.0724504070028135,-0.0505548230166598,0,0,0,0,0,0,0,0.0997107867067728,0.153355043714616,0,0,0,0.06742200402589,0.210721078141768,0,0,0,0,0.00865964967093288,0,0.163045140767972,-0.0454846213913087,0,0,0,0,0,0,0,0,0,0,0,0.259995588175424,0,0,0,0,0,0,0
X11.HK.EQUITY,0.330600589196374,0,0,0,0,0,0,0,0.200747166246864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265804759246319,0,0,-0.177851094508002,0,0,-0.103857493328409,0,-6.93889390390723e-18,0,-0.0802096732261069,0,0,0,0,-0.0514016270338581,0,0,0,0,0,0,-0.0145754144460167,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.00194986495199826,0,0.320635325721437,0,0,0,0,-0.0917861589132922,0,0,0.0125753805896213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169145680296735,0,0,-0.0558270409864002,0,0,0,-0.28327751195216,0,0,0,0.101339426580687,0,0.382945913718828,0,-0.0972997860913831,0,0,0,0.0265222384719662,0
X601998.CH.EQUITY,0.15105423783914,0,0,0,0.017560875328471,0,0,-0.0963702873678635,0,0,0.118361129548511,0,0,0,0.0626566532481263,0,0,0,0,0,0,0,0.0122089209696874,0,0,0,0.0863797519555882,0,0,0.0491324650339309,0.114909905668108,0,0,0,0.0596092777308067,0,0,0,0,0,0.0971051241637259,0.179516158787482,0.0368181198879184,0,0,0,-0.1028223659778,0,0,0.0152769012847374,0
X267.HK.EQUITY,0,0,0.0407102183575022,0,0,0,0.0321387919099318,0,0.189111641122157,0,0,0,0,0,-0.0901696781672261,0,0,0.148424963021798,0,0.242295838160131,0,0,0,0.298398737328436,0,0,0,0,0,0,0,0,0.140856056155846,0,0,0,0,0,0,0,0,0,0,0.0113648345302395,0,0,0,0,0,0,0.106521197000672
X600016.CH.EQUITY,0,0.0479636435314973,0,0,0,0,0,0,0,0,0.250789711745137,0.122156985178027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050977622785172,0,0,0,0.0814711138876918,0,0.0554981583223576,0,0,0.270547826129589,0,0.0732001751811831,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.000717823295221786,0,0,0,0,0,0,0.265790906190216,0,0,0,0.198707964574713,0.0361955973430882,0,0,0,0.0770935359993038,0,0,0,0.107934370964422,0,0,0,0,0,0,0,0,0,0,0,0.0205504281722934,0,0,0,0,0,-0.185924231063399,0,0,0.164052742519526,0,0
X2388.HK.EQUITY,0,0.0228104540862524,0,0,0.589258764544484,0,0,0.16402728652524,0.00900168419783434,0,0,0,0,0,0,0,0,0.0919280357017603,0,0,0,0,0.160841664915182,0,0,0,-0.0175266896380718,0,0,-0.00231865902933635,0,0,0.245442875450259,-0.0202447977334714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135001992100522,0,0,-0.188417768180856
X600030.CH.EQUITY,0,0.102751045166714,0,0,0,0,0,0,0,0,0,0,0,0.0591108162436487,0,0,0,0.0229189096199525,0,0.0725675455179502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233144794846266,0.387381605506248,0.0350511586518684,0,0,0.0617917215298375,0,0,0,0,0.00988549168524496,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0.0299853304506941,0,0,0,0.0645340445218907,0.281822130105944,0,0.140399070917155,0.0732321770374486,0,0,0,0,0,0.362872365322586,0,0,0,0,0.059377594346047,0,0,0,0.0301612973292486,0,0,0,-0.041516067636551,0,0,0,-0.19136865965481,0,0,0,0,0,0,0,0,0,0,-0.117307883689916
X601818.CH.EQUITY,0,0,0,0,0,0,0,-0.150321687078056,-4.33680868994202e-19,0,0,0.234071180588415,0.0390595453031218,0.0951640726204695,0,0,0,0,-0.189890716140273,0.192817125089057,0,0,0,0,0,0,0,0,0,0.145310276639248,0,0,0,0,0.0074098226671081,-0.102038089424004,0,0,0,0.12317733828229,-0.175092299102764,0,0.167746398728741,0,0,0.0621722650745376,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,-0.0610236965007604,0,0,0.0425877916372377,0,0,0,0,0,0,0.00428522005134457,0.021097876721168,0,0,0,0,0.0651590007790546,0,0,0.00227568312022408,0,0,0,0,0,0,0.0422151129165871,0.300002239001582,0,0,0,0,0,0,0,0,0,0.532652624554252,0,0,0,0,0,0,8.67361737988404e-19
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.17118383455771,0,0,0,-0.111523496067135,0.250736217466066,0,0.16378146570454,0.27784144514299,0,0,0.0244860465318026,0,0,0,0,0,-0.237155462321982,0,0,0,0,0,0.0383871556002951,0,0,0,0,0,0,0,0,0,0,0.075651518291052,0,0.021340918628183,0,-0.0504845870580548,0,0,0.023113524326783
X600048.CH.EQUITY,0,0,0,0,0.184616580732569,0,0,-0.328676785958039,-0.0683398587582165,0,0,0,0,0,0.507027368039057,0,0,0,0,0.0709388506525376,-0.0967498107872905,0,0,0,0,0,0,0,0,0,0,0,0,-0.00745297068626056,0.0545712105904982,0,0,0,0,0.114000034073388,0,0,0,0,0,0,0,0,0,0,-0.148935593293966
X12.HK.EQUITY,-4.33680868994202e-19,0,0,0.120274136253931,0,0.0248335444026143,0,0,0.396898467380981,0,0,0,0,0,0,-0.0278147961818301,0.349810688992858,0,0,0,0,0,0.0155789983023808,0,0,0,0,0,0.00842338055780184,0.108962657973201,0,-0.015283624499277,0.16369950566945,0,0,0,0,0,0,-0.0326356617924236,0,0,0,0.146075829188724,0,0,-0.052558860243249,0,0,-0.0325965947425563,0
X002142.CH.EQUITY,0,0.0392130473474452,0,0,0,0.260339488362846,0.0360607128677884,0,0,0,0,0,0.158107847176078,0.0534789759522245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0516939617130401,0,0,0,0,0,0,0.0469647459835683,0,0,0.0244038357158858
X823.HK.EQUITY,0,0,-0.00495983424664757,0,0,0,0,-0.0913736912921635,0,0,0,0,0,0,0,0,0,0.174087697607218,0,-0.0596380649635791,0,0,0,0.294040324170053,0,0,0,0,0,0,0.270972037917916,0,0,0,0,0,0,0,0,0,-0.0130460252584204,0,-0.147969182891495,0,0,0,0.111390193339244,0.0967642087234111,0,0,0
X601066.CH.EQUITY,0,0,0.00555490409485858,0,0,0,0,0.0436467457944614,0,0.117766133234099,0,0,0,0,0,0,0,0,0,0,0.19341553494554,0,0,0,0.0466976180972507,-0.00150839688697629,0,0,-0.0144542274007043,0,-0.136470171751614,0,-0.20705271045369,0,0,0,0,0.188261513873211,0.056861348987758,0,0,0,0,0,0,0,0,0,0,0,0
X001979.CH.EQUITY,0,-0.0723848049823222,0,0,0,0,0,0,0,0,0,0,0.145261620398913,0.159194691835821,0,-0.0401758171769147,0,0,0,0,0,0,0,0,0,-0.0888045197659032,0,0,0.0774565113142796,0.168658461218285,0,0.157832676730159,0,0,0,0,0,0,0,0.304802884958841,0,0.0368833148774811,0,0,0,0.0123231878651265,0,0.161091704741231,0,0,0
X601688.CH.EQUITY,0,0,0,0,0.0390782649849038,0,0,-0.216659684003952,0,0,0,0,0,0,0,0,0,0,0,-0.469813033167388,0.0252506353738655,0,0,0,0.961414926456419,0,0,0.00156593929139496,0,0,0,0,0,0,0,0,0.02882846066928,0,0,0,0.142521819583903,0,0,0,0,-0.0676565154882449,0,-0.0304890604211064,0.0244398677626892,3.46944695195361e-18,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195234596427365,0,0,0,0.0905415480282081,0,0,0,0.43940297814022,0,0,0,0,-0.0780665478182209,0,0,0,0.066183762054325,0,0,0,0,0,0,0.00910766638678802,0,0,0,0,0,0.377837284614157,1.73472347597681e-18,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0.029833097001354,0,0,0,0,0,0,0,0,-0.160208184115107,0,0,0,0,0,0,0,0,0,0.0673048453798521,0,0,-0.0364715892293291,0,-0.0707747203046489,0,0,0,0,0,0,0.225486338302266,0,0,0,0,0,0,0,0.371614360536618,0,0.03963571563772,0,0.321783771383724,0,0
X601229.CH.EQUITY,0,0,0.275055416595143,0.323264633459674,0,0,-0.0385798551728657,0,0,0,0,-0.182742274704005,0,0,0,0.240294068846025,0,0,0,0,0,0,0,0,0.154019950905785,-0.0157002494642131,0,-0.283928589933349,0,0.0952241255648167,0,0,0,0.00895241166148928,0,0,0.159140272910197,0,0,0,-0.125961306212369,0,0.313796235585584,0.0973090068043685,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.157637498833648,0,-0.0315095936601382,0,0,0,0,0.176339856202432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18355702232389,0,0.0954783501263794,0,0,0.220552132242941,0,0,0,0,0,0.0309865515285626,0,0,0,0.242218715080381,0.310311924283689,0,0,0,0.0189713605784681,0.0772460290889429
X2882.TT.EQUITY,0,0,0,-0.0497683809148866,0,0,0,0,0,0,0,0,0,0.0370724075596683,0.152027761786566,0,0,0,0,0,0,0,0,0.0475345405598176,0,0,0,0,0,0,0,-0.0227804270261642,0,0,0,0,0.111512477297394,0,0,0,0,0,0,0,0,0.279268149726578,0,0,0,0,0
X601169.CH.EQUITY,-0.195751317511582,0.0402979161425233,0,0,0,0,0,0,0,0,0.430945635174679,0.0706812598374913,0,0,0,0,0,0,0.0195228073513645,0.0390438294666399,0.0598744496257835,0,0.130127369114195,0.00563887119652091,0,0,0.20143894684954,0,0,0,0,0,0,0,0,0,0,0,0,0.00704599361257045,0,0,0.329795290927254,0,0,0,0,0,0,0,-0.0106653836447664
X600015.CH.EQUITY,6.93889390390723e-18,0,0.0997924151428629,0,0.00709190295201231,0,0,0,0,0,0,0,0,0.0413429582752729,0,0,0,0,0,0,0,0,0,0,0,0,0.257237386986547,-0.07500740238817,0,0,0,0,0,0,0,0,0,0.0153473763619689,0.00303435276062735,0.132514869173086,0,0.302131048588319,0,0,0,0.0862320762466319,0.0545312773952901,0,0,0,0
X1997.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163826995962704,-0.0420830040713614,0.147573291842251,0,0,0,0.137076150597062,0,0,0,0,0,0,0,0.1113880006717,0,0.357711145886266,0,0.106313217783477,0,-0.176111903562897,0,0,0,0,0,0,0,0,0,0,0.055600985469227,-0.0878600528277786,-0.0118028344068443,-0.0292553859929086,0,-0.108491209696732
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411867580606402,0,0,0.0197119736401248,0,0,0,0,0.126920063768548,0,0,0,0,0,0,0.0196178462566665,0,0.0284400292626174,-0.0126803884297903,0,0,0,0,0,0,0,0.0248134402546199,0,0,0,0,0,0,0.152197410685709,0.00568814046121284,0.614768530389641,0,0
X2881.TT.EQUITY,0.161975388068638,0,0,0,0,-0.0584309717185798,0,-0.0720511031459225,0,0,0,0,-0.0875367765680618,0,0,-0.0622381843205429,0,0.21665464094499,0,0,0,0,0,0,0,0,0.134847425151266,0,0.0154868811428442,0,0,0,0,0,0.0963441662786593,0,0,0,-0.164315355588358,0,0.797040471653353,0,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0314335123854011,0,0.0759743973783131,0,0,0,0,0,0,0,0,0,0.115011287544875,0,0,0,0.0194087421192222,0,-0.153152447983392,0,0,0,0,0,0,0,0,0.410152566575225,0.133076325972182,0,0,0,0,0,0,0,0,0,0.11200138575868,0,0,0.0165708736538911
X2891.TT.EQUITY,0,-1.35525271560688e-20,0.0699396738943155,0,0,0,0,0,0,0,0,0,0.184524554881824,0,0,0,0,0,0.185868363922554,0,0,0,0,0,0,0,0,0,0,0,0,0.233913207564103,0,-0.0804309843192761,0.0505778187776179,0,0,0,0.083792457207598,0,0.0966529808802526,0.0516795871835658,0,0,0,0.381722775962762,0,0,0,0,0
X002736.CH.EQUITY,-0.0373477220288019,0,0,0,0,0,0,-0.0239903925333933,0,0.201193898594514,0,0,0,0,-0.0460497762202759,0,0,0,0,0,0,0,0,0,0,0,-0.0854182115728591,0,-0.0630093065894245,0,0,0.109977398866644,0,-0.10593035071092,0.135532990012942,0.0613332475446343,0,0.106512335556041,0,0,0,0,0,0,0.344509159712007,0,0.130305358246427,0,0,0,0.03889134458227
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,-0.291870568025943,0,0,0,0,-0.186076855746236,-0.229748101829922,0,0,0,0.114289173760611,0,0,0,-0.103489387482626,0,0,0,0,-0.0223349078646742,0,0,0,0,0,0,0,0,0,0,0,0.13902321844331,0,-0.0516047047263927,-0.36102880889003,0.0279325119659232,0,0,0,0,0,0
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141430841937501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
