,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.535388821730142,0,0.0440805454995226,0.0310864784987721,0.000352799928380693,0.0344228422684171,0,0,0,0,0,0,0.0370145197184237,0,0,0,0.0248726484172805,0.0740089032997797,0,0,0,0,0,0.114220097063497,0,0,0,0,0,0,0.0143232780772688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.468100564710584,0,0,0.181999119549333,0,0.112006429234607,0,0,0,0.0167288568107569,0.135156511484138,0,0,0,0,0,0,0,0,0,0,0.00112904625162719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506969305902955,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0950511390891216,0,0,0.105434180034835,0,0,0,0,0,0,0,0.252974715301235,0,0,0,0,0,0,0,0,0.124017955884989,0,0,0,0,0,0,0,0,0,0,0.0180674302609245,0,0.275141865429445,0,0,0,0.0707703461709251,0,0.0150099741610339,0,0,0,0,0
X601288.CH.EQUITY,0.32506824150408,0.123499108641196,0,0,0,0,0,-0.0126413036275228,0,0.0778925842309395,0,0,0,0,0,0,0,0.173488387608806,0,0,0.117089141583864,0,0,0,0,0.0209659599882107,0,0.11106249412024,0,0,0.0482156361330335,0.00816596514474579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782706494675969
X5.HK.EQUITY,0,0,0,0,0,0.347272879890552,0,0,0,0,0,0,0,0,0,0.0300679352538731,0.532750541421056,-0.324002280233813,0,0,0,0,0,0,0,0.165375166033868,0,0,0,-0.0880615698878429,4.33680868994202e-19,0,0,0,0,0,0,0.139700110505042,0,0,0,0,0,-0.0606231452165019,0,-0.524566734585064,0,0,0,-0.272693296398432,0
X601988.CH.EQUITY,0,0.281538521149225,0,0,0.0763452219909133,0,0,0,0.201882507054535,0,0,0,0,0,0,0,0,0.143088878892682,0,0,0,0,0,0.324619371384846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996771254974765,0,0.0451394999098734,0,0,0,0,0,0,0,-0.00831499852072657,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0788905630554269,0,-0.0210443412212047,0,0.125846928591435,0,0,0,0.0289491191121593,0,0,0,0,0,0.365171963329852,0,0.222925494599178,0,0,0,0.0957967654873952,0,0,0,0.0244958724101843,0,0,0,0,0,0,0,0,0.0423376168236799,0,0,0,0,0,0,-0.0369920924800992
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101783349678404,0,-0.064733802235742,0,0,0.250185069563628,0,0,0,0.0841259711537538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32958125602927,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0247291509717398,0,0,0,0,0,0.19578318154192,0,0,0,0,0.00480306746493817,0.00168226967363837,0,0,0,0,0,0,0,0,0,0.0425355222886578,0,0,0,0,0,0,0,0.22565589996137,0,0,0,0,0,0.171982274757204,0,0.157825707805431,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144232759522601,0,0,0,0,0,0,0,0,0,0,0,0.115333888713898,0,0,0,0,0.0382016173293982,0.105934298679769,0.018707899784458,0,0,0,0,0.0667089417097408,0,0,0,0,0.119659631921416,0,0,0,0,-0.0217314423149021,0.0110213097556436,0,0.161933612826458,0.256790418921216,0,0,0,0,0,0,0,0,0,0.00317745257668833
