,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137598902306157,0,0,0,0,0,0,0,0,0,0,-0.097712521081074,0.434729347462245,0,0.688278055354718,0,0.0393179128271489,0,-0.127709960482088,0,0,-0.0822719567402623,0,0.103754999030552,0,0,0,0,-0.13550695367525,0,-0.339562017740444,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.113159715463555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307966576571845,0,0,0,0,0,0,0,0,0,0.114201108257151,0,0,0,0,0,0,0.472241469097796,0,0,0,0,0,0,0,0,0,0.0916500297893055,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.790703302419283,0.0123169643348303,0.0241879231607742,0.0234106164513995,0,0,0,0,0,0,0,0,0,0,0,0.0461032029146143,0,0,0,0,0,0,0,0,0,0,0,0,0.0948120790806707,0.027971191202991,0,0,0,0,0,0,0,0,0,0,0,0.0374446869252787,0,0,0.0323834090705058,0,0,0,0
X601288.CH.EQUITY,0,0,0.877939581614433,0,0,0,-0.0948330903517369,0,0,0,0,0,0,0.0113744338175489,0.0380232423091029,0,0,0.154832902316913,0,0,0,0,0,0,0,-0.0610918869622513,0.0154769039280399,0,0,0,0.00570517937557746,0.0106282833865396,0,0,0,0,0,-0.15190702326282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0771108308677065,0,0,0,0,0,0,0,0,0,0,0,1.24416069470935,0,0,0,0,0,0,-0.227786770223091,0,0,0,0,0,0,0.0572582597128105,0,-0.113773035437524,0,0,0,-0.111936646241441,0,0,-0.198819158291091,0,0,0,0,0,0.00332997167262377,0,0.0039204013331984,0,0,0,0,0,0,0.0104727045173365,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.117609186695398,0.747594690595458,0,0,0,0,0.0916493336746702,0,0,0,0,0,0.104354682721257,0,0,0,0,0,0,0,-0.0503956567414171,0,0,0,0,0.0645260349477827,0.179077124560922,0,0,-0.120146739947246,0,0,0,0,0.0774050453762723,0,0,0.10634087176786,0,0,0.0218186527395894,0
X1299.HK.EQUITY,0.0419909601963783,0,0,0,0,0,0,0,0.185896499761363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266663807473417,0,0.09616976641312,0.156303592071636,0,0.00345834385089296,0,0.3159031849656,0,0,0.0961835277434064,0,0,0,0,0,0,0,0,0,-0.0394798483648107,0,0.430276944011672,0,0,0,0.0827867130544029,-0.114021256880907,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.29911365787761,0,0,0,0,0,0,0,0.291664929447058,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.471999811970208,0.0994127392191301,0.0518551968729539,0,0.131131702758058,0.0656821480432093,0,0.0451713476893949,0,0,0,0,0,0,0,0,0,0.0960354063362867,0.0212556164493366,0.0555814826170509,0,0,0,0,0,0,0,0.186511389070861
X388.HK.EQUITY,0,0,0,0,0,0,0.217126081172413,0,0,0,0,0,0,0,0,0,0,0,-0.215611447121118,0,0,0,0,0,0,0.356938348362965,0,0.0663903166043227,0,0.123716948599031,0.0238129845875715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16654907910764,0.042294784895062,0,0.0595298376784821,0,-0.266681058722082,-6.93889390390723e-18,0
