,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0977321892710534,6.93889390390723e-18,0.156542471201159,0,0,0,0,0,0.123546536074573,0,0.170945221507124,0,0,0,0,0,0,0,-0.0438643511872698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157103592848184,0,0,0,0.193486648011452,0,0,0,0,0,0,0,0.0212257620410727,0.166073296650106,0,0,0
X601318.CH.EQUITY,0,0,-0.090922364687917,0,0,0.0582097328697633,0,0,0.184223832688924,0,0.0576089524815738,0,0.1448051639211,-0.0170664618223715,0,0.250780402912904,0,0,0,0,0,0,0,0,0,0,0,-0.0714640071124422,0,0,-0.178212776324699,0,0,0,0.274397959019226,0,0,0,0.07630367318232,0.201834810407837,-0.236846804722182,0,0.188698347353744,0.197958529686313,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410667156046577,0,0,0,0.0257642337553823,0,0,0,0,0,0,0.0937305171239158,0.0150145152562372,0,0.091479578633455,-0.107580376541447,0,0,0,0,0,0,0,0.0936118693694466,0,0.0879815370296439,0,0,0,0,0,0,0,0,0,0,0,0.0881894941526007,0,0,0.428274962393299,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.172114217093971,0,0.155484848907624,0,0,0.384159452166414,0,0,0,0,0,0,0,0,0,0,0.0852476964292805,0,0,0.0196244543853829,-0.0701114127092922,0.0389912536246077,0,0,0,-0.0816351825544323,0,0,0,0,0,0,0,0,-0.0806327323324427,0,0,0,0,0,0.21703511946255,0,0,0,0,0,0,0.118156142235731,0,0,0
X5.HK.EQUITY,0,-0.0160436890175449,0.0818487855824712,0.188229016637757,0,0.0413540909142856,0,0,0,0,0,0,0.0953048798582512,0,0,0,0,0,0,0,0,0.432996494054357,0,0,0,0,0,0,0,0,0.339013004649304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158894738303687,0,0.0579419616507452
X601988.CH.EQUITY,0.223819428413457,0.0857117338626067,0.0960972006592527,0,0,0,0,0,0.216730161826762,0,0,0.266307593890371,0,-0.07000752333333,0,0,0,0,0,0,0,0.0289474686103569,0,0,0,0.048935054633012,0,0,0,0,0,0,0,0.181385901420656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0458561982096397,-0.0656925549186716,0,0.225360301131341,0,-0.0657409040713357,0.02633266053882,0,0.301753043490524,0,0.230824519104574,0,0,0,0,0,0,0.0372221367852724,0,0,0,0,0,0,0,0.034634525630932,0,0.0489998365651282,0.0388659095957548,0,0.0892638881037318,0,0,0,0,0,0,0.0768498105478116,0,0,0,0,0,0,0.059235430778781,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0829901191179254,0,0,0,0.117667422914596,0,0,-0.120426432372171,0,0.0325865988710187,0.23825639330425,0,0,0,0,0.0170015007855945,0,0,0.0662948152574437,0.0609126732448198,0.0951260994116364,0,0,0,0,0,0.019657631649691,0.207799073948549,0,0.0283376460321485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0743286793036969,0.306356599583059,0,0,0.0987621107298029,0,0,0,0,0.00807477682687827,0,-0.0189765709282817,0,0,0,0,0,0,0,0.0564187511498806,0,-0.155629246550089,0,0,0,0,0.219060317896935,0,0,0.0454539982284964,-0.300306955291205,0.0288204267906577,0,0,0,0,0,0,-0.0488419343804521,0,0,0,0,0,0,0,0.0622606844493347,0.118261991230646,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.289385110834321,-0.407762003185005,0,0,0,0,-0.120533414466365,0,0,0,0.329466796508462,0,0.617882963810349,0,0,-0.0207089311683629,0,0,-0.194476811456612,0,0,0.0619182651327848,0,0,0,0,0,0,0,-0.409665479004909,0,0,0,0,0,0.758873450447269,0.06427370191389,-0.130481288446031,0,-0.449482112361505,0
