,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.464771951527848,0.0361287271417827,0,0.420726379273949,0,0,0,0,0,0,0,0,0,-0.0419257571247086,-0.0180807180268694,0,0,-0.0553614845586217,0,0.0211797056788149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231874370174711,0,0,0,0,0,0,0,0,0,-0.102716883440724,0,0,-0.202479840683345,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.263742021723175,0.143385741600729,0,0,0,0,0.188081900269701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345218119143086,-0.0370272681267688,0.0468273829341961,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.149426115766878,0,0,0,0,0,0,0,0,0.099645561723612,0,0,0,0,0,0,0,0,0,0,0.12231878346856,0,0,0,0,0.407570146990521,0,0,0,0,0,0,0,0,0.0995987777383954,0,0,0,0.0110817040242678,0,0,0,0,0.0186309467882,0,0,0,0,0,0
X601288.CH.EQUITY,0.135076167041506,0,0,0,0,0.0441836330553941,0,0,0.0697676610918316,0.0893359726045179,0,0,0,0,0,0,0,0,0,0,0.100220011340411,0,0,0,0,0.130033053388979,0,0,0,0,0,0,0,0.0466235011844303,0,0,0,0.0784583795030429,0,0.0670767597749833,0,0,0,0.271581226484433,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0847694731299621,0,0,0,0,0,0,0,0,0.0274797496175425,0,0,0,0.255151769136914,0,0,0.154061036733377,0.206257543658095,0,0.0116188038390829,0,0.436235228203845,0,0,0,-0.0422552140925962,0,-0.317447449006305,0,0,0,0,0,-0.0315148107004572,0,0,0,0,0,0,0,0,0,0,0,0,-0.141226503117726,-0.0407807966439294,0.140649463030449
X601988.CH.EQUITY,0,0,0.011525831206646,0.159385567489139,0,0,0,0,0,0.0831231697454505,0.197579369975488,0,0,0,-0.0811834932671205,0,0,0,0,0,0,0.389714300191677,0,-0.0514712597752849,0,0,0,0.129597977113752,-0.031257792230674,0,0,0,0,0,0,0,0,0,0,0.0887628529233468,0,0,0,0,0,0,0,0.141558539670459,-0.0338299365947798,0.0248817087012774
X600036.CH.EQUITY,0,0.235649802423485,0,0,0,0,0,0,0,0,0,0.0565447452039124,0,0.0713920069800877,0,0,0.0479691257962249,0,0,0.0279989306392855,0,0,0,0,0,0,0,-0.0870236168622802,0,0,0.0187477396647322,0.247174702955435,0,0.154585558592167,-0.161227682308661,0.0498032454290574,0,0,0,0.192910816094533,0,0,0,0,0,0,0,0,0,0.223477497952399
X1299.HK.EQUITY,0,0.0689922707074131,0,0,0,0,0,0,0,0,-0.0280852557703186,0,0,0,0,3.46944695195361e-18,0,0.285531357886359,0,0.219110881612009,0.223885595543732,0,0.0961044057268197,0,0,0,0.128929100869996,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.201266707447781,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0548133892057634,0.00943052574011956,0,0,0,0,0,0.0148197737202793,0,0.0183223199264631,0,0,0,0.178739534173153,0,0,0,0,0,0.0142195538367438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357548769908692,0,0,0,0,0,0,0,0,0,0.165254116122289
X601328.CH.EQUITY,0,0.0229740357002165,0.0989641901685459,0,0,0.346457819562925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153417082320724,0,0,0.0443368677109525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416309411605539,0,0.097468931266389,0.0385726336597033,0,0.139819467139168,0,0,0
X601166.CH.EQUITY,0,0,0.191661109057746,0,0,0.211399713933726,0,0,0.0560721696136719,0,0,0,0,0,0,0,0.248951920174985,0,0,0,0,0,0,0,0,0,0,0.0835463806231815,0,0,0,0,0,0.364531904044265,0.123764050802134,0,0,0,0,0,0,-4.33680868994202e-19,-0.0994223444782315,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.201405453092942,0,0,0,4.33680868994202e-19,0.11514660678277,0,0,0,0,0,0,0,-0.0263917800149364,0,0,0.0209968154025546,0,0,0,0.360410721118289,0,0,0,0,0,0,0,0,0,0,0.0177018507442471,0,0,0,0,-0.0518725987601397,0.0712212739976686,-0.0163107110909996,0,0.128111776124415,0,0.173719632695036,0,0,0,-0.0719053157479096,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.244569043151952,0,0,0,0,0,0,0,0,0,0.0840046317506768,0,0,0.170815097372366,0,0.106264282201873,0,0,0,0,0,0,0.076894139979421,0,0,0,0.272841422026518,0,0,0,0,0,0,0,0,0,0.113833511594497,0.0807155937468731,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.00191599515256675,0,0,0,0.242396083875889,0,-0.0515708181280897,0,0,0.190338469041302,0,0,0,0,0,0,0,-0.0496749288390514,0.0437667141213275,-0.166214741652962,0,0,0,0,0.207439607341244,0.195366067858101,0,-0.21752981781535,0,0,0.406270863896498,0,0,0,0,0,0,0,0,-0.0641013406064696,0,0
X000002.CH.EQUITY,0,0,-0.131150814446772,0,0.0386041696348743,0,0,0,0,0,0,0,0,0.050134476603071,0,0,0.17989205350874,0,0.151014644992123,0,0,0,0,0,0,0,0,0.12319285457501,0.495251870738059,0,0,0,0,0.249901118901121,0.0400036384512383,0,0,0,0,0,0,0,0,0,0,0,0,-0.315972424130331,0,0.253855599634975
X16.HK.EQUITY,0.000568404094292372,0,0,0,0,0,0,0.115865549460084,0,0,0,0,0,0,0,0,0,0,0,0,0.0610842566595527,0,0,0,0,0,0.0391993836347802,1.0842021724855e-19,0,0.182033955642116,0,0,0.128357680426339,0,0,0,0,0,0,0,0.366111851059248,0,0,0,0,0,0,0.0676890013701067,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.0341832545738159,0,-0.0246845665001865,0.118158255208456,0,0,0.0238608046741889,0,0.445490108847282,0.308854558908552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136100535246338,0,0,0,0,0,0,0,0,0,-0.179799749699215,0,0,0,0,0,0,-0.0135046464099696,0
X11.HK.EQUITY,0.235924759587318,0,0,0,0.129312020147744,0,0,0.232313265099381,0,0,0,0,-0.0132772896214993,0,0,0,0,0,0,0,0,0,0.534614180610569,0,0,-0.114263504601971,-0.0800409923558794,0,0,0,0,0,0,0,0,0.0854189712411733,0,0,-0.0196031517200943,0,0,-0.0967137100048931,0,0,0,0,0,-0.142341689910112,0,-0.148839449833622
X601998.CH.EQUITY,-0.0977902491742237,0,0,0,0,0,0,0,0,0,0,0,0.457027650203434,0,0,0,0,0,0,6.93889390390723e-18,0,0.123977324438175,0,0.426602392566772,0,0,0,0,0,-0.131794581090891,0,0,-0.160932818500446,-0.367014613925695,0,0,0,0,0.0488480284454587,0,0,-0.379863106730771,0,0.484417835338671,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.0411598311771196,0,0,0,0,0.449938460342517,0,0,0,0,0,0,-0.00332081622931222,0,0.0322275379852032,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0252545678637518,0,0,0,-0.0504720844781362,0,0,-0.40188786642356,0,0,0.1350663531993,0,0,0,0,0,0.500932848869694,0,0,0
X267.HK.EQUITY,-0.0330891536187123,0,0.200379320149447,0,0.27194437976624,0,0,0,0,0,0,0,0,0,0,0.196626625324015,0,0,0,0,0,0,0.104826650929515,0.139329837942109,0,0,0,0,0,0,0,0.134838247301934,0,0,0.0129137108964678,0,0,0,0,0.0771860517935609,0,0,-0.101070745646834,0.0557342640299117,0,0,0,0,0,-0.0673978768027377
X600016.CH.EQUITY,0.0764198828872878,0,0,0,0,0.12657848543926,0,0,0,0.140591156383321,0,0,0.0713481960699424,0,0,0,0,0,0,-0.0781127664347612,0,0,0,0,0,0,0,0,0.0584453494114219,0,0,0,0,0.0560330453929767,0,0,0,0,0.116900106921968,0.101534043869132,0,0,0.315417762639255,0,0.178069834543487,0,0,0,0,0
X2388.HK.EQUITY,0.00963695207498463,0,0,0,0.626067566665431,0,0,0,0,0,0,0,0,-0.0220018912953349,0,0.177183718588566,0,0.0985768076154862,0,0,-0.0850363995972365,4.33680868994202e-19,0,0.351438004650964,0,-0.0221245862658181,0,0,-0.0103278060270964,0,0,0.0137765781716096,0,0,-0.0172711403786965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.225352471068718,0,0,0,0,0,0.211077714269045,0,0,0,0.0557533372078379,0.251217198503405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896939368917119,0,0,0,0,0,0,-0.0711577074727037,0,0,0.176173630718793,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.093032596656738,-0.0707779368501231,0,0,0,0,0,0,0.0210617317618295,0,0.184343058020748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179401655479642,0.381827002319234,0,0,0.0722864431424243,0,0.0413375357230899,0,0,0.109274709293515,0.0353755854158177,0.0469569438774712,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00075361331876604,0,0,0,0,0,0,0,-0.0270785459207301,0.187414027891396,0,0,0.162939935194481,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.150744242603615,0,0,0,0,0,0,0,0,0,-0.0613484162442536,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0.0559725667980911,0,0,0,0,0.218838771768151,0.203030870260585,0,0.100842625179947,0,0,0,0,0,0,0,0.384911241107616,0,0,0,0,0,0,0,0,0.074166965903557,0,0,-0.0133099984248815,0,0,0,-0.221043764439145,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,-0.183239504099348,-0.0249761034395035,0,0,0.0545454930551469,-0.051213428966444,0,0.0234512804914088,0,0,0,0,0,0.140202981322967,0,0.138738605319744,0.142188795145687,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.237670519767163,0,0,0,0,0,0.475061946137736,0,0,0,0,0,0.00546891059405264,0,0,0
X600048.CH.EQUITY,0,0,0,0,-0.00753346287412653,0,0,0,0,0,0,0,0,-0.189605077152958,0.322356279957569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118446772255092,0,0,0.262544391959279,0,-0.01817511699882,0,0,0,-0.050173910260745,0.13808036098375,0,0,0,0,0,0,0,0,0,0.0310526268333679
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.250631845490439,0,0,0,0,0.199506474112158,0,0.292642156668917,0,0,0.103325752951178,0,0,0,0,0,0,0,0.0276115754879515,0,0,0,0.0389510804438834,0,0,0,0,0,0,0,0,0,0,0,0,0.0527310569183585,0,0.121529068492307,0,0
X12.HK.EQUITY,0.144717666773867,0,0,0,0,0,0,0.162522072949033,0,0,0,0,0,0,0,0,-0.0427162144021814,0.222207629336798,0,0,0,0,0,0,0,0,0,0,0,0.171997448147612,0,0.165506931237174,0,-0.158339962456061,0,0,0,0,0,0,0.105494845089848,0,0,0,0,0.0281557150018391,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162679459126033,-0.251928200755086,0,0.105847187858874,0,0.31502798182296,0,0,0,0,0,0,0,0.136129509398196,0,0,0,0,0,0,0,0,0.0792265772342668,0,-0.00353666438596424,0,0,0,0,0,0.192303282041439,0,-0.133417805839236
X001979.CH.EQUITY,0,-0.185622748290235,0,0,0,0,0,0,0,0,0.130983850213544,0,0.105860551762875,0.0600307729895801,0,0.146040371811332,0,0,0,0,0,0,0,0,0,0,-0.261612234641839,0.0133260049647746,0.412773331118153,0.146708256095348,0.0480532436361279,0,0,0.186029845886105,0,0,0,0,0,0.0157889176352335,0,0.253839149781808,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0409412148822141,0.170884788498019,0,0,0,0.0742450722933176,0,0,0,0,0.0998316726195408,0,0,0.245232148769622,0.0508495092012416,0,0,0,0,-0.0154690383023358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170481945932213,0,0,0,0,0,0,0,0,0,-0.0279786185473264,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0407681928543774,0,0,0,0,-1.73472347597681e-18,0,0,0.0290404229630048,0,0,0,0.150933218883211,0,0,0,0,0,-0.0723912468110921,0,0,-0.0686956183410435,0,-0.100382240805697,0,0,0,0,0,0.0339612607765535,0.133606035603735,0,0,-0.0437565386714423,0,0,0,0,0,-0.0624375252299545,0.260963835502275,0
X601688.CH.EQUITY,0.101943272637206,0,0,-0.427675973070735,0,0,0.294262480417027,0,-0.0465580228774725,0,0,0,0,0,0,0,0,0.0800522549305767,-0.345040019918086,0,0,0,0,0,0,0,0,0.417939122101419,-0.13502862003096,0,0,0,0,0,0,0,0.415642497985067,0.527736254462382,0,0,0,0,0,0,0.0911717243991327,-0.1195891401083,0,0.0544118915603527,0,0
