,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0.210074481842066,0,0.20198930498102,0,0,-0.0691797529557925,0,0,0,0,0,0,0,0,0.113854902843059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636576043676118,0,0,0,0.0402841243774396,0,0,0,0,0,0,0,0,0.277577758914198,0,0,-0.068292620909235
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0832932127095486,0,0,0.0383505265418787,0,0,0.152605452514075,0,0,0.0118871685975441,0,0,0.394032609873589,0,0,0,-0.0777007532225089,0,0,0,0.0962135342668441,0,0,0.14136550557302,0,0,0,0.228527425449083,0,0.126275139183257,0,0,0,0,0,0,0,0,0,0,0,0.018528594730131,0,0
X601939.CH.EQUITY,0,0,0,0,0.287913842528921,0,0.209914651676394,0,0,0,0.135983537520443,0,-0.145383237884828,0,0.0206650491583474,0,0,0,0,0,0.099692067848884,0,0.487173158632323,0,0,0,0,-0.0662850625846197,0,0,0,0,0,0,0,0,-0.0440366636323426,0,0,0,-0.0129805347382284,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0719355357101344,0,0,0,0,0,0,0.282703334505723,0,0,0,0,0.0216802503282624,0,0,0.107544249545861,0,0,-0.205458297501297,0,0,0.0698426088856148,0,0,0.350779575403313,0.283811562043725,0,0,0,-0.000820655638828291,0,0,0,0,0,0,0.11048670170573,0,0,0.0160063599715033,0,-0.0584545610325084
X601288.CH.EQUITY,0.088774847069605,0,0.0385655734068492,0,0,0,0,0,0,0.0379359041182295,0,0,0,-1.73472347597681e-18,0,0.550386893649273,0,0,0,0,0.0748820022268777,0,0.157606415214002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108252969432154,0,0,0,0,0,-0.0440733793989421,0,0.0416000600429858,0,0,-0.011148933509197,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.200260536995964,0,0,0.208563987989391,0.311898778285354,0,0,0,0,0,0,0,0,0,0.16343734429944,0,0,0,0,0.175071792024354,0,0,-0.029600265408979,0,0,0,0,0,0,0.0852003240639892,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.153356584311177,0,0,0,0,0,0,-0.0351730816338761
X1299.HK.EQUITY,0,0,-0.169207925135014,0,-0.113169100316329,0.105952102571809,0,0,0,0.249144970407313,0,0,0,0,0,0,0,0.0244693895975737,0,0,-0.116522377940266,0,0,0.167370268323144,0,0,0.474607928181043,0,0,0,0,0,0,0,0,0,0,0.00882074962925493,0,0.033837231884994,0,0.148982339129079,0,0,-0.043339954357412,0,0,0,1.38777878078145e-17,0.163787896279039,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623429799548089,0,0,0,0,0,0,-0.153070442097705,0,0,0.0274178731492659,0,0.0161716591618958,0,0,0,0,0.124448701374218,0.448637181105168,0,0,0,0.134102170576704,0,0,0,0,0,0,0,-0.175573724011384,0,0.257703972934359,0,0.232529407198796,0,0,0,0,0.174216687434377,0,0
X388.HK.EQUITY,0,0.047478668706212,0,0,0,0,0,0,0,0,0,0,0,0.133678223044481,0,0,0,0,0,0,0,0,0,0.0486300685433059,0,0,0,0,0,0,0,0.369355825663558,0,0.0938621414450586,0,0,0.104825552608858,0,0.235026341546049,0,0,0.0321380707486931,-0.248524525957843,0,0,0.332547081150435,0,0,0,0,0.0200868493599383
