,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.137607371179285,0,0,0,0,0,0,0,0,0,0,-0.0977191559789162,0.434742321859511,0,0.688278090193154,0,0.0393186175004585,0,-0.127706142904896,0,0,-0.0822675177362586,0,0.103748632200636,0,0,0,0,-0.135510618948015,0,-0.339564866791442,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.113159715463555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307966576571845,0,0,0,0,0,0,0,0,0,0.114201108257151,0,0,0,0,0,0,0.472241469097796,0,0,0,0,0,0,0,0,0,0.0916500297893055,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.794842987606599,0.015043238035225,0.0319193207816481,0.00943480586333108,0,0,0,0,0,0,0,0,0,0,0,0.0387110794116552,0,0,0,0,0,0,0,0,0,0,0,0,0.0864081333346957,0.0325543110920706,0,0,0,0,0,0,0,0,-0.00497188656077563,0,0,0.0441341200083687,0,0,0.0402048059312817,0,0,0
X601288.CH.EQUITY,0,0,0.920378167646514,0,0,0,-0.0678163400871352,0,0,0,0,0,0,0,0,0,0,0.116124180339677,0,0,0,0,0,0,0,-0.0147960919897062,0.0589121266369072,0,0,0,0,0,0,0,0,0,0,-0.103996020569621,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483961692951981
X601988.CH.EQUITY,0.0537970144295025,0,0,0,0,0,0,0,0,0,0,0,1.25367688945355,0,0,0,0,0,0,-0.220662295360599,0,0,0,0,0,0,0.0642925802048975,0,-0.11984717490697,0,0,0,-0.13022022603587,0,0,-0.200130811457038,0,0,0,0,0,0.0090420301113899,0,0.0231997830017601,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.386078427224037,0,0,0,0,0,0.0082261201089847,-4.33680868994202e-19,0,0,0,0,0,0.132671563745757,0,0,0,0,0,0,0,0,0,0,0.189960623629776,0,0.016567351020479,0,0,0,0.175114154547875,0,0,0,0,0,0,0,0,0,0,0.0212515950572428,0,0,0,0,0,0.0102660442370822,0.00744002066591801
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915294656638593,0,0,0,0,0,0,0,0,0,0,0.101120563996224,0,0,0,0,0,0,0,-0.113478276478467,0,0,0,0,0,0.0798176239815427,0,0,-0.0832855788040544,0,-0.0584782699744272,0,0,-2.71050543121376e-20,0.0165209104440945,0,0.0366589618938946,0,0,0.059146105207309
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.385378447685239,0.0891871018595971,0,0.020677586100259,0,0,0,0,0,0,0,0,0.0136108444394483,0,0,-0.210920030483555,0,0,0,0,0.0195138070550971,0,0.206070297373169,0,0,0.153450894854195,0,0,0,0,0,0,0,0,0,0,0,0.419801529881368,0,0.0183665929061033,0,0.0345727920483679,0.138510489543136
X5.HK.EQUITY,0,0,0,0,0,0,-0.0176984672784882,0,0,0,0,0,-0.0535000936277014,0,0.362310116956207,0,0,0,0,0,0,0.106293325577879,0,0,0.516325238464509,0.0111940651006593,0,0,0,0.202780881499022,0,0.0453986355205805,0,0,0,0,0,0,-0.37903412076313,0,0,0.110281208293992,0,0,-0.0827182873002768,0,0,0,0,0,0.152804970374855
X388.HK.EQUITY,0,0,0,0,0,0,0.242514700427478,0.0250354711076453,0,0,0,0,0,0,0,0,0,0,-0.256081056480302,0,0,0,0,0,0,0.410480410247137,0,0.0189161309603869,0,0.0605518870160155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224253684969423,0.0120319480909578,0,0.0776187197611768,0,-0.230032374731582,-0.0588162050320866
X601658.CH.Equity,0,0,0,0.224225734402086,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.287481510961195,-3.46944695195361e-18,1.73472347597681e-18,-0.100410257502332,0,0,0,0,-0.0683255231408838,0,0,0,0,0.063028368835549,0,0,0,0,0,0,0,0,0,0,0,0.334316948377278,0,0,-0.00186113850597857,0,0,0,0,8.67361737988404e-19
X600030.CH.EQUITY,0,0,0,0,0,0,0.159298397037908,0,0,0.0140693227265037,0,0,0,0.0296388339682867,0,0,0.0764799692538998,0,0,0,0,0,0,0,0,0,0,0,0.107897296790188,0,0,0,0,0.661627353191223,0,0,0,0,0,-0.0298934608196745,0,0,0,0.0128859209338985,0.0118466185998912,-0.0210914143198526,0.00472045272645279,0,0,0,0
