,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0827709899419744,0,0.0909178253172415,0,0,0,0,0,0,0.472566991006601,0,0,0,0,-0.222194920973257,0,0,0,0,0,0,0,0,0,0,0,0.105112709517622,0,0,0,0.0714182743014301,0.12192298222684,0,0,0,0,0,0,0.0153525902218695,0,0,0,0,0,0.0726442797507186,0,0,0.219669974341887,-0.060855975767382
X601318.CH.EQUITY,0,0,0,0,0,0.0910575496282731,-1.38777878078145e-17,0,0.264297594771542,0,0,0.316824555182496,0,0,0,0.108830439040047,0,0,0.0454621198128652,-0.0620512053210441,0,-0.031274603923632,0,0,0,0,0,0,0,0,0,0,0.110906873680744,0,0,0,0,0,-0.273819033924814,0.137328695231022,0,0.00952029391792479,0.124959076167333,0,0,0,0,0.0328553314698384,0,0
X601939.CH.EQUITY,0.478041147485089,0,0,0.00555691509889954,0,0.179370413113772,0,0,0,0,0,0,0,0.0625236387875803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370730334089467,0,-0.115924883392309,0,0.0464367128714435,0,0,-0.0455367914282945,0,0,0,0
X601288.CH.EQUITY,0.560633911989069,0,0.148310220339343,0,0.147476168744196,0.0749517079035767,0,0,0.0271520424474321,0,0,0,0.00862511168510677,-0.0520709753890677,0,-0.0431892385318313,0,0,-0.048469853121112,0,0,0,0,0,0,0,0.0620583972465679,0,0,0,0,0,0,0,0,0.0592035392790442,0,0.0161497579039582,0.206057835366973,0,0,0.00366106444093585,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.129769102237553,0.193758576562903,0.174939899449282,0,0,0,-0.168592229863959,0,0,0,0.24054271752531,0,0,0,0,0,0.518175153286219,0,0,-0.0659244665770543,0,0,0.182285213382472,0,0,-0.168672584674301,0,0,0,0,0,0,0,0,0.0276493340172239,0,0,0,0,0,0,0,0,0,0.122978325429538,0,0,0.117507176516227,0
X601988.CH.EQUITY,0.0764804245098975,0,0.172081688620636,0.122733905382309,0,0,-0.000484816600416206,0,0.125121157047603,0.0985543659514522,0.16857592931918,0,-0.288529598158993,0,0,0,0,0,0.0180142279587881,0,0,-0.084882344953391,0.260551442547075,0,0,0,0.110222709902099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313341791976559,0,0,0,0,0.0179170069537648
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0342987177937066,0,0,0,0.119873938669167,0,0.163740688502903,0,0.30665787847151,0,0,0,0,0,0,0,0,0,0,0,0,0.109821634195405,0,0,0,0.131077133477798,0,0.0167459541624631,0.00517924757107428,0,0,0,0.0564414586604158,0.0272158993996134,0,0,0,0,0,0.0934746446097228,0,0,0.0899667303717592
X1299.HK.EQUITY,0,0,0,0,0,0,0.228207392131552,0,0,0,0,-0.0698464484326866,0,-0.075728967359511,0,0,0.267035584005692,0.259557566136951,0.141887334177356,0,0,0,0,0,0,0,0.121346834187033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162915782919799,0,0,0,0
X601628.CH.EQUITY,0.305503209930072,0.197209206741522,0,0,0,0,0,0,0,0.0124141672004847,0,0,0,0,0,0,0,-0.189075594916453,0,0,0,0,0,0,0,0,0,0.0750263015075299,0,0,0,-0.0205380199227001,0,0.00324186090915533,0,0,0,0,0,0,0,0,0,0,0,0.105247705781503,0,-0.0796067237663888,0.0440286822674002,0.271003761809949
X601166.CH.EQUITY,0.141286606634039,0,0,0,0,0.100700583395989,0.297173914145499,0,0,0,0,0,0,0.10143875060878,0,0.441248188559092,0,0,0,0,0,0,0,0,0.133238291942093,0,0,0.00406228731770282,0,0,0,0,6.93889390390723e-18,0.00788173489305132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
