,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.378824346361226,0,0,0,0,0,0,0,0,0,0,0,0,0.135172461051895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789608548805184,0.0981457251627511,0,0,0.152116703107397,0,0,0,0.236172314682418,0.00408579609265204,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.60064630728319,0,0,0.212730639719803,0,-0.222574811758811,-0.0706709180886334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252726956806081,0,0,0.210995097193677,0,0,0,-0.119692101908287,-8.67361737988404e-19,0.158746467983057,0,0,0,0,-0.00763408273530115,0,0,0,0,0,-0.0352725785745305,0
X600000.CH.EQUITY,0.0343626749815113,0,0,0,0,0.146230730911166,0.0842354915325444,0,0.232326502966997,0,0,0,0,0,0.109313007356624,0,0,0,0,0.0376322427336386,0,0,0,0,0,0,0,-0.0492157792566539,0,0,0.0758209250483246,0,0,0,0.0455134174865566,0,0,0,0,0,0,0,0,0,0,0,0.124946837345715,0,0,0,0.0452589193084501
X600016.CH.EQUITY,0,0,0.0187764567473096,0,0,0.154606970143965,0,0,0.0615697561423198,0.325035260889066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346765339936665,0,0,0,0,0,0.0158872452527624
X600036.CH.EQUITY,0,0.306070340571958,0,0,0,0.137554782932869,0,0,0,0,0,0,0.205906160877868,0,0,0,0,0,0,0.0658690996863462,0,0,0,0,0,0,0,-0.0124525998654794,-0.0209525207252333,0,0,0,0,0.0855279252943182,0.154205225071633,0,0,0,0,0,0,0,0.00384996537417343,0,0,0.0189308481279407,0,0,0,0.0582724663889142,0
X601166.CH.EQUITY,0.0196218588569104,0,0.0335608031742034,0.213720295547904,0.167487426025186,0,0,0,6.93889390390723e-18,4.33680868994202e-19,0,0.312041516104597,0.0597130957655364,0,0,0.0163569870444184,0,0,0,0.144699846308206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.252654687528707,0,0,0.170379207869437,0,0,0,0,0,0,0,0,0,0,0.332236324514472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365616388949891,0.0432758160510597,0,0,0,0.182680276405383,0,0
X601229.CH.EQUITY,0,0.19915724553668,0,0.0990931550708331,0,0,0,0,0,-0.0737131026162462,0,0,0,0,0,0,0,0,0,-0.00127668314292256,0,0,0,-0.054196362113571,0,-0.0131754701062904,0,0.107144618782649,0,-0.284060608727339,0,0.0565148668665926,0,0,0,0,0,0,0,0,0,0,0,0,0.173429200771441,0,0,-0.142369457400237,0,0.435572866222553,0
X601288.CH.EQUITY,0,0,0.0166359196475431,0.122984237953333,0,0,-8.67361737988404e-19,-0.0113563078522619,0,0,0,0,0.632051305001851,0.160288174771682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428085031443715,0.0134682548323319,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0536166177109287,0,0,0,0,0,0,0.23145945847287,0.23851851555398,0.144512162300183,0,0,0,0,0,0,0,0,0,0,0,0,0.0194009687737349,0,0,0,2.16840434497101e-19,0,0,0,-0.0189715760571056,0,0,0,0,0.0646841550325903,0,0.112835332732726,0,0.105969549318263,0,0,0,0,0,0,0,0.0389811843512353
X601398.CH.EQUITY,0,0.197937753510995,0,8.67361737988404e-19,0.52944306966889,0,0,0,1.73472347597681e-18,0,0,0.08055342370205,0.0237257077358456,0,0,0,0,0,0,0,0,-0.0566636764278349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104434988519588,0,0,0,0,0,0,0,-0.166522479838569,-0.181493363600775,0,0.233393420431346,0,0,0.0627516124108789
X601818.CH.EQUITY,0,0,0,0,0,0.308417692491862,0,0,0.260906001118033,0,0.136156219761165,0,0,0,0.149896132437892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054767136561624,0.0196440514093777,0,0,0,0,0,0,0,0,0,0.0372939103268051
X601939.CH.EQUITY,0,0,0.170834512228987,0.0317942526354818,0,0,0,-0.059768437261198,0.277899900808452,0,0.0901921196154611,0,0,0,0.350958180070344,0,0,0,0,0.167812206770842,0,0,0,0,0,-0.0518675871541791,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678467403153973,-0.101088266517027,0,0,0,0,0,0,0,0,0,0.0637845491010858
X601988.CH.EQUITY,0.0577156312675928,0,0,0,0,0,0,0,0.230876583560505,0,0.126316039408392,0,0.110743055096997,0,0,0.307542419328186,0,0,0,0,0,0,0.210253610417891,0,0,0.138042189975484,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.584425632535984,0,0.13790036769073,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.294604268124045,0,0,0,0.167728906000348,0,0,0,0,1.73472347597681e-18,0.345303932156768,0.040688209347692,0,0,0,0,0.0461582509664291,0.0791243701239953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108361988137802,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.188587273726566,0,0,0,0,0,0,-0.07913782784282,0.100882727370541,0,0,0,0.0718913917298894,0.0396032404219096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322250839667504,0,0.267327486429838,0,0,0,0,0,0,0,0.0959397611937601,0,0,0,0.289456027125407,0,0,0,0,0,-0.134109447311941,0
X11.HK.EQUITY,0,0.0489468243269642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892771478962327,0.340666087616172,0,0,0,0,0.142651048355582,0,0,0,0,0,0,0,0,0,0,0.248660068631137,0,0,0,0,0,-0.0286040627425735,0,0.0312856191814728,0,0.131461547149058,0,0,0,0,0,-0.0705496229227095
X2388.HK.EQUITY,0,0.0138117027349777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264434430398492,0,0,0,0,0,0,0,0,0,0,0,0,0.0270071267656774,0,0.0106305960995711,0,0,0,0.124605248834686,0,0,0,0.0106440334376809,0,0,0.131758872810262,0,0,0,0,0.0245792236426252,0,0.327014845790262,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107903934639897,0,0,0,0,0.758614631103979,-0.450233415295835,0,0,0,0,0,0,0,0.0370641846922518,0,0,0,0,0,0,0,0,0,0,0,0.0462940348129196,-0.225715753533054,0,0,0,0,0,0,0.117068255995416,0,0.440528655095965,0,0,0.137383583163243
