,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0133442810168422,0,0,0,0,0.186720596091347,0,0,0,0.388319376045044,0,0,0,0,0,0,0,0,-0.0464661445590369,0,0,0,0.282073913588535,0,0,0,0,0,0,0,0,0,0,0,-0.0877707298937712,0,0,0,0.377892126290897,0,0,0,0,-0.0249784948129634,0,-0.19909312801832,-0.096668517487259,0
X002142.CH.EQUITY,0.226912078616995,0,0,0,0,0,0,0.0351677556461324,0.122879102052636,0,0.0181594903607163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301398440320236,0,0,0,0,0,0,0,0,-0.00874716260623412,0,0.270656151053042,0,0,0.011787495527416,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.281964539536492,0.139437719467718,0.113447964269691,0,0.0484852577263963,0,0,0,0.191770954705533,0,0,0.00323971316782283,0.0215970075424293,0.0301222522549636,0,0,0.0147414157394624,0,0,0,0,0,0,0,-0.180773110781589,0,0,0,0,0,0,0,0,0,0.197768621446796,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.075255998837601,0,0,0,0,0.401739759067067,0.118473171139475,0,0.019315632085396,0,0,0,0,0,0.121974432398429,0.0255263492145683,0,0,0,0,0,0,0,0,0,0.0346907639234362,0,0,0,0,0,0,0,0,0.0195950277734198,0,0,0,0,0.0154870507612665,0,0,0,0,0
X600016.CH.EQUITY,0,-4.33680868994202e-19,0.0692832122154819,0.172714004729037,0,0,0,0,0,0,0.142194127016941,0,0.140439124687615,2.16840434497101e-19,0,0,0.223580345671688,0,0,0,0,0,0,0,0,0.0815207456568682,0,0,0,0,0,0.00923144356281734,0,0,0,0,0,0,0,0.309361446252247,0.0155193221133481,0,0,0,0,-0.104688838638006,0,0,-0.0994924290996822
X600036.CH.EQUITY,0,0.0676178420071645,0.0631155468102255,0,0,0,0,0,0,0,0,0.0191512276181507,0,0,0,0.0844804995953551,0,0,0,0,0.177003683517907,0,0,0.00139611284711905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471087398401004,0,0.0744540466101648,0.0433919786018247,0,0,0,0,0,0,0.147849462956926
X600919.CH.EQUITY,0,0.0476389177654429,0.0227286751326212,0,0.0149475333278289,0,0,0,0,0.371180839971754,0,0,0,0.0802385246299575,0,0,0.392290249866485,0,0,0,0,-8.67361737988404e-19,0,-0.0576791744417104,0,0,0,0.0659431089662311,0,0,0,0,0,0.0974390209545155,0,0,0,-0.110555218269555,0,0,-0.189013684710445,0,0,0,0,0,0,0,0.127849355011339
X601009.CH.EQUITY,0.602931301025454,0,0,0,0,0,0,0,0.0452310634902631,0,0,3.46944695195361e-18,0,0.118680509234094,0.154102404477267,-1.73472347597681e-18,0,0,0,0,0,-0.201193679095382,0.10564699471204,0.059460761054798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520732930185242,0,0,0,0.138121998842855,0,0,0,0
X601166.CH.EQUITY,0,0.273186951885607,0,0,0,0,0,0,0,-0.160052663565906,0,0,0,0,0,0.0447369492024336,0.387964515887449,0,0,0,0,0,0,0,0.0176841301751406,0,0,0.0565316993632297,0,0,0,0,0,0,0,0,0,0,0,0,0.213868461520722,0.207769621621674,0.0938716340971625,0,0,0,0,0,0.242445215877263
X601169.CH.EQUITY,0,0,0.128309839000376,0.607146487355716,0,0,0,0,0,0,0,0,0.261449972941338,-0.0692892288731166,0,0,0.0908725094720166,0.015023540272059,0,0,0.0123541477414642,0,0.124850176935095,0,0,0,0,0,0,0,0,0,0,-0.0346192339058545,0,0,0,0,-3.46944695195361e-18,0.0572162625757479,0,0,-0.0806598838521261,0,0,0,0.102788885256282,0.0660377838878764,0
X601229.CH.EQUITY,0.208872561749864,0.0472219093831427,0,0.0721188352615186,0.0892618247043852,0,0.183301051205822,0,0,0,0,0,0,0,0,0.311129268830057,0,0,0,0,-0.0757631941332633,0,0,0,0,0,0,0,0.00778027204487306,0,0,0,0,0.116204195430889,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749172429785875,0,0
X601288.CH.EQUITY,0,0.0117542860294822,0,8.67361737988404e-19,0,0,0,0,0,0.274612076602204,0,0,0.0857276380318123,0.0815208421512583,0.138481741281938,0,0.10968863085099,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.053881465513263,0,0,0,0.0789835177845329,0,0.067846408484236,0,0,0,0.0920363514159541,0,0
X601328.CH.EQUITY,0,0,0.094442192530683,0,0.0470112185415643,0,0,0,0,0.000231868533890021,0,0,0,0.0716798962270472,0,0.0591319859580263,0.425498597113292,0,0,0,0.0883696085138233,0,0,0.0536454817878068,0,0,0,0,0,0,0,0,0.107393063614042,0,0,0,0,0,0,0.123925477292837,0,0,0,0,0,0,0,0,-0.0179604822770872
X601398.CH.EQUITY,0,0,0,0,0,0,0.173176435445825,0,0,0,0,0,0,0,0,0.352302402731287,0.368158762009802,0,0,0,0,0,0,0,0,0,0,-0.191447172095616,0,0,0,0,0,-0.00801466105635634,0,0.190899234480605,0,0,0,0,0,0,0,0,-0.119704482039981,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0.161935888995349,0,0,0,0,0,0.150650893495002,0,0.000740173486643628,0,0,0,0,0.18917697698248,-0.0270898969984627,0,0,0,0,0,0,0,0,-0.0614072177052537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
