,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.256501431761372,0,0,0,0.230910343823397,0,0,0,0,0,0,0.254744010217029,0,0,0.0837032824882133,0,0,0,0,0,0.0316565586558712,0,0,0,0.153771021062267,0,0,0,0.0109232474514888,0,0.105483248905384,0,0,-0.144979517831405,0,0,0,0,0.0909788220639121,0,0,0,0,0,0,0,0.0480070650577743,0,-0.0343982829704438,0
X002142.CH.EQUITY,0.0587485774095463,0,0,0,0,0.548905699541952,0,0,0,0,0,0,0,0,0,0,0.177815221902577,0,0,0,-0.0112600414896788,-0.049518760359069,-0.167920100459726,0,0,-0.0714775154991631,0,0,0,0,0.287888570787798,0,0.262930205226826,0.079264596120653,0,0,0,-0.232024187216225,0,-0.106223560819698,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.245714334957836,0,0,0.176377515522572,0,0,0,0.0649598077343554,0,0.103381249826092,0.17643870581337,0,0,0,0,0,0,0,0,0,0.0545184782770155,0.0239103974081031,0.148126844868993,0,0,0.0599854244661972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657957244974275
X600015.CH.EQUITY,0,0,0.250647340774775,0,0.0232709693259264,0,0,0.0316037331241768,0,0,0,0,0.147888897799775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749195514649576,0,0,0,0,0.228925370865426,0,0,0,0,0,0,0.10061470205775,0.129104461589108,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.0285280719115822,0,0.153180217179584,0.0343025944072592,0.468577097171903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268119423883643,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0462462315368578,0,0,0,0
X600036.CH.EQUITY,0.469884946178928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186617300800965,0,0.0528182395275155,0,0,0,0,0,0,0,-0.0199011755303489,0.335508984579164,0,0,3.46944695195361e-18,3.46944695195361e-18,0,0,0.0767187599824066,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.141696836677737,0,0,0.132528530781235,0,0.330938615485758,0,0,0,0,0,0,0.244727217172711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148930628821095,0.131517015226427,0,0,0
X601169.CH.EQUITY,0.0211473572883286,0,0.245554720871007,0.064262506464463,0,0,0.0401964957385778,0,0,0,0.0553943558624367,0.212383590891629,0,0,0,0,0,0,0,0,0,0,0.034732314812861,0,0.135172872602492,0,0,0,0,0,0,0,0.192802357321726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.421656137902361,0,0,0.202078810296723,0,0,0.124750951190186,0,0,0,-0.114608243600248,0,0,0,0,0,0,0.0298850895876515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240352091520125,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.00356684364220651,0.0104861288335626,0,0.0164962899690454,0,0,0.353918171281946,0,0.00621719170117805,0.497585330203146,0,0,0,0,0,0.00717257753130515,0,0,-0.0321781495234308,0,0,0,0,0,0.0407372929186263,0,0,0,0,0,0,0.0955084228251411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
