,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0479864851194147,0,0.294677584632992,0,0.188325837785354,0,0,-0.0475916628443965,0,0,0,0,0,0,0.0201552623304401,0,0,0,0,0.0679042275153095,0,0,0,0,0,0,0,0,-0.00833483251191352,-0.0282679354558408,0.0786168432351655,0,0,0,0,0,0.0684500074056325,0,0,0,0,0,0,0,1.73472347597681e-18,0.230012782358784,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.133337295062924,0,0,0.0581398179165725,0,0.0908822080599971,0,0,0,0,0.180830075043714,0.226294755959761,0,0,0,0,0,0,0,0,0,0,0,0.0809264560038993,0.031419395315675,0,0,0,0,0.0598552228791723,0,0,0,0,0,0.00199990292387351,0,0,0,0,0,0,0.0775855441016182,0
X601939.CH.EQUITY,0,0,0,0,0.183167545987243,0,0.189016866602745,0,0,0,0,0.184298698345996,0,0,0.0519602912576843,0,0,0,0,0,0.0530398151387484,0,0.552331302502929,-8.67361737988404e-19,-0.21042494514944,-0.0779195711576924,0,0,0,0,0.134788568744931,0,0,0,0,0,0,-0.0561172610796797,0,-0.042077909688341,0,0,0,0,0,0,0,0,0,0,0,0.0370372034917826
X601628.CH.EQUITY,0.137995696426796,0,0,0,0,0.087105288255045,0,0,0,0,0,0,0,0,0,0,0,0.161954405345031,0,0,0,0.00191321034387281,0,0,0.155448420361446,-0.0997273978344636,0,0,0.131817833564629,0,0,0,0.138395182636633,0,0.380959811330065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734890911653417,-0.1608096659103
X601288.CH.EQUITY,0.233995329057185,0,0.0729100001855939,0,0,0,0.0954784723341389,-0.0432017252548971,0,0,-0.0370235381822439,0,0,0,-0.0519594833896632,0.218508382258865,0,0.0608882421397073,0,0,0,0,0.133616539355277,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109142941768037,0,0,0,0,0.0138335024164322,0,0.188476911218504,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.18761845425621,0,0.0692694947135122,0,0,0.100615915299479,0,0,0,0,0,0,0.213152773071414,0,0,0,0,0,0,0,0,0,0.321767557094277,0,0,0.025789468553248,0,0,0,0.0844160626224313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189899342619962,0
X601988.CH.EQUITY,0,0,0,0,0,0.323744353901521,0,0,0,0,0,0,0,0,0,0.476676587531505,0,0,0,0,0.00692826351293279,0,0,0,0,0,0,0,0,0,0.0210599116817409,0.137294558233681,0,0,-0.0843832536037452,0,0,0.0324403739366065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.326738653297932,0,0,0,0,0,0,0.0811565656580269,0,0,0,-0.0131710924876325,0,0,0,0,0,0.0536820660169973,0.101321160418434,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0576719718160147,0,0,0.131056500730024,0.108420421742361,0,0,-0.053894006106459,0,0,0,0,6.93889390390723e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00511732542701544,0,0,0.0755915702801264,8.67361737988404e-19,0,0,0,0.573446305059373,0,0.0171216710385479,0.0973174019539107,0,0,0,0,0,0,0,0,0.0260848299465414,0,0,0.193089004384456,-0.0621169044652163,0.162427033568063,0,0,0,0.115703926371741,0,0,0.133769173716733,0,0
X388.HK.EQUITY,0,0,0,-0.171405496945795,0,0,0,0.0458604602175082,0,0,0,0,0,0.0747411199469663,0,0,-0.11692072237831,0,0,0,0,0,0,0,0.49760169408714,0.156723982463632,0.0160028867899044,0.0504951737027157,0,0,0.281874353373405,0,0,0,0.478431311337567,0,0,0,0.00894774419788406,0,0.0949979119326925,0,0,0,-0.344469813665713,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.036825793358485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568408850155234,0,0,0,0,0,0.00261357196880345,0.0854762291126879,0,0.0159542317278064,0,0,0.315442874798664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256504031069709,0.179428936388055,0,0,0,0,0,0
X601658.CH.Equity,0.172753536232304,0.235394414097587,0,0,0,-6.93889390390723e-18,0,0.0507016817152241,0,0,0,0,0,0.167266424337512,0,0.164129675128905,0,0,0,0,0,0,0.0122512928960709,0,0,0,0.0667593168100108,0,0,0,0,0,0,0,0.0155029096108405,0,0,0,0,0.0353601870673838,0,0,-0.117199789109598,0,0.132493296714599,0,0,0,0,0.0657747756942332,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586730953755228,0,0,0.189605707680496,-0.0519115054891279,0,0,0,0.125523606652548,0,0,-0.059430564228297,0,0,0,-0.0146172272925241,0,0,0,0.008319597207836,0.0353925682193488,-0.0275113324730199,0.0805161700377323,0.0974045920841249,0.0531639196035191,-0.0311502894695802,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.520564518837598,3.9309103407658e-05,0,0,0,0,0,0,0,0,0.0416008136922363,0,0,0,0,0,0,0,0.268005158947389,0,0.0791693920273405,0.0225750042768,0.0530009998860494,0,0,0,-0.243015662071601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262145456029479,0
X000002.CH.EQUITY,0,0,0,-0.335355702504209,0.00171296901220578,0,0,0,0.285128341542316,0,0,0,0,0,0,0,0,0,0,0,0,0.101142816007654,0,-0.0745782065164048,0,0,0,0,0,0,-0.0475350557521834,0.0929555804148375,0,0,0,0.149232403789544,0,0.0146693973208954,0,0,0.0810566563075702,0,-0.0407080301118049,0,0,0,0,0,0,0,0.118956674888768,0.0390189593661794
X601328.CH.EQUITY,0,0.105308185524306,0,0,0.122116420157111,0,0.0583637805501441,0,0,0,0,0.0482232891883162,0,0,0,0,0,0,0.256776228570682,0,0,0,0,0,0,0,0,0,0.209368195789859,0,0,0,0,0,0,0,0.0825470643646107,0,0,0,0,0,0,0,0,0,-0.0114962721804472,0.109197654804756,0,0,0,0
X601066.CH.EQUITY,0,0,0.0109424520455245,0,0,0.0391057861566175,0,0.00928347789223515,0,0,0,0,0.684923088845501,0,0.0989645978009539,-0.0416761165609498,0,0,0,-0.110793030258073,0,0,0,0,0,8.67361737988404e-19,0.0601481117441976,0,0,0,0,0,0,0,0,0,0,0,0.113153974143073,0,0,0,0,0,0.0100577870781807,0,0,0,0,-0.0272041786532469,0,0
X601601.CH.EQUITY,0,0.255014046003063,0,0.193775073046071,0.182122389877171,0,0,0,0,-0.0836566240040134,0.144612931040456,0,0,0.0907738653623242,0,0,0,0,0,0.278876322819558,0,0,0,0.0420073335020295,0,0,0,0,0,0,0,-0.0586068835532547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105040316555896,0
X600000.CH.EQUITY,0,0.167771796161165,0,0,0,0,0,0,0,0,0.0339930565001662,0.0130944787949724,0,0,0,0.370362455420953,0,0,0,0,0,0,0,0,0,0,0,0,0.0192878210812132,0.04036430497378,0,0,0,0,0,0,0,0.00976233667563833,0,0,0,0.0360622746949116,0,0,0.0186750641958402,0.0278242642405524,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0549872130302185,0,0,0,0,0,0,0,0,0.0018607503919897,0,0.0280040042514784,0.363252596940989,0,0.0762055030500797,0,0,0,0,0,0,0,-0.0620089255712226,0,0,-0.0338264176176943,0,0.122792738681011,0.11870784987238,-0.0344141128608252,-0.00127765058081211,0.163156349416252,0,0,0,0,0,0,0,0,-0.0507920790107153,0,0,0.102126009882762,0,0,0,0,-0.0430530718690325,-0.0499714184815944,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837900227191984,0,0,0,0,0,0,0,0,0,0,0,-0.174519688678563,0,0.299146824018503,-2.71050543121376e-20,0,0,-0.252771495478251,0,0,0.181472345530244,0,0,0,0.157275135714671,0.161952861075849,0.164008108530515,-0.00226804143266172,0,0.273388579370187,0,0,0,-0.0190219635629417,0
X600016.CH.EQUITY,0,0,0,0.0306198084192025,0,0,0,-0.0709871303387311,0,0.000364158431502237,0,0,0,0,0,0,0,0,0,0,0,0,0.556190732716503,0.0088546451278858,0,0,3.46944695195361e-18,0,0.347330205790143,0,0.0506523368577825,0,0,0,0,0,0,0.119413212932158,0,0,0,0,0,0,0.0153854030135628,0,0,0.0589209492248265,0,0,0,0
X601998.CH.EQUITY,0,0,0.204520542044691,0,0,0,0,0,0,0,0,0.168105266443223,0,0,0,0.371389058668267,0.141729505655884,0,0.235663453636913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0756008300456626,0,0.0911053335494757,0,0,0,0,0,0,0,0.066260502960402,0
X002142.CH.EQUITY,0,0,-0.0563720201229434,0.0945815969106729,0,0.759965628269906,-1.73472347597681e-18,-0.193834450888851,0,0,0,0,0,0.148907134939262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118735319739927,0,0,0,0,-0.0600749598804333,0,0,0,-0.254142323077974,0.102395327774544,0,0,0,0,0.0116374122975599,0,-0.145361930646839,0,0.174600581304663,0,0.0065716414261311,0.0765051420963793,0
X300059.CH.EQUITY,0,0,0,0.0952796601233662,0,0,0,0,0,0,0,0,0,0,-0.0526241493238373,-0.0329274384902923,0,0,0,0,0,0,0,0,0,0,0,0,-0.031820871276444,0,0,-0.011261588480802,0.0152596843049836,0.286428274375364,0,0,0,0,0,0,0,0,0.0163527281664165,0,0,0,-0.00709826038701138,0,0.506534486808793,0,0.0250835049221163,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.557105959676393,0,0,-0.0863206678530397,0,0.149084410165098,0,0,0,0,0,-0.110125094695998,0,0,0,0,0,0,0.118416622539503,0.234673957794974,0,0,0,0,0,0,0,0.00699946360425995,0,0,0,0,0,0,0,0,0,0.128335337739472,0,0,0,0.0794207557896184,0,0.00902842783973712
X1109.HK.EQUITY,0,0,-0.0544215303830115,0.213187193828009,0,0,0,0.0663691630419952,0,0.116597084906818,0,0,0,0,0,0,0,0.124024375646079,0,0,0.179616186254662,0,0,0,0.0431918331033026,0,0,0,0.0778215563011556,0,0.0734485721970723,0,0,0,0,0,0,0.198536242138669,0,0,0,0.0479901171580528,0,0,-0.0720085072687625,0,0,0,0,-0.0772074195125121,0.0113200447846027,0.000361654294689182
X2388.HK.EQUITY,0,0,0.05814247657372,0,0,-0.0529934181537287,0,0,0.238642922545047,0.0864952148309135,0,0.179200212595285,-0.204841678109096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178460437103407,0,0,-0.139231236782537,0,0,0,0,0.0709511508134705,0,0,0.154324794790347,0.136819236259798,0,0,0,0,0,0,0,0,0,-0.119837790481578
