,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.017844572208399,0,0.00611745521642162,0,0,0,0,0,0,0,0.466478435220994,0,0,0,-0.0967691839523748,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0504061064559989,0,0,0,0,0,0.0621711959477968,0,0,0.0893647052319563,0,0,0,0,0.209520522313932,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111984740438328,0,0,0.290647130175425,0,0.225592594295929,0,-0.0426584227177071,0,0,0.0460759865786441,0,0,0,0.113569126913378,0,0,0,0,0,0,0,0.0803658145685726,0,0,-0.00606928354823336,0,0,0,0,0,0,0,0,0,0,0,-0.116474154861933,0,0.384083974152244,0,-0.0510775077560942,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.265209593883388,0,0.227948730698135,0,0.129900728076175,0.283199782109041,0,0,0,-0.163835482842607,0,0,0,0,0,0,0,0,0,0.0857116889721495,1.73472347597681e-18,0,0,-0.177080939238534,0,0,-0.0205520847341453,0,0,0,0,0,0,0,0,0,0,0,0,0.154022360671664,0,0,0,0,0,0,0,0,0,0,0,-0.00157473407194789
X5.HK.EQUITY,0,0,0.0379733300270177,0.207096465322773,0,0.145184845874733,0,-0.359513219600669,0,0,0,0,0.0653258712876144,0,0,0,0,0,0,0,0,0.38811046127241,0,0,0,0.453100986451532,0,0,0,0,0,0,0.0710297884644762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186294145564467,-0.0894900338639277,0,0,0
X601988.CH.EQUITY,0.223610216854154,0.0849592359056467,0.327291684692629,0,0,0,0,0,0.116268015805991,0,0,0.14546914643488,0,-0.225178960448392,0,0,0,-0.110872007051943,0,0,0,0,0,0.14327442799417,0.0805594407443343,0,0,0.133246787964082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323558783936257,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718777686549752,0,0,-0.0225472761988081,0,0.0286335819453111,0,0,0,0.312749998219282,0,0.126977548433971,0,0,0,0,0,0.151994276038257,0,0,0,0,0,0,0,0,0,0.0419374306305106,0,0,0,0,0.10167453882759,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0524544269525624,0.36707006650335,0,0,0.188522018691287,0,0,0,0,0.0775853823760991,0,-0.186653499446561,0,0,0,0.0420466277651299,0,0.0601616411848432,0,0,0,-0.122307052460045,0,0,0,0,0,0.105648135002855,0,0,-0.00508248901488553,0.0409527171183297,0,0,0,0,0,-0.122292325556569,0,0,0,0,0.0466837749950604,0,0,0,0.0877688924654828,0.219145132686047,0,0,0.0908052164761139,0.147364414691244
X601658.CH.Equity,0,0,0,0,0,0,-0.271725730630604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571818584236789,0,0,0.254198991877441,0,0,0,0,0,0,0.0823726795261506,-0.34644415228934,0.237583357049894,0,0,0,0,0,0,0,0,0,0,-0.0286027320652576,0,-0.180126180424837,0,-0.512365921291363
