,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.019315902148365,0,0.164861778890228,0,0,0.110453393265055,0,0.246170571399507,0,0,0,0,-1.38777878078145e-17,0.189957643790919,0,0,0,0,0,0,0,0,0,0,0,0,0.0424191354152813,0,0.137892127898587,0,0,0,0,0,0,0.0288772560196694,0,0,0,0,0,0,0,0,0,0,0.0491311376087313,0,0.00614882635499577,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0
X601939.CH.EQUITY,0.269217828741413,0,0,0,0,0,0,0,0,0,0,0,0,0.413711071188508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191907525119238,0,0,0.10813269321495,0,0,0.00678337857212437,0,0,0,0,0.00386162023473594,0,0,0,0,0
X601288.CH.EQUITY,0.352862159148521,0,0,0,0,0.499098234635459,0.00607847710555726,0,0,0,0,0.0101117653070848,0,0,0.0387841238315365,-2.16840434497101e-19,0,0,0,0,0,-0.0328422445190717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194887912228791,0,0,0,0,0.0900712370693021,0,0,0.0090131140355399,0,0
X5.HK.EQUITY,0,0,-0.0727711761174812,0,0,0,0,0.170798848470093,0,0,0,0,0.168003101010369,0,0,0,0,0,0,0,0,0,0.569801404257143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127935763715867,0,0,0,0,0,0,0,0,0,0,0,-0.188567522871177,0,-0.0911015117444593
X601988.CH.EQUITY,0,0.0659409281876016,0,0,0,0,0,0,0.0804587876034984,0,0,0,0,0.0117676109987719,0,0,0,0.219512558534122,0.127636053994266,0,0,0,0,0.298471595200356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138625375002447,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138196055150682,0,0,0,0,0,0,0,0.375931632143416,0,0,0,0.178683374832814,0.225344468239334,0,0,0,0,0,0.010759641235117,0,0,0.278203432514371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497756658412696,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217448914638754,-0.181197268006977,0,0,0,0,0,0,0,0,-0.382935003387569,0.732846084030429,0,0,0,0,-0.395702437434129,0.434635470990669,0,0,0,-0.268330101559033
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719076809328189,0,0,0,0,0,0,0,0,0,0.138299900178012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631941075749539,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.324430127878455,0,0,0,0,0,0,0,0,0,0,0,0.0275888052325785,0,0,0,0,0,0.00307986131990909,0.111191246734689,0,0,0,0.442099246510048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114259944293865,0,-0.100760176602333,0.0336632397443985,0,0.0412656219986325,0.0465101798421564,0.130807034203378
X000002.CH.EQUITY,0,0,0,0.139579256831773,0,0,0.0369905910901683,0,0,0.0452783089421272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394515672025235,0,0.0156858845929546,0,0.560374582048823,0,0,0,0,0,0,0,0.0810753626623686,0,0,0,-0.0954115211562465,0,0,0,0,0,0,0,0,-0.0298645890302828
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.347098793584206,0.00797039421089176,0,0,0,0,0.171281460493692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300936186839288,0,0,0,0,0.0967349308496915,0.0755110479033419,0,0.178992077080178,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0416913725905759,0,0,0,0.0921576713374163,0.0281458225442236,0,0,0,0,0,0,0.122357533682316,0,0,0,0,0,0.0557607921991721,0.355902122721224,0,0,0,0.0210020318475472,0,-3.46944695195361e-18,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0950477628194221,0,0,0,0,0,0,0.0462040091991374,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0867824950644625,0,0,0,0,0,-0.121326455293992,0,0,0,0,0,0,0,0,0.0906348875133633,0,0,0,0.129169150054834,0,0,0,0,0,0,0,0.00790949649511151,0.00595909460775362,0,0.274713684361717,0,0,0,0.0364918345327726,0,0,0,0,0,0.176049723644126,0,0,0,0,0.165068230481761,0,0,0
