,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.521221152067913,0,0.0754576201499096,0.0311444356373705,0.092227584368504,0.0503526578721684,0,0,0,0,0,0,0,0.0257288908407842,0,0.040252921314726,0,0.0628977117481999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726274445643348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493267700801246,0,0,0.0357332634575079,0,0,0,0,0,0.141360473375179,0,0,0,0,0,0,0,0,0,0.0131394034637935,0,0,0,0.0113366734111708,0,0,0.159099971708426,0.0505799864817338,0,0,0,0,0,0,0,0,0,0,0,0,0.0547915421156257,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.311556949092346,0.0906278079622297,0,0,0,0.108232400845808,0,0,0,0.0742859175300736,0,0,0,0,0,0,0.176667141252401,0,0,0,0,0,0,0,0,0,0,0,0.0911156613364938,0.00991868754430287,0.0819234459471842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711652431580619
X5.HK.EQUITY,0,0,0,0,0,0.584227347190009,0,0,0,0,0,0,0,0,0,0,-0.134949313002096,0.521300680150352,-0.403541011885761,0,0,0,-0.150134861056335,0.195700549849162,0,0.10348462882134,0,0,0,0.240250365385603,0,0,0,0.104851257337117,0,0,-0.0414370272467948,0,0,0,0,0,0,0,0,-0.185251118393637,0,0,0,-0.130336503056204,0,0
X601988.CH.EQUITY,0,0,0,0.215792230525399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315279544740221,0.0763685157171412,0,0,0,0,0,0,0,0,0,0,0,0,0.0145355995608308,0,0,0,0.111590164341688,0,0.207653017862335,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.188681434392958,0,0,0,0,0,0,0,0,0.0103083216747397,0.211508194821385,-0.0705064718244289,0,0,0,-0.0405420878573805,0.0913521015468872,0,0.0368086764522723,0,0,0,0.377808580821093,0,0.0919137972216204,0,0,0.104119250966119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434657434405015,0,0,0,0,-0.0428354774804012,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0138008798738631,0,0,0,0,0,0,0,0.0621025669873819,-0.0315484566397116,0,0,0,0,0.257388618169679,0,0.0845261978895257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301772679936276,0,0,0,0.0600926626792943,0
X601628.CH.EQUITY,0,0,0,0,0.0814642365911609,0,0,0,0,0,0,0.00893682809861053,0.246077528061496,0.0262979248152668,0,0,0,0,0,-0.0636893601388399,0,0,0,0,0,0,0.1627222842926,0,0,0,0,0.227610879505324,0,0,0,0,0,0,-0.0414295860889816,0,0,0.214736585040914,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849183972659644,0,0,0,0.036516554344885,0.0101705294145448,0,0,0,0,0.113621750977823,0,0,0,0,0,0,0.0227384451651674,0.187042238568778,0,0,0,0.0282897088800007,0,0.0620654586196362,0,0,0,0.0868545526396912,0,0,0,0,0,0,-0.00530936034336354,0,0.155178792709429,0.211330636225463,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.145562353126861,0.0715479371341581,0,0,0,0.141827310667013,0.0136092275572499,0.117564499935663,0,0,0,0,0,0,0,0,0,0,0,0,0.281988851510716,0,0,0,0,0,0,-0.00410450475276143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747920584233324,0.0140427772188599,0,0,-0.0141199532345648,0.00750329766386646,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.290509122114285,0,0,0,0,0,0,0,0.0880141997676965,0,0.0297439627664443,0,0,0,0,0.0307413341399405,0,0,0,0,-0.128745447958833,0,0.0766030940566903,0,0,0.240211706046552,0,0,0.0362007199384622,0.678927337211035,0.269827420765019,0,0,0,0,0,0,0,0,0,0,0,0,0.0176108635106988,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.203364272896712,0.0636152166972374,0,0.160241952305604,0.0291235404074552,0,0,0,0,0,0,0,0,0,0,0.0654492129282709,0,0,0.0627706237412827,0,0,0,0,0,0,0.131259724188992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150325553073825,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646300249948824,0,0,0.0619536182951085,0,0,0.0930787913261176,0,0.165150688568111,0,0,0,0,0,0.680570580647647,0,0.0863548939844499,0,0,0.0611606411394771,0,0,0,0,0,0,0.0241037069386161,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185614559591762,0,0,0,0,0,0,0,0,0.304982811090135,0,0,0,0,0,0,0,0.0615373606372392,0,0.22520038488693,0,0,0,0,0,0.130604091036557,-0.0346350958831047,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.142899104566347,0,0,0,0,0,0,0,0,0,0,0.147398678517366,-0.153409680268918,0,0,0,0,-0.00970555117806423,0,0.0791524860753048,0,0.109307053077608,0.241026864788752,0,0,0,1.0842021724855e-19,0.104649062665882,-0.0308480449025029,0.21531814972807,0,0,0,0,0,0,0.0489919759537688,0.249207938613801,0,0,0,0,0,0
X601601.CH.EQUITY,0.177863744574579,0,0.1822528283055,0,0,0,0,0,0,0,0,-0.0257386726978398,0,0,0,0,0,0,0.105820681779899,0,0,0,0,0,0,0,0,0,0,0,0,0.138440218414753,0,0,0,-0.0132056422910303,0,0,0,0,0,0,0,0.00653832943570792,0,0.0110960012207225,0,0.278347228431158,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.144513990351773,0,0,0.0403132023317442,0,-0.0474780223719401,0,0,0,0,0.00263783568398959,0,-0.0375141574948554,0,0.122218319712251,0,0,0,0,0.090124470314697,0,0,0,0.0346411846534809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579301725384044,0.0880116777042145,0,0,0,0.108660478060671,0
X388.HK.EQUITY,0,0,0,0,0,0,0.240447576437612,0,0.243772766488476,0,0,0,0,0,0.0468593107060678,0,0.0562306062295228,0,0,0,0,0,0,0.230071776763289,0,0,0,0,0.130799281886934,0,0,0,0,0,0,0.0575324408266681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175799105798139,0,0.310292488153805,0,0,0,0,0,0,0,0.0780362436333684,0,0,0.371793338071424,0.478190105868035,-0.307286156874524,0,0,0.0468268036721246,0,0,0,-0.0591648453148104,0,0,0,0,0,0,0,0,0,0,0,0,0.320253612394005,0.501461854936531
X601998.CH.EQUITY,0,0.191549548802341,0,0,0,0,0,0,0,0.276216032091964,0,0,0,0.0254014841790308,0,0,0,0,0,0,0,0.0583327539474049,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0231065193730333,0,0,0.0395941024740059,0.23787051205471,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.00742357039126743,0,0.045649766255356,0,0,0,0.270932189713739,0.309303372202674,0,0,0,0,0,0,0,0,0,0.0256030767093074,0,0,0,0,0,0,0,0.0231955157383178,0,0,0,0,0,0,0,0,0,0,0.0437508192763365,0,0.089171844500532,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0517270016662139,0,0.099651182088521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.717828122984741,0.0136675518471606,0,0,3.46944695195361e-18,0,0,0,0.0791642866614872,0,-0.0308485472917542,0.0431451279858296,0,0,0.0698235952606182,0,0,-0.00713151514758817
X688.HK.EQUITY,0,0,0,0.056152290684965,0,0,0,0,0,0.182109725692489,0,-0.0587122277243768,0,0,0,-1.73472347597681e-18,-0.0272037849097089,0,0,0.00389637724248305,0,0,-0.0634879245534342,0,0,0.11537939656274,0.00557327833297912,0.106420776020927,0.347947152576789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0613061211588648,0,0.343121909375974,0,0,0,-0.127356626702541,0,0
X000001.CH.EQUITY,0,0,0.044658579608368,0,0,0,0.0591789698987682,0.164217270953707,0,0.189988155760887,0,0,0.106261430536495,0.00406430195274947,0,0,0,0,0,0.0526033358400947,0,0.129215506675177,0,0,0,0.0659461690436174,0,0,0,0,0,0,0,0.00829672789380532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340161782570163,0,0,0.0970252656300333,0,0,0,0,0,0,0,0.144878479628964,0.508171473644978,0,0,0,0,-0.221966371801336,0.0874031862406042,0.000625894504481586,0,0,0,0,0,0,0,-0.103015019259364,0.105327842679308,0.0138593126046085,0,0,0,0,0.0171082215558682,-0.0793539494974945
X601818.CH.EQUITY,0,0.117898539617693,0,0,0,0,0.0714278550012668,0,0.115661529990639,0.200018069673997,0,0,0.0465436786287421,0.0617923807725456,0,0,0,0,0.0128939662723296,0,0,0,0,0,0,0.184224721236088,0,0,0.099110723412442,0,0.0641336867657476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211356357098082,0,0
X1113.HK.EQUITY,0,0.0173360850479354,0,0,0.172087363405326,0,-0.0818883075414647,0,0,0,-0.221258278754816,0,0,0,0.24346759391989,0.641457816318639,0,0,0,0.0161635681076385,0,0,0,0,0,0.0255903557329277,0,0,0,0,0,0,0,0,0,0,0.0511234998414522,-0.0943555045812904,0,0,0,0,0.0749304512939635,0,-0.118769363406723,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,-0.12928823764828,0,0.102948253405456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493046366198278,0.0338361897615788,0,0,0,0.00793715520244502,0,0,0,0.133911328073938,0,-0.0700514941539717,0.135781154137249,-0.00893441113363886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0443183938969134,0,0.0143890493270061
X12.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461415454691489,-0.0288560347241104,-0.00688779730485997,0,0,0,0.123276567124051,0,0,0,0,0.0550706096679706,-0.160706836268592,0,0,0,0,0,0.0311129562715459,0,0,0,0,0,0,0,0.161099600548489,0,0,0,-0.15669794699996,0,-0.350778591953658
X001979.CH.EQUITY,0,0,-6.93889390390723e-18,0.143243077926852,0,0,0,0,0,0,0,0,0,0.349645149583557,0,0.0302665688341313,0,0,0.0833849892916527,0,0,0,0,0,0,0,0.139600216952908,0,0,0.04410052462566,0,0,0.0182773440907281,0,0,0.0258226479040212,0,0,0.0533303151814371,0,0,0,0,0,0,0,0,0,0,0,-0.0121296146166577,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.103567325586359,0.155630472495587,0.395371153149558,0,0,0.028786386608689,0,0,0,0,0,0,0,0,0,0,0,0,0.184994316221259,0,0,-0.0848833604114356,0,0,0,0,0,0.145303218475668,0,0,0,0,0,0,0,0,0,-0.0373563843522138,0,0,0,0,0.116314792858235,0.0312549448439496,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076724731828415,0,0,0,0,-0.0198608772898386,0,0.117206911245807,0,0,0,0,0,0.0444044380086027,0,0.0209342551026318,0.14325718561853,0,0,0,0.0979245104717894,0,0.10444720340872,0,0,0.425723157716063,0.114480302035508,0,-0.000941903811918722,0
X600048.CH.EQUITY,0.217632994683911,0,0,0,0,0,0,0,0,0.179052843822242,0,0,0,0.474012541531631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439918229778714,0,0,0,0,0,0,0.053385294700695,0,0,0,0,0,0.0915873326164917,0,0,0,0,0,0,0,-0.0499977870174791
X601688.CH.EQUITY,0.103284148838817,0,0,0,-1.73472347597681e-18,0.0841862198462619,0,0,0,0,0,0,0,0,0,0,0,0,0.0179659162159984,0,0,0,0.293594002354285,0,0,0.0243332075866725,0,0,0,0.0348031545942922,0.0297879745507219,0,0,0,0,0,0,0,0,0,0,0,0.134432735150979,0,0,0,0,0.257157015431894,0,0,0,0
X823.HK.EQUITY,0,-0.0436441660736735,0,0,0,0,0,0,0,0,0,0.0245362743119899,0,0,-0.0741677547537741,0.209712401049578,0,0,0.131950329275543,0,0,0,0,0,0,0.213468449788917,0,0,0.0261010833344209,0,0,0,0,0,0,0,0.0760116502037743,0,0,0,0,0,0,0,0,0,0,0.0717156064970255,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.572215857318505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693010166612455,0,-0.1313911195184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480264149652092,-1.38777878078145e-17,0,0.140376460720581,-0.156528031606385,-0.0315863352062345,0
X1997.HK.EQUITY,0,0,-0.0704243079409088,0,0,0,0,0,0,0,-0.0349536950902297,0,0,0,0.282596997955476,0.247022019362824,0,0,0,0,0,0,0,0.0812711579066744,0,0,0,0,0,0.00535214746096454,0,0,0,0,0,0,-0.109993657857024,0,0,0,0,0,0,-0.0114473358256967,0,0,0,0,0.215503026049913,0,0,-0.213308722416684
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.111584134467715,0.0269521554821576,0,0,0,0.0754826197249171,0,0,0,0,0,0,0,0,-0.110498975189751,0,0,-0.0272387822974238,0,0,0,0.329987700051008,0,0,0,0,0.0309638505672588,0,0,0,0,0.0894483516882257,0,0.0196515172843458,0.0342943889659186,0,0.21869434064299,0.10139993666942,0,-0.0431101557330839,0.0685217116055683
X601229.CH.EQUITY,0.0550135606277979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167839461174004,0,0,0,0.153714114570113,0,0,0,0,0,-0.0652863200184814,0.0165267994530103,0,0,0,0.268632084285358,0,0,0,0,0,0.385910144306846,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0.272870752831039,0.153112941404734,0,0.0296593466511601,0,0,0,0,0,0,0,0,0,0.0534021674806936,0,0,0,0.00976618592705565,0,0,0.0118891554631068,0,0,0,0,0,0.0139140988966599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327867329890952,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.374738504613295,0,0,0.0431113721663342,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0829995616374307,0,0,0,0,0,0.321165932637577,0,0.0288221373537934,0,0,0,0.101532755797827,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142752950078055,0,0.0880041968871103,0,-0.0385864717330773,0,0,0,0.297783259239157,0,0,0,0,0.0421153417911135,0,0,0,0,0.196485930706764,0,0.17880242387305,0,0,0,0,0,0,0,0,0,0,0,0.209902860513541,0.0396643656135719,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0.332764223628322,0,0,-0.600023082502459,0,0,0,0,0,0,0.536285512232565,-0.287297590508596,0,0,0,0.124795785901241,0,0,0,0,0,0,0,0.1617833012962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223455092760673
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.0787033600743886,0,0,0,0,0,-0.0274161785285562,0.156314009884688,0,0,0,0,0,0,0,0,0.403765839399709,0,0,0,0,0,0,0.0535150033178947,0,0,0,0,0,0,0.282295435070793,0,0,0.0518102004556277,0,0,0,0,0,0.0227620400957114,0,0,0,0
X17.HK.EQUITY,0,0,0,0,0,-0.000478655529348697,0,0,0,0,0,-0.145319285384244,0,0,0,0.0142640773739168,0,0.0341564535327816,0,0.00868365956986427,0,0,0,0.302590094252772,0,0.085141372048786,0,0,0,0,0,-0.123473212680903,0,0,0,0,0,0,0.10633323973385,0,0,0,0,0,0,0,0,0,0,0,0,-0.11906205500228
X000776.CH.EQUITY,0,0,0,0,0,0,0,0.12035659404073,0,0,0,0,0.101568649878212,0,0.0368268688325748,0,0,0,0,0,0,0,0.706693176877383,0,0,0,0,0,0,0.0939511918542435,0,0,0,0,0,0,0,0,0,0,0,0.00199865389365923,0,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0232696394666924,0,0,-0.0112777065287676,0.0120503438279191,0.0207331677997796,0,0,0,0,0,0.480350599616581,-0.00743528285776028,0,0,0,-0.0420340373124077,-0.033885084250085,0,0,0,0.330403954419862,0,0,0,-0.00218568473164099,0,0,0,0,0,0.198610164496829,0,0,0,6.93889390390723e-18,0,0.0119208681689979,0,0,0
X002736.CH.EQUITY,0,0,-0.0958762954872304,0.023359904096866,0,0,0,-0.0379522033209835,0,0,0,0.17371218865518,0,0,0,0,0,0.0631986093397541,0,0,0,0,0.150267714184587,0,0,0,0,-0.0716246022970162,0,0,0,0,0.223014675546808,0,0,0,0,0.0947287013649627,0.454228090663245,0,0,0,0,-0.015209162722664,0,-0.051490600357201,0,0,0,0,0,0
