,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.394561444237234,0.0289970861724923,0,0,0,0,0,0,0,0.226511189817936,0,0,0,0,0,0,0,0,0.108267017211999,0,0,0,0,0,0.0667190597944213,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570986673570673,0,0,0.00123982395828604,0,0,0,-0.131392487933244,0,0
X601939.CH.EQUITY,0.450688501501463,0,0,0.146984643351209,0,0,0,0,0,0,0.146359760300838,0,0,0,-0.0773058080647865,0,0,0,0,0,0,0,0,0,0,0.187585236000817,0,0,0,0,-0.0204670884252374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00746396040950379,0.0773793932083604,0.00243770619095561,0,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295757556734676,0.0948085115231478,0,0,0.175335976745119,0,0,0,0,0,2.16840434497101e-19,0,0,0.189272159930031,0,0,0,0,0,0,0,0.0473577940793717,0,0,0,0,0,0,0,0,0,0,0,0.123181116670387,0,0,0,0,0,0,0,0,0.000565347229681875,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.403115306223659,0,0,0,0,0,0.236501079003863,0,0,0,0,0,0.21966201014123,0,0.135299384378203,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0633248570101789,0,0,0,0,0,0,0,0,-0.510296192401396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25050704397638,-0.077193606866828
X600036.CH.EQUITY,0,0.0656386471643012,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.165108916751852,0,0,0,0,0,8.67361737988404e-19,0,0.245411798880952,0,0.0119878521035506,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.322903123763355,0,0,0,0,0,0,0,0,0.0833209090026936,0.0375602342214183,0,0.0963601727990006,0,0,0,0.0470674089651181,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.177715626751535,0,0,0,0.135920680914752,0.0267879504529496,0.0365318588197171,0.245459722081436,0.0572854204271881,0,0.0268401863155495,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228239293255847,0,0,0,0,0,0,0.076848601028782,0,1.73472347597681e-18,-0.167089627362451,0.0627443843637917,0
X601658.CH.Equity,0,0,0,0,0.301776363129873,0,0,0,0,0,0,0,0,0.238291795282417,0,0,0,0,0,0,0.226752783733663,0,0,0,0,0,0,0,0.0711335481131431,0,0,0,0,0,0,0,0.00587509490935032,0.11264959532111,0,0,0,0,0,0,0,0,0,0,0,0.230674941768882,0,0,0
