,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.140087764742963,0,0,0,0,0,0,-0.00191286331424747,0,0,0,0,0,0,0,0,0,0,-0.0198592245485061,0.0188516071018267,0,0.348010158192294,-0.18092794811195,0.425726728599001,0,0,0.248375268523885,-0.0915634831116811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022088297327436,0
X601318.CH.EQUITY,0,0,0,0,0,0.308148402317449,0,0,0,-0.0737348737265386,0,0,0,0.0534779183294592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533639264652728,0.105520143008069,0,0,0,0,0.25610710662398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591151633192096,0
X601939.CH.EQUITY,0,0.0477499185730445,0,0.79575169594982,0,0,0,0,0,0.0469468709130757,0.0303032433706788,0,-0.0276105860326633,0.0207880292854227,0,0,0,0.083385597182837,0,0,0,0,0.00108426325109105,0,0,0,0.0218907352759403,0,0,0,0.0221511360752744,0,0,0,0,0,0,0.0799670357788217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.938075279942855,0,-0.0936262092828007,0,0,0,0,0,0,0,0,0,0.0324949439213491,0,0,0,0.0265644317227495,0,0,-0.0157325923072723,0,0,0,0,0.0791541107269675,0,0,0,0,0,0,0,0,0.0756214237054763,0,0,0,-0.0447937017670199,0,-0.0792832576460159,0,0,0,0,0,0,0,0,0,0,-0.0158612509839175
X601628.CH.EQUITY,0.00494816878861805,0,0,-3.46944695195361e-18,0,0,0,0,0,0.295890969607999,0,0.127948254149438,0,0,0,0,0,0,0,0.42792526557537,0,0,0,0,-2.77555756156289e-17,0,-0.0388194852431869,0,0,0,0,0,0,0,0,0,0,0.0828154226273091,0,0,0,0,0,0,0,0.0399427548624002,0,0.244263631131434,0,0,0.0128576201066741,0.0224572868007828,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686228478946656,-0.0230747383547842,0,0,0,-0.0291698034138225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547661047092692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102211487781616,0,0,1.73472347597681e-18,0.00135050898195622,-0.117042318474075,0,0,0.996635627225713,0,0.0209390038719063,0
X1299.HK.EQUITY,0,0,0,0,0.103873427948642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297225386045687,0,0,0,0,0,0,0,0,0,0,0.128777931778364,0.306676937839416,0,0,0,0,0,0,0,0,0.0343968172927166,0.0572435372182856,0,0,0,0.0510576077627389,0,0,0,0.105845835350113,-0.0307631660257137
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176394547424581,0,0,0,0,0,0,0,0.196197103590509,0.520405275747615,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.146594827836837,0.0813851486160512,3.46944695195361e-18,0,0,0,0,0.124500661046544,0,0,-0.155294315446268,0.0327786641428289,0,0,0,8.67361737988404e-19
X388.HK.EQUITY,0,0,0,0,0.163588066073503,0,0,0.171623400569991,0,0,0,0,0.0570192195393369,0,0,0,-0.0289667698769105,0,0,0,0,0.266211897040235,0,0,0.135972884649264,0,0,-0.006443923586964,0,0,0,0,0,0.0996945341032188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235902711267486,0,0,0.268230520557318,0
