,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0663266651159229,0,0,0,0,0,0,0,0.244400652546498,0,0,0,0,0,0,0.0446214362095916,0,0.207666906697672,0,0,0,0,0.23364854281307,0,0,0,0,0,0,0,0,0,0,0,0,-0.036079264765675,0,0,0.394415088797105,0,0,0,0,-0.0255909785972372,0,0,0,-0.0194082963498792,0.0575100259646008,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.511166039905335,0.0219413061406855,0,0,0,0,0.339316108736004,0,0,0,0,0,0,0,0,0,0,0.117600296550789,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.160532042383621,0,0,0,0,0,0,0,0,0,0,0.00962216788153581,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.20742270032828,0,0.0339787619774714,0,0.670041411747629,0,0,0,0,0,0,0,0,-0.0897581672786331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121636837945791,0,0,0,0,0,0,0,0,0,0,0,0,0.0251200382347721,0,0,0,-0.161777287654848
X5.HK.EQUITY,0,0,0,0,0,0.145680960048765,0.398077071416176,0,0,0,0,0,0,0,0,0.0838398661842226,0,0,-2.16840434497101e-19,0,0,0.0609622848369447,0,0,0,0.00624652569190211,0.063105718577844,-0.192241906981341,0,0,0,0,0,0,0,0,0.0575382264832632,0,0,0,0.255916983770956,0,0,0,0,0,-0.160271152593687,0,0.0874998357134688,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.377046271835733,0,0,0,0.0773786427408975,0,0,0,0,0,0.089482022725376,0,0.0358696182509301,0,0,-0.0763542166113222,-0.0669706576787205,0,0,0,0.253070751653014,0,0,0,0,0,-0.243666972163706,0,0,0,0,0,0,0,0,0.0602692531791424,0,0,0,0,0,0,0,0,-0.036945214521087,-0.149897192022772,0,0
X1299.HK.EQUITY,0,0,0,0,0.229440453800265,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.192824025093257,0,0,0,0,0,0,0,0,0.0389153873493718,0,0.043866759735293,-0.111429383788455,0.093019275428178,0.0422553440586305,0,0,0,0,0,0.517812183190359,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138473062144143,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.40448464202274,0,0.0191007661130435,0.0475634084629013,0,0,0,0,0,0,0.0811977055317146,0,0,0,0,0,0,0,0.00819505483495433,0.0464560697566739,0,0,0,0,0,0,0.0365042296887673,0,0,0,0.218541810613483,0,-0.0572843348322545,0.311569682777587,0,0,0,0,0,0,0,-0.0597424358364975,0
X601628.CH.EQUITY,0,0,0,0.0144932926795787,-0.0878484379959986,0.00747856631305653,0,0,0,0,0,0.0864468027108659,0,0,0,0,0,0.297070149535139,0,0,0,0,0,0,0,0,0.0107775549632213,0,0,0,-0.0249848068374866,0,0,0,0,0.320850108619733,0,0,0,0,0,0.26948207241971,0.116191136068173,0,0.0575243279286808,0,-0.0101360626366384,0,0,0,-0.10187443119222,0
X601328.CH.EQUITY,0,0,0.214910803847591,0,-0.0206616648432356,0,0,0.428065405971148,0,0,0,0,0,0.457625394239603,0,0,0,0,0,0,0.0588478042896055,0.0812641069519435,0,0,0,0,0,0,0,0,0,0,-0.133889199434534,-3.46944695195361e-18,0,0,-0.00826312918545744,-0.149449112854372,0,0,0,0,0,0,0,0,0,0,0,-0.00798302470696144,0,-0.130515242380441
