,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0193136426366273,0,0.164871562865674,0,0,0.110451885467665,0,0.246175038157489,0,0,0,0,0,0.189956658620326,0,0,0,0,0,0,0,0,0,0,0,0,0.0424201555966712,0,0.137890698347869,0,0,0,0,0,0,0.0288781868925264,0,0,0,0,0,0,0,0,0,0,0.0491203249155002,0,0.00615158430815739,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.26921731187252,0,0,0,0,0,0,0,0,0,0,0,0,0.41371940349157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191901678967479,0,0,0.108129775016049,0,0,0.00678309410643049,0,0,0,0,0.00386055255503769,0,0,0,0,0,0
X601288.CH.EQUITY,0.352850997448933,0,0,0,0,0.499091567687829,0.0060259936029887,0,0,0,0,0.0101408296098079,0,0,0.0388004609491207,0,0,0,0,0,0,-0.0328384378662063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194907501272226,0,0,0,0,0.0900905055336823,0,0,0.00900929514382247,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.239402881104468,0,0,0,0,0,0,0,0,0,0.548817621667214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130210870436823,0,0,0,0,0,0,0,0,0,0,0,-0.237608371850023,-0.0897783559581511,-6.93889390390723e-18,-0.0628248742948284
X601988.CH.EQUITY,0,0.0659477792231405,0,0,0,0,0,0,0.0804598628860579,0,0,0,0,0.0117704172176526,0,0,0,0.219519506189456,0.127634907545369,0,0,0,0,0.298476628670686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138605253461947,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138197385024215,0,0,0,0,0,0,0,0.375929815647485,0,0,-1.73472347597681e-18,0.178681245858311,0.225348383298439,0,0,0,0,0,0.0107567202986259,0,0,0.278208397330247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497818220172432,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217481795796537,-0.181205282871207,0,0,0,0,0,0,0,0,-0.382931976068863,0.732864265027487,0,0,0,0,-0.39571684562606,0.434608692827796,0,0,0,0,-0.268327059195649
