,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137604443061275,0,0,0,0,0,0,0,0,0,0,-0.0977199591095521,0.43473979550062,0,0.68827814596789,0,0.0393145276325036,0,-0.127707126705226,0,0,-0.0822691355917256,0,0.103751942424199,0,0,0,0,-0.135509238272163,0,-0.33956339482522,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.101338963689931,0,0,0,0,0,0,0,0,0,0,0.066006132498667,0,0,0.355209183299026,0,0,0,0,0,0,0,0,0,0.102636254404428,0,0,0,0,0,0,0.198831559245865,0,0,0,0,0,0,0,0,0,0.0248086187873285,0,0,0,0,0.127133229364335,0
X601939.CH.EQUITY,0,0,0,0.803165427049902,0.00226996898087579,0.00150454090444871,0.0154917819251318,0,0,0,0,0,0.0107574263623449,0,0,0,0,0,0.0520828058009466,0,0,0,0,0,0,0,0,0,0,0,0,0.0897115301052977,0.0418577609115033,0,0,0,0,0,0,0,0,0,0,0,0.0320688250890187,0,0,0.0379152049387724,0,0,0,0.0145043330661595,0
X601288.CH.EQUITY,0,0,0.877949951734716,0,0,0,-0.0948329429282427,0,0,0,0,0,0,0.0113769541884919,0.038028182709883,0,0,0.154836356049974,0,0,0,0,0,0,0,-0.0610892870150865,0.0154744465244064,0,0,0,0.00568690934378393,0.0106067516421769,0,0,0,0,0,-0.151908540178961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152623401932989,0,0,0,0,0,0.966816826103235,0,0,0,0,-0.0103977249204718,0,-0.148576915069467,-0.0439445847973804,0,0,0.277219201124622,0,0,0,0,0,0,0,0,-0.162150346889346,0,0,-0.151199311615764,0,0,0,0,0,0.0576592309474582,0,0.0659086740840028,0,0,0,0,0,0,0.0302525114935437,0.223991339474153,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0630191804520669,0,0,0.768062145733425,0,0,0,-0.00205670017792463,0.0768615560677804,0,0,0,0,0,0.121209347224049,0,0,0,0,0,0,0,-0.0795618245935038,0,0.0652105457950111,0,0,0,0.00224705058018818,-0.0266154407565269,0,-0.01668752340912,0,0,0,0,0.091941256145818,0.0272093526845629,0,0.0196334229895663,0,0,0,0.16508162936258,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.111919594707503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256540038121179,0,0,0.167285081415943,0,0.170991846940271,0,0.348441616677609,0,0,0.0025162616245182,0,0,0,0,0,0,0,0,0,0,0,0.410468104464782,0,0,0,0.0997248967536672,-0.0894424737922822,0.0982185414707057,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.219875707753269,0,0,0,0,0,0,0,0.324390250065406,0,0,0,0,0,0,0.061062510135963,0,0,0.332219139319788,0.0523795884671388,0.159317620801329,0,0.140374352674628,0,0,0,0,0,0,0,0,0,0,0,0,0.0625321206158138,0,0,-0.0392346740961584,0,0,0,0,0,0,-0.182589157380406,0.0937488576746327
X388.HK.EQUITY,0,0,0,0,0,0,0.225189436804091,0,0,0,0,0,0,0,0,0,0,0,-0.216143052076567,0,0,0,0,0,0,0.339447228693399,0,0.0598954683053915,0,0.154328121120144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167803360162917,0.0304913899793401,0,0.0563196574110041,0,-0.261666880734712,0,0,0
