,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.019315889276812,0,0.164865252158156,0,0,0.110453604831939,0,0.246174630020769,0,0,0,0,0,0.189958821786234,0,0,0,0,0,0,0,0,0,0,0,0,0.0424148449091281,0,0.137893412728685,0,0,0,0,0,0,0.0288861583946472,0,0,0,0,0,0,0,0,0,0,0.0491144440484471,0,0.00614818232788368,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.269215982655118,0,0,0,0,0,0,0,0,0,0,0,0,0.413716995392857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191902991987751,0,0,0.108129249703549,0,0,0.00678618257488443,0,0,0,0,0.00386058347958519,0,0,0,0,0,0
X601288.CH.EQUITY,0.352864987151542,0,0,0,0,0.499098745094201,0.00604282847788221,0,0,0,0,0.0101257638974361,0,0,0.038799926490039,0,0,0,0,0,0,-0.0328392098632961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194853110851835,0,0,0,0,0.0900768232776488,0,0,0.00900535155889477,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0532265614690082,0,0,0,0,0.239345710813635,0,0,0,0,0,0,0,0,0,0.535996923338485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103987708475557,0,0,0,0,0,0,0,0,0,0,0,-0.178436109146031,0,0,-0.056688952048928
X601988.CH.EQUITY,0,0.0659577420299195,0,0,0,0,0,0,0.0804476523387856,0,0,0,0,0.0117440944921983,0,0,0,0.219542762407471,0.127635773126723,0,0,0,0,0.298497696817046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138588225656398,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138194696215827,0,0,0,0,0,0,0,0.375930361303195,0,0,0,0.178684455391453,0.225341837811167,0,0,0,0,0,0.0107596504933588,0,0,0.278206422600237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497750106065802,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.303495940547672,0,0,0,0,0,0.205212978190611,0,0,-0.240715877933311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060083906656207,-0.0975859321507542,0,0,0,0,0,-0.0270356637592442,0,0,0,0.749725283436686,0,0,0,0,-0.0866179035641206,0.621599832381615,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71909604545651,0,0,0,0,0,0,0,0,0,0.13830596538351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631646909096443,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.388179168035317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354907800290748,0.0594673365275088,0,0,0,0,0,0,0,0,0,0,0.0783874006821083,0,0,0,0,-0.109031223681501,0.178587102820498,0,0.117430384137612,-0.0155878386645612,0,0.000526290353216
X000002.CH.EQUITY,0,0,0,0.126567873453208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323515896222124,0,0,0,0.568427637624689,0,0,0,0,0.0174958896945066,0,0,0.0968395696136346,0,0,0,-0.0668917443513284,0,0,0,0,0,0,0,0.0353486076359178,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.34711552461941,0.00797860659489882,0,0,0,0,0.171258311753614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301028737423248,0,0,0,0,0.0967344067147261,0.0755095809824936,0,0.178988764701505,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0416804246196235,0,0,0,0.0921512928006653,0.0281411882767486,0,0,0,0,0,0,0.122361526247422,0,-8.67361737988404e-19,0,0,0,0.0557656869355777,0.355902957259078,0,0,0,0.0210080151015239,0,0,0,0,0,0,0,0,0,0,0,0,0.0950222034591889,0,0,0,0,0,0,0.046216029549031,0,0,0,0,0,1.73472347597681e-18
X16.HK.EQUITY,0,0,0,0.0867828410664358,0,0,0,0,0,-0.121323638946584,0,0,0,0,0,0,0,0,0.0906320683971799,0,0,0,0.129166524233062,0,0,0,0,0,0,0,0.00790698354040812,0.00595793602121873,0,0.274724052092252,0,0,0,0.0364909981205698,0,0,0,0,0,0.176049932573386,0,0,0,0,0.165064097504396,0,0,0,0
X000001.CH.EQUITY,0,0.0327433053853595,0.00901398007125746,0,0,0.0214230092585226,0.0643286508197229,0,0,0,0,0.244720825845303,0,0,0.0979426437135654,0,0,0,0,0,0.102437134263795,0,0,0,0.194708071998387,0,0,0,0,0,0,0,0,0,0,0.190122664779476,0,0,0,0,0,0,0.0175767300831027,0,1.38777878078145e-17,0,0,1.73472347597681e-18,0.0820897370699899,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.145528727565981,0.241113617406156,0,0,0.328778982205777,0,0,0.0729755272480173,0,0,0,0,0,0,0,0,0,0,0,0.0263654372681779,0,0,0,0,0,0,0,0,0,0,0,0.232746975824295,0.0173364732527453,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.126527778162349,0,0,0,0,0,0,0.0253837493670617,0.0417461523624197,0,0,0,0,0,0,0.583460592570648,0,0,0,0,0.0598643457088227,0,0,0,6.93889390390723e-18,0,0,0,-0.126835433003863,0,0.0307310973522938,0,0,0,0,0,0.160603418617922,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.0362768698471507,0,0,0,0,0.171781877382553,0,0.049151275783175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67431870913977,0,0,0.0434856327013464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.090019843690529,0,0,0,0.210559300049328,0,0,0,0,0,0,0,0,0,0,0.195708304585339,0,0,0,0,0.0603078204901725,0,0,0,0,0,0,0,0.380791152578255,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117616570500916,0,0,0,0,0,0,0,0,0.152924056457204,0,0.523393720937946,0,0.0466693749607578,0,0,0,0,0,-1.38777878078145e-17,0.0216672115115807,6.93889390390723e-18,0.141467416244899,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.0704486982684123,0,0,0,0,0,0,0.101833571247194,0,0,0,0.0747930215833074,0.0940703428000838,0,0,0.249415622245867,0,0,0,0,0,0,0.122745864838823,0,0,0,0,0,0.0454310914423638,0,0.0683470071346473,0,0,0,0,0,0,0,0,0,0.134500045273138,0,0,0,0,0,0.00822051258516231,0,0,0
X600016.CH.EQUITY,0,0,0.00159124465905911,0,0,0,0,0,0,0,0.484878633925748,0,0,0,0,0,0,0,0,0.076890717222563,0,0,0,0,0.129635867687663,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.270435530702683,0,0,0,0,0,0,0.0384359374939172,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.0675905045750372,0,0,0,0,-0.0313319549020303,0,0,0,0.0331557670207234,0,0,0.0840324200812159,0,0,0,0,0,-0.156038704093752,0,0,0,0.193323296627063,0,0,0,0,0,0.130167791480147,-0.114455338491733,0,0,0,0,0,0,0,0.222405980013416,0,0.194698903410965,0,0,0,0,0,0,0.308153303938856,0,-1.73472347597681e-18,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0.000374809500670834,0.0829002720571694,0,0.051658980628293,0,0,0.0450011653204916,0,0,0,0,0,0,0,0.167638638241208,0,0,0.12612026988352,0,0,0,0,0,0.11583951163308,0,0,0.0827121507181429,0,0,0,0,0,0.242944657024136,0,0.068489542869734,0,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.261458725699856,0,0,0,0,0,0,0,0.15943261138365,0,0,0,0,0,0,0,0,0,0,0.601628441803558,0,0.068473769428737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0.169903632936051,0,0,0.0229341184726638,0.0545479522116086,-0.0577866894995519,0,0,0.0555803482712761,0,0,0,0,0,0,0,0,0.36814240601139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194580370707483,0,0,0.332650891803246,0,0,0,0,-0.278921955374332,0,0
X2007.HK.EQUITY,0,0,0,0,0.103201578219113,0.0776882743497845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972292760763437,0,0,0.0278185146893202,0,0,0.0830474989267443,0.228525930035783,0,0,0,0,0.0627725258474465,0,0,0,0,0,0,0.0749283558971507,0,0,0.114365494039178,0,0.0526476813081847,0,0,0,0.0709302691091233,0,0,0,-0.0315499131176746,0
X601818.CH.EQUITY,0,0,0,0.134371247793545,0,0,0,0,0,0,0,0,0,0,0,0.00321181644492085,0.229133513208467,0,0,0,0,-0.0387705934808745,0,0,0.0970896775952344,0,0,0,0,0,0,0,0,0,0,0.0961164309255231,0,0,0,0,0,0,0,0,0,0,0,0.355078010671937,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.302969822467507,0,0,0.048200637595316,0,0,0,0.117187457205495,0,0,0,0,0,-0.0481875807494941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117296279062273,0,0.284015554634357,0,0.0316278254181185,0,0,0.0140694876226155,0,0,0,0,0,-0.0394000835522535
X1113.HK.EQUITY,0,0,0,0,0,0,0.0930567991274432,0,0,0,0,0,0.14288994065768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635529467422848,0.0809008444985212,0,0,0,0.188212845761135,0,0.18215395324623,0,0,0,0.126096930875629,0,0,0.121370340648757,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0.00803552315526037,0,0,0,0,0.037098040825523,0,0,0,0,0.00428569958076147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234542093196369,0,0,0,0.314975192716459,0.014723817059102,-2.16840434497101e-19,0,0,0,0,0.0732898036355,0.128733413444345,0,0.106357385199854,0,0,0,0.00429430291391925,0,0,0,0
X12.HK.EQUITY,0,0,0,0,0,0,0,0,0.0512385058299831,0,0,0,0,0,0,0,0,0.0785981385168343,0.126769794227727,0.0074145635596174,0,0,0.133787636390116,0,0,0,0,0,-1.73472347597681e-18,0,0,0.482736044837277,0,0,0,0,0,0,0,0,0,0.0282880035654527,0,0.0601001505855853,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00721760934135941,0,0,0,0,0,0,0,0,0,0,0,0.113373313014651,0,0.242882799816554,0,0,0,0,0,0,0,0,0,0.0728559889878066,0,0,0.0334985042273733,0,0,0,0,0,0.190047557592281,0,0.149298348587961,0,0,0,0.20575468106449,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.38287418600448,0,0.234997758562811,0.178575026789167,0,0,0,-0.0994664414977256,0,0,0.29840124414625,0,0,0,0,0,0,0,-0.0281003117313019,0,0,0,0,0,0,0,0,0,-0.0490770853223897,0,0,0,0,-0.131436448583996,0.223438828709766,0,-0.131609797730447,0,0,0,0,0,0,0,-0.0821103822141379,0,-0.237902083022157
X600837.CH.EQUITY,0,0,0.00537339140610925,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285428704982994,0,0.0104367804864381,0,0,0,0.0674959578808654,0.128680855383933,0,0,0.0122418210938531,0,0.0238564082124966,0.206501642938091,0,0,0.245487799685346,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.069844115354842,0,0,0,0,0.0373223818860805,3.46944695195361e-18,0,0,0.31221456027362,-0.0633725011566459,0,0,0,0,0,0.0452031194203586,0,0,0,0,0,0.0854074463706133,0,0,0,0,0,0,-0.142598491850115,0,0,0,0,0.566218836316466,0,0,0,0,0,0.0422195395527882,0.0811480774083243,-0.0257672664092435,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.248805849970828,0,0,0,0,0,0,0,0.026046151462977,0,0,0,0.00906624816233319,0,0,0,0,0,0.119309069617238,0,0,0,0,0,0,0,0,0,0,0,0.132979312359023,0,0,0.115657890785681,0,0.302706106842683,0,0,0,0,0.00564039267643679
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0458509183004925,0.0621442616785968,0,0.111596969479768,0,0,0,0,0,0.342354922188041,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.335979710570502,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,3.14745015092084e-05,0,0,0,0,0.0665131544868851,0,0,0,0,0,0,0.0850377102240652,0,0,0.0423787041445376,0,0,0.0297688591390765,0,0,0,0,0,0.0247405657367017,0,0,0,0,0,0.114336953515524,0,0,0.0275876323328587,0,0,0,0,0,0,0.0967397146486946,0,0.320731312656442,0.157359843219067,0,0,0,0
X601229.CH.EQUITY,0,0,0.0597661988500562,0,0,0,0,0,0,0.103586065513937,0.158895794438951,0.144653974768124,0,0.0595376657046817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106066032685653,0.0179719729742405,0,0,0.22936816159855,0,0,0,0,0.175743049392392,0,0,0,0,0,-0.110589531583393,0,0,0
X600999.CH.EQUITY,0,0,0,0.0260833895311189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246818147967338,0.116274690585636,0,0,0,0,0,0,0.320125601100676,0,0.208500182094017,0,0.0360617602010376,0,0.0909286399941867,0,0,0,0,0.173511174476563,0,0.037661526761911,0,0,0,0,0
X1997.HK.EQUITY,0,0.0462857126517655,0.00580568934072149,0,0,0,0,0,0,0.0879880558637811,0,0,0,0,-0.0185039588081313,0,0,0,0.147864221976128,0,0,0,0,0,0,0,0,-0.133202033004713,0,0,0,0.396789496967466,0,0.282037418231082,0,0,0,0,0,0.0504480805941782,0,0,0,0,0,0,0,0,0,0.0470850876703616,0,0,0
X601169.CH.EQUITY,0.101767267902276,0,0,0,0.0995689595359752,0,0,0,0,0,0.00759522340551188,0,0,0.20080924509451,0,0,0.132487906159952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142999822298823,0,0.0630105167550439,0,0,0,0.0924093540076563,0,0,0,0,0.0439071086860274,0,0.127202084272813,0.0151396096541099,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220350228851297,0,0,0,0,-0.0121850450164389,0,0.0320970973058294,3.46944695195361e-18,0,0,0,0,0,0.0197048353426095,0,0,0,-0.0251481476349074,0.0790577858638715,0,0.135758575100276,0.036377904383729,0.27096530050678,0,4.33680868994202e-19,0,0,0,0.108432188979578,0,0.101389718490756,0,0,0,0.0390705626554718,0,0,0,0.0837130449283875
X2881.TT.EQUITY,0,0,0.31878067636334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552015353158368,0,0,0,0,-0.0502683492371856,0,0,0.0311741803326481,0,0,0,0,0.131567693627576,0,0,0,0.312616029345309,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.0720823954049884,0,0,0.0676064217884194,0,0,0,0,3.46944695195361e-18,0,0,0.372550722197221,0,0.0225969564208632,0.0283221652445177,0,0,0,0,0,0,0,0.16639339188299,0,0,0,0,0.014992051254336,0,0,0,0,0.046153405357203,0,0,0,0.0585153945705502,0,0,0,0.108749667911656,0,0,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,-0.121634496195614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512598148908678,0,0,0.0103320933865779,0,0,0.00546090958648977,0,0,0,0,0,0.0818833187568156,0,0,0,0,0,0,0,0,0.531741150363822,0,0,0,0.236137613796711,0,0,0,0,0.121628156024809,-0.0135764669989609,0,0,0,0,0,0.0360032489261396
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0858024380290994,0,0,0.0583304962139909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136039221537295,0,0,0,-0.00211634635480369,0,0,0,0.652509055971415,-0.0224152306664664,0,0,0,-0.0377438460686725,0
FXI.US.EQUITY,0,0.0430724577388394,0,0,0.0647532746499067,0,0,0,0.141478301820717,-0.0148751716335714,0,0,0,0,0,0,0,0,0,0,0.00401765228862376,0,0,0,0,0,-8.67361737988404e-19,-0.0419756312868811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137029879482342,0,-0.817917463841665,-0.0165943952936789
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076169080352007,0,0,0,0,0,0,0,0,0,0,-0.0608031875424002,-0.000834653209571254,-0.152036542904848,-0.131827756865808,-0.0253034197780439,0,0,0,0,0.132233481658056,0,0,0,0,0,0,0,0.0718802704459229,0,0,0.180211175034893,0,0,0,-0.944110493997043,0,0
CN2YR,0.10309245249043,0,-0.757533277919372,0,0,-0.160403169374571,0,0.45606998623289,-0.432771485270291,0,0,0,-0.841113960991748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250963093480446,0,0,0,0,0,0,0,-0.404590223694806,0,0,0,0.121254238339868,0,0,0,0,0,1.48430547205494,0,0,0,0.278935757502936,0,0,0
