,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.462637607357102,0.0884277830323832,0.0923466903901021,0,0,0,0,0,0,0,0,0,0,0,0.0764849641739689,0,0,0,-0.0543993767442412,0.0565068796670867,0,0.10672968235728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698797063325522,0,0.0157313998218963,0,0,0.00832322946930105,0.0309642129188886,0.220934589618687,0.0175275733744095,-0.110305344376889,0,0
X601318.CH.EQUITY,0,0,0,0.0659270576960252,0,0,0,0,0.123511456592563,0,0,0.0871653709546573,0.110190167866805,0,0,0,0,0,0.11424357490486,0,0.261344645750953,0.0510447111077123,0,0,0,0,0,0,0,0.0364176246972187,0.0982012292994486,0,0,0,0,0.0193949299732896,0,0,0,0,0,0,0,0,0.069632070821545,0,0,0,0,0,0,0,0.101177719277728
X601939.CH.EQUITY,0.297463388026376,0,0,0,0.201648950836995,0,0,0,0,0,-0.0447033269717174,0.155078253542656,0,0.00871579007495461,0,0,0,0.0233055418394612,0,0.134161415199299,0,0,0,0,0.136849696640768,0,0.223203457557324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397901674055602,0.0398637799803076
X600036.CH.EQUITY,0,0.127324088057807,0,0,0,0.160945388606025,0.0893582318646563,0.0951605424905735,0,0,0,0,0.215643512123599,0,0,0,0,0,0,0,0,0,0,0.0120196982904723,0,0.327071001486798,0,0,0,0.0751423168325558,0,0,0,0,0,0,0,0,0.0625974465149765,0,0.0851013977119409,0,0,0,0,0,0,0,0,0,0,0,0.0421885526295676
X601288.CH.EQUITY,0.174015476959248,0,0.0433426759629115,0,0,0.0784398979897276,-0.0828272717192322,0.318848930249977,0.0106786241191878,0,0,0.0457586207080588,0,0,0,0.0738078835679872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169874621059814,0,0,0,0,0,1.38777878078145e-17,-0.120817964927608,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0296122817678636,0,0,0,0,0,0.157991718114361,0,0,0,0,0.0878149247107752,0,0,0,-0.0596315382660856,0,0,0,0.0636765033538411,0,0.309913327720944,0,0,0.4863713134514,0,0,0,0,0,-0.0364857004106573,0.054170109307976,0,0,0,0,0,0,0,0,0,0,0.113035199678114
X1299.HK.EQUITY,0,0,-0.0315161062854081,0,0,0,0,-0.0781077016750198,0,0,0.0931988037913362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246827544369844,0,0,0,0,0,0,0,0,0,0,0.0729137958141243,0,0.293148364280923,0.26027706742212,0.174346485152919,0,0,0,0,0,0,0.288193237076088,0,0.0873965787578456,0
X601988.CH.EQUITY,0,0.118062192245977,0.0495160541593557,0.289636296293568,0.182394503358972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286497343572108,0,0,0,0,0,0,0,0,0.138485648164484,0,0,0.128413087167041,-0.0442031344560362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0208201278666651,0,0,0,-1.17524677231275e-05,0,0,0,0,0,0,0,0,0,0,0.0979837866827086,0.0108163982409011,0.101182456760115,0,0,0,0.0557309849419961,0.232637861987178,0,-8.67361737988404e-19,0,0,0,0,0,-6.93889390390723e-18,0,0,0.331315903314091,0,0,0,0,0.174199410894966,0,0,0,0.00241222237317026,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0761378989718944,0.169970563103203,0,0,0,0,0,0,0,0.0960565096659448,0,0.00244325628386279,0,0,0.060021604163669,0,0,0,0,0,0,0,0,0.183630091130867,0,0,0.367258098151161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022944386477002,0,0,0,-0.0553931702814691,0,0,0,0,0
