,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.392097355869597,0.0107944717614973,0,0,0,0,0,0,0,0.185060832477099,0,0,0,0,0,0,0,0,0.120705854353176,0,0,0,0,0,0.100287226475787,0,0,0,0.00283879161012013,0.00342293413691314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595138691013156,0,0,-0.120629154915995,0
X601939.CH.EQUITY,0.451846661856276,0,0,0.0803360909927516,0,0,0,0,0,0,0,0,0,0.105198863828538,-0.1507868333746,0,0,0,0,0,0,0,0,0,0,0.278226122417577,0,0,0,0,0,0,0,0,0,0,0,-0.0217443672569622,0,0,0,0,0,0,0,0,0,0.140621975269677,0,0.0722737691342227,-0.0727085402110837,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297118166446218,0.0953300075889547,0,0,0.174378740541808,0,0,0,0,0,0,0,0,0.189398876688087,0,0,0,0,3.46944695195361e-18,0,0.0452533884303386,0,0,0,0,0,0,0,0,0,0,0,0,0.121977275020047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379245433559944,0,0,0,0,0,0.333073489885765,0,0,0,0,0,0.211824615192585,0,0.137125487275678,0,0,0,0,0,0,0,0,0.0686199862448547,0,0,0,0,0,0,0,0,0,0,-0.505482974328859,0,0,0,0,0,0,0,0.0115228615826254,0,0,0,0,0,0,0.310938116264503
X600036.CH.EQUITY,0,0.0272797853376941,0,0,0,0,0,0,0.0112398499618467,0,0,-0.0318990674847173,0.187686257533893,0,0,0,0,0.122840021789418,0,0.182148563022292,0,0,0,0.0750641599001302,0,0,0,0,0,0,0,0.351382080437364,0,0,0,0,0,0,0,0,0,0.0307506090302835,0,0.151288637366026,0,0,0,0,0,0,0,-0.00810018978401137,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101740652842565,0,0,0,0,0,0,0,0.370686162671722,0,0,0,0.0384757310909919,0,0,0,0,0,0,0,0.00224587405808753,0.0499750955783129,0,0,0.0908900136063515,0,0,0,0,0.203921630983592,0,0,0,0,0,0,0,0,0,0.158217398423614,0,0.0411014226678639
X601658.CH.Equity,0,0,0,0,0.136051451764651,0,0,0,0,0,0,0,0,0,0,0,0,0.268248797692076,0,0,0,0.028018791623724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32345013206908,0,0.164185774175809,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.334270359431712,0,0,0.300763724030458,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.115691030749038,0,0,0,0,0,0,0,0,0.0408586266382608,0,0,0,0,0.184469971588618,0.0107542069269782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920823776641605,0,0,0.0642589746418344,0
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0537726385952901,0,0.313717266073098,0,0,0,0.0254589055596352,0,0,0,0,0,0,0,0.0244544563429025,0,0,0.0291497851233631,0,0,0,0,0,0,0,0,0.230886431423129,0.0591984735497855,0,0,0,0,0,0,0.00872714836906907,0,0,0.0344621159795156,0.0385889039651122,0,-8.67361737988404e-19,0,0,0,0.0851341248450459,0,0.141937114904739,0,0,-0.0015974259212039
X600000.CH.EQUITY,0.109287203516515,0,0,0.146151152430105,0,0,0.0183332884038232,0,0,0,0,0,0.287707262896822,0,0,0,0,0,0,0,0,0.0652587261458411,0,0,0,0,0,0,0.12989817434662,0,0,0,0,0,0,0,0,0,0,0,0,0.0259917310566941,0,0.0115434802503441,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722131207651888,0,0,0,0,0,0,0,0,0,0,0.30462896474566,0.0606591232227043,0,0.0225146924809277,0.372731836286348,0,0,0.00772417691092428,0,0.0472433431929238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
