,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.136115467120231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281086460504454,0.0167182953101549,0,0.364615651899566,-0.181169558200641,0.443141090736098,0,0,0.249987838546094,-0.101492089607063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197753859178936,-0.0226143290214489
X601318.CH.EQUITY,0,0,0,0.00469831827418654,0,0.299207847404588,0,0,0,-0.0684156578472699,0,0,0,0.101919431465307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341412959896076,0.0612501893422928,0,0,0,0,0.272711857510713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664386448284288
X601939.CH.EQUITY,0,0.0477476891347052,0,0.795752349083795,0,0,0,0,0,0.0469476145666702,0.0303016667716035,0,-0.0276103418727077,0.0207892877941415,0,0,0,0.0833860721038803,0,0,0,0,0.00108288126392572,0,0,0,0.021890097371185,0,0,0,0.0221539231085166,0,0,0,0,0,0,0.0799674931657769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.974280352369274,0,-0.0182658841816408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678170491829336,0,0,0,0,0,0,0,0,0.0189259601876081,0,0,0,-0.0411247102529963,0.0122259114200627,-0.0598100007770055,0,0,0,0,0,0,0,0,-0.0964398585359036,-0.0372458224249118,0
X601628.CH.EQUITY,0.00494816878861805,0,0,-3.46944695195361e-18,0,0,0,0,0,0.295890969607999,0,0.127948254149438,0,0,0,0,0,0,0,0.42792526557537,0,0,0,0,-2.77555756156289e-17,0,-0.0388194852431869,0,0,0,0,0,0,0,0,0,0,0.0828154226273091,0,0,0,0,0,0,0,0.0399427548624002,0,0.244263631131434,0,0,0,0.0128576201066741,0.0224572868007828
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.068614192378354,-0.0230873874383662,0,0,0,-0.0291583358959882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547538181203743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102334273891131,0,0,0,0.00135832879973556,-0.117011816446296,0,0,0.996635308108075,0,0,0.0209433056449192
X1299.HK.EQUITY,0,0,0,0,0.119260742685645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294750266083537,0,0,0,0,0,0,0,0,0,0,0.104524480347841,0.324783540271843,0,0,0,0,0,0,0,0,0.0282400836206921,0.0561409336426392,0,0,0,0.0530257417641046,0,0,0,0,0.126405912645704
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205945341592385,0,-4.33680868994202e-19,0.0185617544447368,0,0,0,0,0.241271114995104,0.475683768083644,0,0,0,0,0,0,0,0,0,-0.0555027290358301,0.0461434948279719,0,0,0,0,0.0330125530110975,0.0351196401070931,0,0,-0.129630859106104,0,0,0.143065233051842,0,-0.0391061608552308
X388.HK.EQUITY,0,0,0,0,0.162765805449194,0,0,0.176487029569202,0,0,0,0,0.0724069758347746,0,0,0,0,0,0,0,0,0.285817491960404,0,0,0.111059960348575,0,0,-0.0302520033608238,0,0,0,0,0,0.0766893687527578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22115569348029,0,-0.0229661533920636,0,0.29815278908211
