,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.23107793173496,0,0.0271276329846849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155748401096281,0,0,0,0,0,0,0,0.0595508591251126,0,0,0,0,0.28734561238624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142648384865891,0,-0.170609847036383,0,0,0,-0.0693023557264203,-0.132303512508303
X601939.CH.EQUITY,0.120549611499507,0,0,0.27787223878316,0,0,0,0,0,0,0,0.0045006703963378,0,0.304071901914952,-0.0623176699568857,0,0,-0.0679875341581329,0,0,0,0,-0.0620871519273839,0,0,0.0796488724446075,0,0,-0.121815890346599,0,0,0,0,0,0,0,0,0,0,0,0,0.120770073682416,0,0,0,0,0.150300659702581,0,0.166736361159515,0,0,0,0.129806421436874
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0,0
X601288.CH.EQUITY,0,0.453669122777012,0,0,0.0331841886595058,0,0,0,0,0,0,0,0.0144574326638297,0.152121873981279,0,0,0,0,0,0,0,0.229230971859557,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.147428567638342,0,0,0,0,0,0,-0.0847547213793613,0,-3.46944695195361e-18,0,0,-0.0987633219677798,0,0,-0.00547862217269846,0,0
X601988.CH.EQUITY,0,0,0,0.432245283013521,0,0,0,0,0,0.211513296252574,0,0,0,0,0.0511546263613253,0.294368685498839,0,0,0.164702819024392,0,0,0,0,0,-0.0227361680059098,0,0,0,0,0,0,0,0,0,0,0,0,-0.472624727053457,0,0,0,0,0.20158704258024,0,0,0,0,0,0,0,0,0,0.391187258612011
X600036.CH.EQUITY,0,0.161314871036421,0,0,0,0,0,0.122203223770993,0,0,0,0,0.210952758557248,0,0,0,0,0,0,0,0,0,0.106429813552146,0,0,0,0,0,0,0,0,0.308774808169271,0.0477281486675665,-0.0369599677382057,0,0,0,0,0,0,0.0592925335386686,0,0,0,0,0,0,0,0,0,0.020539563947047,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.370531793044763,0.0579493684749668,0,0,0,-0.115905071209984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787504055591586,-0.0233275134939955,0,0,0,0,0,0,0.0827027518295591,0,0,0,0,0,0,0,0.0672877449819033,0.142771643125601,-0.0040649339016537,0.0603037379002268,0,0,0,0,1.73472347597681e-18,0,0,0,0.0192434510431593
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0,0
X601658.CH.Equity,0,0.0984756303607794,0,0.165592902484197,-1.73472347597681e-18,0,0,0,0,0,-0.0535711584193026,0,0,0,0,0,0,0,0.0216264554644965,0.326015026605679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958094081158056,0.193503228967861,0,0,0,-0.0324938200109234,0,0,0,0,0.0281837326004849,0,0,0,0,0
X388.HK.EQUITY,0,0,0.188970688298973,0.0495943478476571,0,0,0,0,0,-0.0377195840158646,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.484605220203263,0,0,0.0361924629288099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094182383635687,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X601328.CH.EQUITY,0.173806350183773,0.2138007955035,0,0,0,0,0,0,0,0,0.00202392514580364,0,0.0690095622619985,0,0,0,0,0,0,0,0,0.0521856561546138,-0.0575763728533793,0,0,0.0914450041021903,0,0,0,0,0.192123250680317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18347480704558,0,0,0,-0.0159168805756845
X601166.CH.EQUITY,0,0,0,0.0754331780890167,0,0.139524425756608,0,0,0,0.0211488066615237,0,0.0230638739477015,0,0.223891927095598,0.0963285903195725,0,0,0,0.200966493663847,0,0,0.0401791932016619,0,0,0,0,0,0,0,0.179607832756988,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.156226376367919,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.252313368948799,0.0633335465448558,0.131045729976484,0,0,0.0715308515708167,0,0,0.113449465311357,0.136380761712977,0,0,0,0,0,0,0,0,0.0265375793549866,0,0,0,0,0,0,0,0.1271549137878,0,0,0,-0.00433790938045258,0,0,0,0,0,0,0,0,0,0,0,0,0.00958596229378,0,-1.73472347597681e-18,0,0,0.0161712798113691,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.036280264758998,0,0,0,0,0,0,0.260600476807217,0,0,0,0,0,0,0,0,0,0.0532430050431159,0.161391096529202,0,0.185171493095994,0,0,0,0,0.118651533073271,0,0,0,0,0,0,0,0.0283538784016129,0.0185271242021534,0,-8.67361737988404e-19,0,0,0,-0.0450780597139257
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324590715966616,0.0426893179268404,0,0,0,0,0,0,0,0,0,0.0263921540579555,0,0.00836880895549646,0,0,0.375525292211414,0.0588742084732214,0.105620746656724,0,0.00772312824621707,0,0,0.00434446838166316,0,0,0.0417385474427914,0,0,0.0298192602758542,0,0,0,0.0848073570053789,0,0
X16.HK.EQUITY,0,0,0,0,0.0377122949846356,0,0.134681828515109,0,0,0,0,0,0,0,0,0,0,0.0775210740018482,0,0,0,0.189341908744455,0,0.171857694144217,0,0,0,0,0,0,0,0,0.0888330800912322,0,0,0,0,0,0.340546749575239,0,0.0767622613107597,0,0.0189038014268531,-0.120134518308204,0,0,0,0,0,0,0,0,0
