,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.129052425017055,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109413803987999,0,0.501025169381531,0.390488253682734,0.0378663676726412,-0.216545046980627,0,0,0.170359962738295,0,-0.0766805867316887,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00188266179347888,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839231335472097,0,0,0,0,0,0.0163945583167613,0,0,-0.0558568122372933,0,0,0,0.0383754760100019,0.129398502465532,4.33680868994202e-19,0,0,0.00265651281615396,0,0,0,0,0.0312139466254871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716258442407958,0,0,0.00658107826876664,0,0,0
X601288.CH.EQUITY,0,0,0.952466799526997,0,-0.0657499802884671,0,0,0,0,0,0,0,0,0,0,0.0582547916285022,0,0,0,0,0,0,0,0,0,0,0.053643970695011,0,0,0,0,0,0,0,0,0.0249250855175763,0,0,0.0216123672015199,0,-0.0752680174200615,0,0,0,0,0,-0.0010199295618548,0,0,0,-0.0945631469911527,-0.0417054198708029,0
X601628.CH.EQUITY,0.014268956748948,0,0,3.46944695195361e-18,0,0,0,0,0,0.298150183829632,0,0.215871883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283044864161732,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.542751304814425,0,0,0,0,0,0,0,0,0.216560876756743,0,0,0,0,0.0423580181214675,0.120278356072835
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0.00455209300548653,-0.138085085212644,0.0764110595407216,0,0.0506378601931651,0,0,0,-0.0201898414190135,0,0,0,0,0,0,0,0,-0.0422846713107116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108055691658893,0,0,0,0,0,0,0,0,1.05176055076516,0,0.00191601555806125,0
X1299.HK.EQUITY,0,0,0,0,0.120802871807966,0,0,0,0,0,0,0,0.0349253705756023,0,0,0,0,0,0,0,0,0,0,-0.0906279259905296,0.0695612153917262,0,0,0.110223651437038,0,0,0.201484372686633,0.389775684740486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075451728825587,0,0.0476227537368276,0,0,0,0.0849342844828899
X5.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0144362258974316,0,0,-0.19653963445108,0,4.33680868994202e-19,0,0,0,0.0242269319886798,-0.0197591265673304,0.223754640712641,0.483989896229267,0,0,0,0,0,0,0,0,0,-0.0671494828928147,0.0601377258044093,0,0,0,0,6.93889390390723e-18,0.0574376946745013,0,-0.167071709585084,0,0.0630646637737927,0,0.12042124515462,0,0
X388.HK.EQUITY,0,0,0,0,0.329023371834259,0,0,0,0.0871477194535344,0,0,0,0,0,0,0,0,-0.242985125028123,0,0,0,0,0,0,0.47683587959562,0.220525396665434,0,0,0,0,0.0162055266092991,0,0,0,0,0,0,0,0,0,0,-0.161012667401694,0,0,0,0.11367781361011,0,0,-0.0754391216967895,0,0,0,0.0744765644363651
X601658.CH.Equity,0,3.46944695195361e-18,0.24171525232012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291248665308566,0,-0.0750771366862764,0,0,0,-0.105545768481055,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342122570200674,0,0,0,0.522290476577257,0,0,-0.0988234296860654,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0381932216847965,0,0,-0.0973599666216916,0,0.0826117099689208,0,0,0.207492664448906,0,0,0.0541101595483746,0,0,0,0,0,0,0,0,-0.0400283854835276,0.0825635184932637,0,0,0,0,0,0,0,0.152665961855544,0,0.175723522382569,0,0,0,0.197020756283466,0,0.0324878675592291,0,0.137411109372976,0,0,0.0506007119034286,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.658434786742035,0,0,0,0.0305501770636812,0,0,0,-0.030104084288636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333623939345646,0,0.136252614122615,0,0,0.0535453718452261,0.00704126138055838,0,0,0,0,0,0,0,-0.014915839473291,0
X601166.CH.EQUITY,0,0,0,0,0,0.0998739624702879,0.22230214632896,0.0378067292056543,0,0,0.0441160771499818,0,0,0,0,0,0.0404221770396335,0,0,0,0,0.0725246450733688,0,0,0,0,0,0,0,0,0,0,0.127925122598363,0,0.00882057289887361,0,0,0.0415423225003045,0.00797313063680894,0,0,0,0,0,0,0,-0.0295489073347125,0,0,0.405394512788833,0,0,0
X601328.CH.EQUITY,0,0,0,0.0463255125688021,0,0.112019809684759,0.0205373178672438,0,0,0,0,0,0,0,0,0,0.0289608935504893,0,0,0,0,0.373201718856138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250132084175236,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.275683516000259,0,-0.0635469565815267,0,0,0,0.0747720939767143,0,0,0,0.139672340130447,0.047179148367651,0,0,0,0,0,0,0.112772752189323,0,0,0,0,0,0,-0.151354323575762,0,0,0,0,0,0,-0.021495988192957,0.142073065361681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134600169846091,0,0,0
