,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.00333165604638198,0,0,0,-0.0601955341906108,0.0491156274893795,0,0,0,0,0,0,0,0.35840964180837,0,-0.168148564562574,0,0,0,0,0,-0.159698863077724,0,0,0,0,0,0,0.165253209195152,0,0,0.632330897924113,0,0,0,0,0,0,0,0,0,-0.0140550612084513,0,0.0606773809411096,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.242850379126615,0,0,0,0,0,0,0,0,0.0409935002138979,0,0,0,0,-0.0109278691570995,0,0,0,0,0,0,0,0.0576999576761157,0,0,0,-0.163606140808425,0,0,0,0,0,0,0,0,0,0,0.0491647794944897,0.0804247515862908,0,0.51597139828098,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.11598524626945
X601288.CH.EQUITY,0,0,0,0,-0.182619795098757,0,0,0,0.0037320951039265,0,0.431537609389528,0,0,0.343750339041101,-0.100477020224504,0,0,0,0,0,-0.149476776727243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295095524625089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.14697534046138,0,0.213112631129939,0,0,0.113428127258439,0,-0.00367864954181231,0.214578652166277,0,0,0,0.0738777053512211,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0216348236838912,-0.16853081043494,0,0,0,0,0,0,0,0,0,0.129651618018713,0.0970980420274406,0,0,0,0,0,0,-0.0966359719367987,0,0,0.154727356838258,0,0,0
X601988.CH.EQUITY,-0.0652224464828775,0,0,-0.0412157446439186,0.409671201238298,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0446131427736525,0,0,-0.168717480724832,0,0,0,0.346543514769577,0,0,0,0,0,0,-0.356608075152418,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.0342743699557867,0.132383594787124,0,0,0,0,-0.0301804413106716,0.00572446833418201
X600036.CH.EQUITY,0,0.268807386496286,-0.0797147996621459,0,0,0,0,0,0,0.384754517451808,0,0.0627178604948687,0,0,0.0715110030316619,0,0,0,0,0,0.287447994505389,0,0,0,0,0,0,0,0.14816508512368,0,0,0,0,-0.146880482342248,0,0,-0.157429926127899,0,-0.0212557277444577,0,0,0,0,0.280179124706416,0,-0.0617458117368801,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0948415382396436,0.00453138840661893,0,0.366145332191785,0,0,0,0,0,0,0,0,0,0,0,0,0.0501042481690186,0.0773415185268157,0,0,0,0,0,0,0,0.147481381291048,0.029083198859197,-0.103996948148936,0.0466095790893692,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178168436941712,-0.117012723895203,0,0,0.130979405523254,-0.0110560548725021,0,0,0
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,0,-0.0891708610254628
X601328.CH.EQUITY,0,0,0.0301137262116146,0,-0.106721354976098,0,0.575669456442271,0,0,0,0,0,0,0,0,0.0149846246246562,0,0.18158865133384,0,0,0.152484661866891,0,0,0,0,0,0.242999674321121,0,0,0,0,0,0,0,0,0,0,-0.1639398779991,0,0,0,0,0,0.14743474027807,0,-0.0320959782748433,-0.230208454459798,0,0,0,-0.0767312423364979,-0.146712473598361
X601166.CH.EQUITY,0.115442672509706,0,0,0.236241919548467,0,0,0,0,0.00398096459718429,0,0,0.347991893692611,0,0,0,0,0,0,0.0759349228371913,0.0301478684783223,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0102023926095957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.129326334726165,0.746057025056865,0,0,0,0,0,0,0,0,0.161177885193194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167320709960121,0,-0.1564096765443,0,0,0,0,0,0,0,-0.0103142723403794,0,0,0,0,0,0,0
X601319.CH.EQUITY,-3.46944695195361e-18,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0437727196768657,0,0,0,-0.0853557271993737,0,0,0.0782956857167454,0,-0.162082378753952,0,0,0,0.0917993339245562,0,0,0,-0.126870871346386,0.13595801068447,0,0,0,0,0,0,0,0.163675151715768,0,0,0,0,0,0,0.491795091233189,0,0,0.0377474282637189,0,0,-0.0146188484820187,-0.0454156965999256,0,0.0716091927165623
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244678921029122,0.0951036541671269,0,0,0,0,0,0,0,0,0.191409545185348,0,0,0,0,0,0,0.232922415369778,0.315327528701921,0,0,0,0,0,0,0,0,0,0.182155232614043,0.13264109133628,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.100945056176891,0,0,0.076336854662071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251009535506374,0,0,0,0,0,0,0.489857741736784,0.0475268708000074,0,0,0,0,0,0.0102961379581727,-0.0827285593739307,0,0,0.241826704071935,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.16367702774635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31816362287733,0,0,0,0,0,0,0,0.484576557699102,0,0,0,0,0,0,0,0,0,0.00702616307172426,-0.311941204370681,0,0,-0.149989170831532
X601601.CH.EQUITY,0,0,0,0,0,0,0.151235722877327,0,0.229083486372464,0,0,0,0.0158131957546022,0,0,0.0315577422093669,0,0,0,0,-0.144593547789275,0,0,0,0,0.282769695808034,0.0225123014607645,0,0,0,0,0,0,0.079585505402902,0,0,0,0,0,0,0.0231388579883243,0,0,0,0,0,0,0,0.0329738829439167,0,0,0.0740163985067317
X388.HK.EQUITY,0,0,0,0,0.0155773948987409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629585344561534,0.079794549589655,0,0,0.0422776878753216,0,0,0,0,0.150065167179675,0,0,-0.0667483492476237,0,0.0497061548457711,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.133891156505545,0,-0.27705247415553,0,-0.44922220384298,0,0,0,0,0,0,-0.0297502853478785,0,0,0,0,0.901659215418169,0,0,0,0,0,0,0,0.00338163223872831,0,0,0,0,0,-0.245073049469461,0.259035363410482,-0.250403173863536,0,0,0,-0.00190119261128582,0,-0.243725915242312,0,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0.00678461808880339,0,0,0,0,0,0.139682937338421,0,-0.0604493333574074,0,0,0,0,0.0700977710579326,0,0,0,0,0,0.0326646409194105,0,0.148708490566049,0,0,0.0451637481349555,0.166577054978182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34208998537961,0,0,-0.162327165912089,-0.228905160130377,0,0,0,0,-0.0309690242007889,0,0
