,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0178451259959192,0,0.00611708319744541,0,0,0,0,0,0,0,0.466480030690983,0,0,0,-0.0967675523594563,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0504045787900899,0,0,0,0,0,0.0621754054523136,0,0,0.089362306394311,0,0,0,0,0.209519333498588,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.112004831913799,0,0,0.290635109481097,0,0.225600424784174,0,-0.0426564854285829,0,0,0.0460834717682956,0,0,0,0.113570919232771,0,0,0,0,0,0,0,0.0803460988005842,0,0,-0.00606227850193387,0,0,0,0,0,0,0,0,0,0,0,-0.116481139089507,0,0.384078963280383,0,-0.0510832611336634,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.322230843866236,0,0.251019333758144,0,0.121232613643169,0.264225629523487,0,0,0,-0.190550944488724,0,0,0,0,0,0,0,0,0,0.0585648934230726,8.67361737988404e-19,0,0,-0.17956680410134,0,0,-4.33680868994202e-19,0,0,0,0,0,0.00155867737108192,0,-0.0838322996050366,0,0,0,0,0.136851717351204,-0.00701149141195716,0,0,0,0,0,0,0,0,0,0,0,-0.019619322521626
X5.HK.EQUITY,0,0,0.0379752103540069,0.207095221774887,0,0.145184593637374,0,-0.359512938563236,0,0,0,0,0.0653261426260659,0,0,0,3.46944695195361e-18,0,0,0,0,0.388107751414077,0,0,0,0.453102988380867,0,0,0,0,0,0,0.0710308412275835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186293272943519,-0.0894896344363511,0,0,0,0
X601988.CH.EQUITY,0.223596859709027,0.0849511192824071,0.327274575896592,0,0,0,0,0,0.116278813799751,0,0,0.14551956266882,0,-0.225204680431236,0,0,0,-0.110880402201913,0,0,0,0,0,0.143267879924075,0.0805700561108145,0,0,0.133244514897047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323329620755882,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718760625842884,0,0,-0.0225466739940601,0,0.028633800557984,0,0,0,0.312753836794523,0,0.126975941610878,0,0,0,0,0,0.151992214269933,0,0,0,0,0,0,0,0,0,0.0419383346489405,0,0,0,0,0.101671999106355,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0741768036539612,0.225185806862647,0,0,0.142547496543454,0.00283257685010144,0,0,0,0,0.0700021363579346,0,0,0,0,0,0,0.0298942507166322,0,0,0,-0.156957876453745,0,0,0,0,0,0.154089109592689,0,0,-0.117342323221832,0,0,0,0,0,0,-0.113804063742416,0,0,0,0,0.145373557827241,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.12061039494056
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107289677742906,-0.0263040057328534,0,0,0,0,0,0,0,0.233450488688422,0,0,0,0,0,0.0663900138509447,-0.0338899469457571,0,0,0,0,0.218401562398952,0,0,0,-0.184764090311033,0,0,0,0,0,0,0,0,-0.0831694888727485,0,0,-1.0842021724855e-19
X601166.CH.EQUITY,0,0,0.116155785399102,0,0,0,0.380036724642494,0,0,0,0,0,0,0,0.0418291844443508,1.0842021724855e-19,0,0,0,0.0969666466310375,-0.00247360134640059,0,0,0.0813169351727509,0,0,0,0,0.222920655823415,0,0,0,0,0,0,0,0,0,0,0,0,0.15938709223935,0,0,0,0.0323929708282517,0,0,0,0,0,0,0.0706986855114855
X601328.CH.EQUITY,0,0,0,0,0,0.0414493897843494,0,0,0,0,0,0,0.557397380632066,0,0,0,0,0,0,0,0,0,0.215403518488372,0,0,0,0,0,0.0306169883790647,0,0,0,0,0.0264591849230293,0,0,0,0,0,0.109338649953162,0.00982399609281733,0,0,0,0.0118819131720855,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0406543927820192,0,0,0,0,0.279783726556567,-0.0290198947248739,0,0,0,0.316585360862367,0,0,0.0923736333052793,0,0,0,0,0,0,0,0,-0.106713614875182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137591661936434,0.066264060251424,0.0679779605307794,0,0,0,0,0,0
X000002.CH.EQUITY,0.0292466080734198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389614619550747,0.00822116685451318,0.0647463018748308,0.117912906597917,0,0,0,0,0,0.0568620589944956,0,0,-0.187316440570302,0.443104874786467,0.0776525476764584,0,0,0,0.15229310173401,0.00596384351033432,0,0,-0.0224792193024366,0,0.068426308489164,0,0,0,0,0,0,0,0.151553524089741,0,0,0.0571607973335378
X000001.CH.EQUITY,0,0.0461173857714361,0.0480881826605185,0,0,0,0.172758849074611,0,0,0,0.172477195855827,0,0,0,0,0,0,0,0,0.131832022602589,0,0.00339321915272749,0,0.0686792002691008,0,0,0.155155568361437,0,0,0,0,0,0,-0.141704460950343,0,0,0,-0.187590408421316,0,0,0,0,0,0,0,0,0.21855928143838,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.292076259019175,-0.012144550212606,0.270594043790769,0,0,0,0,0,0,0.0169747168146054,0,0,0,0,0,0.231309681416872,0,0,0.00393278363896902,0.174523122007102,0,0.251745919373056,0,0,0,0,0,0,0,0,0,0.0919088878929889,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.296439828790886,0,0,0,0,0,-0.0857080376781438,-0.0320943122824632,0,0,0,0,0,0,0.0649783558305909,0,0,0,0,0,0,0,0.332916260516621,0.0301162539204748,0,0,0,0,0.169694384109157,0,0.234482842519,-0.05412837944772,0,0,0,0,0,0,0.065914291076398,0.0229001678356391,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.132501309184001,0,-0.178769976223955,0,0,0.052911306901612,0,0,0,0,0.323351139369314,0,0,0.396045871014205,0,0,0.111203014160824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.309082711376794,0,0,0,0.434693713737791,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588732175784103,0,0,-0.19122930785501,0,0,0,0,0,0,0,0,0,0.0332732704145833,0,0,0,0,0,0,0,-0.146030676264193,0.229263394241406,0,0,0,0,0.315905688695937,0,-0.0374704747893517,1.38777878078145e-17,0.146206242033155,0,0,0,0,0.147123789819486,0,0,0.0327055025048563
X388.HK.EQUITY,0,0,0.101489738597319,0.216766061190161,0,0,0,0.256887439429959,0,0,0,0,0,0,0,0.0319287288819477,0,0.0815233507879604,0,0,0,0.0307439870172778,0,0,0,0,0,0.230584262193132,0,4.33680868994202e-19,0,0,0,0,0,0.00207125024651788,0,0,0,0,0,0,0,0,0,0,0,0.0304152605493411,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.0743025192627258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00480422656862035,0.0328823073649654,0.0337879939900923,0,0,0,0.115010476010851,0,0,0,0,0,0,0,0,0,0.220999337494886,0,0.0988772800402161,0.206721545554061,0,0,-0.0892913932669432
X11.HK.EQUITY,0,0,0,0,0.147805909749422,0,0,0,0,0,0,0,0,0,0,0,0,0.0581954757602704,0,0,0,0,0,0,0,0.47447055152441,-0.0746953015523774,0,0,0,-0.0974683131463392,0,0.290361274410337,0,0,0,0,0.171603913294056,0,-0.0432685198175828,0,0,0,0,0,0,0,0,0,0,0,0,0
