,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.163334585020779,0.0728125335297701,0.0463411652676776,-0.00300393692674135,0,0.354597730296305,0,0,0,0.0765049464322985,0,0,0.0258829085057929,0,0,0,0,0,0,0,0,0,0,0.0747413688051784,0.0740343956543718,0,0,0,0,0,0,0,0,0,0,0.10422115282149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0670875899803139
X601939.CH.EQUITY,0,0,0,0.194085686966597,0,0,-0.0576310071089879,0,0,0,-0.019671133683102,0.148079164898747,0,0,0,0,0,0,0.137279158656939,0,0.0211954931126994,-0.116328177159094,0,0,0.122487901126191,0.580624990951309,0,0,0.0533223059815663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174147995496685,0
X601288.CH.EQUITY,0,0,0.120288142338804,0,0,0.0514493862047299,0,0.492171122785832,0,0,0,0.0242707110394678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118512293733014,0,0,0,0,0.0033625586698487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070333470876586,0,0,0,-0.0634956528501089,-0.0236151057489672
X600036.CH.EQUITY,0,0.131108379957493,0,0,0,0,0.208566544926599,0,0,0,0,0,0.204775170682877,0,0.164170077040692,0,0,0,0.0163504709490077,0,0,0,-2.16840434497101e-19,0,0,0.166192365158246,0.237011994895459,0,0,0.0226444802236108,0,0,0,0,0,0,0,0,0.0904967632652581,0,0.0232645588200212,0,0,0,0,0,0,0,0,0,-0.0764646200276046,0,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0,0,0.209312317349447
X1299.HK.EQUITY,0,0,-0.0745512811326742,0,0.0643664340208945,0,0,0,0,0,0.164800643542749,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.179877359737513,0,0.171208355582651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105919895685472,0,0.0734997228180904,0,0.0784877117615096,0.132096777022691,0,0.0883901351823083,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.631615350727724,0.202365201530769,0,0,0,0,0,0.118035231790815,0,0.0905773655091578,0,0,0,0.0731091007833231,0,0,0,0,-0.0451530714802391,0.0140482075931209,0,0,0,0,0,0,0,0.0444180420771514,0,0,0,-0.0028350314644353,0,0.0187271682976482,0,0,0,0.0890338798379191,0,0,0,0,0,0,0,0,0,-0.0643596574477048,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00926879021476167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134097851297056,0,0,0.174245415252017,0.0841647170191614,0,0,0,0,0.0155424430557088,0,0,0,0,0,0,0,0,0,0.339374197252391,0,0,0,0,0.163003102859067,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.016563085791958,0,0.22038428506965,0,-0.0284986513159003,0,0,0,0,0.0765723347266119,0.0991914496132142,0,0.0605346215178289,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.14107316794209,0.31479265166553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137285216403319
