,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117233492020311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727841528085672,0,0.425827610171366,0.370064942675331,0.062518767778525,-0.248585454973211,0,0,0.165463939854767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533106626626556,0,0,0,0,0,0,0,0,-0.0207181230474385
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232323624238,0,0,0,0,0,0.0163970512987082,0,0,-0.0558572063748623,0,0,0,0.0383713191471897,0.129396755639092,4.33680868994202e-19,0,0,0.00265606796682812,0,0,0,0,0.0312148277901025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716259060134806,0,0,0.00658102028444436,0,0,0
X601288.CH.EQUITY,0,0,0.904723884017343,0,-0.103143732124429,0,0,0,0,0,0,0,0,0,0,0.0223274130181289,0,0,0.181857586826509,0,0.0679903210580197,0,0,0,-0.0647668392968485,0,0.0191291111681706,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225173396785335,-0.0823947191101579,0,0,0,0,0,0,0,0,0,0,0,-0.016379174314314
X601628.CH.EQUITY,0.014268956748948,0,0,3.46944695195361e-18,0,0,0,0,0,0.298150183829632,0,0.215871883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283044864161732,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.542751304814425,0,0,0,0,0,0,0,0,0.216560876756743,0,0,0,0.0423580181214675,0.120278356072835,0
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00457020405469126,-0.13809734446157,0.0763865640030078,0,0.0506480029991114,0,0,0,-0.0201797552139304,0,0,0,0,0,0,0,0,-0.0422952479375128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108042850516264,0,0,0,0,0,0,0,0,1.05175657575924,0.00191042407095459,0,0
X1299.HK.EQUITY,0,0,0,0,0.0725515188291565,0,0,0,0,0,0,0,0.00137121113359744,0,0,0,0,0,0,0,0,0,0,-0.0272324838916005,0.103636267217469,0,0,0.0699449792733385,0,0,0.268337505326192,0.34148094090606,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767134793862282,0,0.118328494164288,0,0.10092538096319,0,0,0.131290810880908,-0.036967891187398
X5.HK.EQUITY,0,0,0,0,-0.0086793935297284,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311314064832475,0,0,0,0,0,0,0,0.180758852248447,0.523935850293795,0,0,0,0,0,0,0,0,0,0,0.049502344731295,0,-0.100894139475507,0,0,0.050184629959726,0.133722510934956,0,-0.133824066957899,0,0.0437091750899067,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.329014626199641,0,0,0,0.0871381360636866,0,0,0,0,0,0,0,0,-0.243012471948234,0,0,0,0,0,0,0.476870118796608,0.220524050945475,0,0,0,0,0.0162234861875454,0,0,0,0,0,0,0,0,0,0,-0.161015250545782,0,0,0,0.113659811519377,0,0,-0.0754164052382974,0,0,0.0744659689335827,0
