,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0193181935245458,0,0.164860423090068,0,0,0.110448124917119,0,0.246173638719183,0,0,0,0,0,0.189959454954903,0,0,0,0,0,0,0,0,0,0,0,0,0.0424140362917187,0,0.137895598123441,0,0,0,0,0,0,0.0288937050420489,0,0,0,0,0,0,0,0,0,0,0.0491125516483685,0,0.00614909648641382,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.269217823625949,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.413712722890774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191907433167296,0,0,0.108130554542232,0,0,0.00678529780508457,0,0,0,0,0.00385985522627846,0,0,0,0,0,0
X601288.CH.EQUITY,0.352859372172806,0,-8.67361737988404e-19,0,0,0.499089021461613,0.00606345738301264,0,0,0,0,0.0101173126539488,0,0,0.038798602456136,0,0,0,0,0,0,-0.0328409193188241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194961801372981,0,0,0,0,0.0900737269995358,0,0,0.00900728219517511,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.239400548417329,0,0,0,0,0,0,0,0,0,0.548814760693806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13021255251691,0,0,0,0,0,0,0,0,0,0,0,-0.237609490980225,-0.0897793485278669,0,-0.0628255418003975
X601988.CH.EQUITY,0,0.0659582297080354,0,0,0,0,0,0,0.0804524202246318,0,0,0,0,0.0117928051528833,0,0,0,0.219494486133025,0.127637053888849,0,0,0,0,0.298437463173417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138639542364064,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138197356955139,0,0,0,0,0,0,0,0.375929037319848,0,0,0,0.178681608429064,0.225345622910751,0,0,0,0,0,0.0107643110864084,0,0,0.278206607530422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497777878411809,-1.38777878078145e-17,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217490839748472,-0.181205265112565,0,0,0,0,0,0,0,0,-0.382941377057134,0.732867014533123,0,0,0,0,-0.395720829815058,0.434609595256627,0,0,0,0,-0.268329402045224
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719098710206058,0,0,0,0,0,0,0,0,0,0.138312360683439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063160451972601,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.324430127878455,0,0,0,0,0,0,0,0,0,0,0,0.0275888052325785,0,0,0,0,0,0.00307986131990909,0.111191246734689,0,0,0,0.442099246510048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114259944293865,0,-0.100760176602333,0.0336632397443985,0,0.0412656219986325,0,0.0465101798421564,0.130807034203378
X000002.CH.EQUITY,0,0,0,0.178209950794546,0.000737432581631509,0,0,0,0,0.0233519717368866,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.5650161190926,0,0,0,0,0.0386367884605478,0,0,0.115759543972696,0,0,0,-0.136521937016527,0,0,0,0,0,0,0,-0.0411982780854081,0,-0.0115276761790937
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.347112440767853,0.00797736168543644,0,0,0,0,0.171262941391327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030101607193618,0,0,0,0,0.0967323539447948,0.0755099998341651,0,0.178990678744903,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0416845101904087,0,0,0,0.0921553161345147,0.0281468136271061,0,0,0,0,0,0,0.122360279936948,0,0,0,0,0,0.0557617690664676,0.355900659679954,0,0,0,0.0210036866229293,0,0,0,0,0,0,0,0,0,0,0,0,0.0950418672294542,0,0,0,0,0,0,0.0462069226020442,0,0,0,0,1.73472347597681e-18,0
X16.HK.EQUITY,0,0,0,0.0867811867058524,0,0,0,0,0,-0.121325130015419,0,0,0,0,0,0,0,0,0.090630925632767,0,0,0,0.129167931140234,0,0,0,0,0,0,0,0.00790903819291273,0.0059617780631539,0,0.274718455577935,0,0,0,0.0364924299777211,0,0,0,0,0,0.176047275850682,0,0,0,0,0.165068339998778,0,0,0,0
X000001.CH.EQUITY,0,0.0327433053853595,0.00901398007125746,0,0,0.0214230092585226,0.0643286508197229,0,0,0,0,0.244720825845303,0,0,0.0979426437135654,0,0,0,0,0,0.102437134263795,0,0,0,0.194708071998387,0,0,0,0,0,0,0,0,0,0,0.190122664779476,0,0,0,0,0,0,0.0175767300831027,0,1.38777878078145e-17,0,0,1.73472347597681e-18,0.0820897370699899,0,0,0,0
