,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.186788635025233,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356873733665163,0,0,0.142103868223204,0,0,0,-0.030643212850814,0.381014358082724,0,0,0,0,0,0,0,0,0,0,0.134861663890269,-0.127548099982441,0,0.02787725520275,0,-0.0758222153832671,-0.14117158701301,0
X601939.CH.EQUITY,0.183637364609032,0,0,0.328599686835319,0,0,0,0,0,0,0,0.0241033134284105,0,0.232102584006046,0,0,0,-0.120676999748912,0,0,0,0.0597562973414188,0,0,0,0.229187912309925,0,0,0,0,-0.0960160874386904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552663685700838,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.632077104890992,0,0,0.160263877351941,0,0,0,0,0,0.0135198188190674,0,0,0.0166079843189797,0,0,0,0,0,0,0,0.122968696563304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113367491959293,0,0,0,0,0,-0.0428085401717069,0,0,0
X601988.CH.EQUITY,0,0,0,0.390789102439162,0,0,0,0,0,0.248169162526666,0,0,0,0,0,0.320010021954554,0,0,0,0,0.158157338967998,0,0,0,0,0,0,0.051457188606705,0,0,0,0,0,0,0,0,0,0,-0.486403021919358,0,0,0,0,0.173551039843772,0,0,0,0,0,0,0,0.274491014779444,0
X600036.CH.EQUITY,0,0.205886088923254,0,0,0,0,0,0,0.154223210719973,0,0,0,0.137529580220703,0,0,0,0,0,0,0,0,0,0.0855120984587843,0,0,0,0,0,0,0,0,-0.0124520174485305,0.00384357952456647,0,0.306073988201213,0,0,0,0,0,0.0582812999626655,0,0,0,0,0,0.0189285242629674,0,0.0659123008363417,-0.020964972096208,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0,0
X601628.CH.EQUITY,-0.0203084160672828,0,0.0307438501207546,0,0,0.345936268969869,0,0,0,0,-0.13153782756605,0,0,0,0,0,0,0,0,0,0,0,0,0.204131824373009,0,0,0,0,0,0,0,0,0,0,0,0.0712454967465437,0,0,0,0,0,0.0297679206414304,0,0,0,0,0,0,0.0919814433017647,0,-0.204270617431938,0.132724382483149,0
X601658.CH.Equity,0,0.071888671533858,0,0.100882356464044,0.0396061481473179,0,0,0,0,0,-0.0322189226052888,0,0,0,0,0,0,0,0,0.267323589301493,0.188591751204545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289461705303098,0,0.0959393004595632,0,-0.134119721897902,0,0,-0.0791436483673533,0,0,0,0,0,0,0,0,0
