,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.0433389987752708,0,0,0,0,0.0515830181015359,0,0,0,0,0,0,0,0.153305358961413,0,0,0,0,-0.0252587471819325,0,0.030570191894586,0,0,0,0,0.223395803335018,0,0,0.236260024026496,0,0,0,0.0497261473225377,0,0,0,0,0,0,0,0,0.028168924720957,0,0,0.0230956616966073,0,0,0,0
X002142.CH.EQUITY,0.0950825468956223,0,0,0,0,0.0184789210127229,0,0,0,0,0,0,0,0.238106418046566,0.0427703108193636,0,0,0,0,0.0031212970773408,0,0,0,0,0,0,0,0,0,0.558711071466296,0,0.0364319797965212,0,0,0,0.0179200757687194,-0.142216147764813,0.0431336516919194,0,0,-0.23951186527348,0,0,0,0,0,-0.0320525254425558,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.165831783581916,0.405227563297806,0,0,0,0.348343727186806,0,0,0.0734123173180899,0,0.0519362945376737,0,0,0,0.331260729332015,0,0,-0.036014835794384,-0.140958951597884,0,-0.0858152960666983,0,0,-0.0945339740521115,0,0,-0.0327940776391533,0,0,0,0,-0.0317538695694167,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450747545477153
X600015.CH.EQUITY,0,0,0.0511014613643081,0,0,0,0,0.44180180916591,0.017653520709083,0,0,0,0.173214984694457,0.00324751803881934,0,0.126248147179338,0,0,0,0,0.0141195641215684,0,0.214468333285508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957509335641965,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0747718541507571,0.507332203612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207237123313887,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.194223636380974,0,0,0,0,0,0,0,0.318860673798158,0,0.14765751166829,-0.0437355413488805,0.0398587648659469,0,0.0430225698242972,0,0,0,0,0,0,0,0,0,0,0,0,0.385318300127843,0,0,0,0,0,0,0.0109475748229653,0,-0.131814748331524,0,0,0,0,0,0,0,0.298487895192056,0,0,0.203853138078542
X601166.CH.EQUITY,0,0,0.161632145584733,0,0,0.109184439138582,0,0,0,0.277080940989993,0,0.0384154407272582,0,0,0,0,0,0,0,-0.0615401195397891,0,0,0,0,0,-0.152257666613285,0,0,0,0,0,0,0,0,0,0,0,0.000895762423223555,0,0.208057108797313,6.7762635780344e-21,0,0,0,0,0,0,0.235503756994238,0,-0.068630881598521
X601169.CH.EQUITY,0,-0.0436742316130403,0,0.991326857033616,0,-0.172430965232927,-0.114849886410991,0,0.0318819599304383,0,0,0,0,0,-0.00365086981859254,0,0,0,0,-0.0381933657480078,0,-0.122434160339998,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.00475161300974357,0,0.397760868961126,0,0,0,0,0,0,0,0,0,0.100058518809418,-0.057543073319782
X601229.CH.EQUITY,0,0.176459569354185,0,0,0,0,0,0,0,0,0,0.408155318823002,0,0,0,0,0,0,-0.0110654050506263,-0.0226699808584485,-6.93889390390723e-18,0,0,0,0.340696113284435,0,0,0,0,0,0,0,0.0904191807014335,0,0,0.0963113742430752,0,0,0,0,0,0,0,0,0,0.078798081127107,0,0,-0.108603222062382,-0.0777817546727657
X601288.CH.EQUITY,0,0,0,0,0,0,0.707148857701553,0,0,0,0,0,0,0,0,0,-0.312681618337296,0,0,0,0,0.109628768687086,0,0,0.205444219505249,0,0,-0.248005158631045,0,0,0,0,0,0.0425509276388768,-0.169385804554121,0,0,0.0944418557122176,0,0,0,0,0,0.274344996417583,0,0,-0.359481618404694,0,0,0.436577309218923
X601328.CH.EQUITY,0,0,0,0,0.015807135790484,0.626758123020883,0,0,0,0,0,0,0,0.0840472924619995,0,0,0,0,0,-0.0094339426822686,0,-0.446486912934867,0,0,0,0,0,0,0.0467252844611339,0,0,0,0,0,0.0164446669929946,0,0,0,0,0,0.217947071492782,0,0,0.0796787211342501,0,0,0.170669532733017,0,0,0.114922874450776
X601398.CH.EQUITY,0,0,-0.175782949083594,0,-0.127040014439153,0,0,0,0.814965178406923,0,0,0,-0.136285593958207,0,0,0,0.091030639727266,0,0,0,0,0,0,0,0,-0.082359934002273,0,0,0,0,0.25561685423156,0,0,0,0.121402086346432,0,0,0,-0.224259025021423,0,0,0,0,0,-0.0516641442489754,0,0.277085253929714,0,-0.194190086963463,0
X601818.CH.EQUITY,0,0,0,0.0926742738232663,0,0.120354905716743,0,0,0,0.214145823748398,0,0,0,0,0,0,0,0,0,0,0.303660272213154,0,0,0,-0.527772394624403,0.397177497161025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195868540270823,0.132945186583721,0.162920702841532,0.329437663357327,0,0,0,0,-0.194237918570494,0
