,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.300699215296727,0.127276076701059,0,0,0.257292667264249,-1.73472347597681e-18,0,0.0379178912722238,0,0,0,0.219709813501925,0,0,0.109957516877092,0,0,0,0,0,0,0,0,0,0.128170091091224,0,0,0,0.0404963915621937,0,0.0973367731414455,0,0,0,0,0,0,0,0,0,0.163395598066379,0,-0.126905383605014,0,0,0,0,0,-0.243273024809721,0
X002142.CH.EQUITY,0.095161206729918,0,0,0,0,0.439764610470046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656814175510579,0,0,0,0,0.174718345131669,0,0.145751896742646,0,0,0,0,-0.209972700370896,0,-0.0819545859834669,0,0,0.121511879471901,0,0,0,0,0,0,0.0413463013379756,-0.125350692729924
X600000.CH.EQUITY,0.0950819243167703,0,0,0.243115940003569,0,0.159529332127666,0,0,0,0,0.384755528127878,0,0,0,0,0,0,0,0,0.0566363812282907,0,0,0,0,0,0.113369878745859,0,0,0,0,0.0854880100524288,0,0,0,0,-0.0625339188905972,0,0.0638076090251382,0,0,0,0,0,0,0,0,0,-0.0933893538802914,0,0,0.128781150603331
X600015.CH.EQUITY,0,-0.0387597159498522,0,0,0.14158040337056,0,0,0.0877938119592059,0.0693968599295667,0,0,0,0.264291895825086,0,0,0.0371386283813703,0,0.004976605730701,0.0139632528042921,0,0,0,0.062893113387248,0,0,0,0.0825713674012017,0,0,0,0,0,0.231558574985267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.222243487658425,0.408230970151244,0,0,0,0,0.0808727821692321,0,0.157450254358523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251250359351002,0,0,0,-0.112183576589388,0.0801268854752852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101984410804787,0.0519649443173575
X600036.CH.EQUITY,0.230824519104574,0.0892638881037318,0.301753043490524,0,0,0,0.02633266053882,0,0,0,0,0,0,0,-0.0656925549186716,0,-0.0657409040713357,0.0372221367852725,0,0.0458561982096397,0,0,0.0592354307787809,0,0,0,0.0346345256309321,0,0.0388659095957548,0,0,0,0,0,0,0.225360301131341,0,0.0768498105478116,0,0,0,0,0.0489998365651282,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.4264922532557,0,1.73472347597681e-18,0,0,0,0,0.389781942161562,0.0288155684577535,0,0,0,0,0,0,0,0,0,-0.00195148526322943,0,0,0,0,0,0.00674321459452394,0,0,0,0,0,0.0498611245757535,0,0,0,0,0,0,0,0,0,0,0,0.0852560425754071,0,0,0
X601169.CH.EQUITY,0,0,0.352817468551417,0.328954140255831,0,0,0,0,0,0,0.248794195000741,0,0,0,0,0,0,0,0,0,0,0.0287950833766702,0,0,0,0,0.0248836179286049,0,0,0,0.00437790852765688,0,0,0.257046426795729,0,0,0,0,-0.0419188906166561,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.142753619365555,0,0,0,0.395752668179351,0,0,0,0,0,0,0,0,0.427635549954129,0,0,0,0,0.185444245099762,0,0,0,0,0,0.0215879283232125,0,0,0,-0.134599422498097,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,-0.0126246368758585,-0.00246478825347531,0,0,0,0,0,0.215988174681293,0,0,0.127831973619905,0,0.191012134319593,0.452999157952797,0,0,0.124344614460761,0,0,0,0,0,-0.00752048412904094,0,0,0,-0.132732073120553,0,0.0881370295728274,0,0,0,0,0,0,0.0501394620337958,0,0,0,0,0,0,0,0,0,0,-0.199795902566383,0.0111989432860327,0,0.076845998792914
X601328.CH.EQUITY,0,0,0.419492081463628,0,0,0.0609109969854089,0,0,0.0799155339227612,0,0,0,0.101104743130427,0,0.137996455689064,0.155934543047726,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337872604584227,0,0,0,-0.0747837027418991,0,0,0
X601398.CH.EQUITY,0,0.157101109575202,0,0,0,0,0,0,0,0.156544799423135,0.170946536600034,0,0,0,0,0,0.123546209367672,0,0,0,0,0,0,0,0,0.0212248144749456,0,0,0,0,0.0977379661437244,0,0,0,0,0,0.166070734899023,0,0,0,0,0,0,0,0,0,0,0,-0.0438699901181692,0.193485242307689,0
X601818.CH.EQUITY,0.455107105411274,0,0,0.426605203242271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445439227313421,0,0,0.00903296096969393,0,-0.170171851625225,0,0,-0.111298792366277,0,0.0899617036067235,0.0881747977560466,0,0,-0.0972933656432042,-0.0526840497129401,0,0,0,0,0,0.0601179072704281
X601939.CH.EQUITY,0.0914764467527934,0,0.0150187855006394,0,0,0,0,0,0.428275119787152,0,0.0937287577104158,0.410661653177907,0,0,0,0.0936174824824665,0,0,0,0.0257635834886551,0,0,0,0,0.0881906339839469,0,0,0,0,0,0,0,0,-0.107585155085205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879828243482483,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.282363983511962,0.179452554755668,0,0.175275791809054,0,0,0,0.0736960464033056,0,0,0,0,0,0,0,0,0,0,0,0,0.0739135785889947,0,0,0,0.251493983449653,0,0,0,0,0,0,0,0,0.115287806545409,0,0,0,0.0160032738191214,0,0,-0.00430668382039476
X601998.CH.EQUITY,0,0,0.150350309099581,0.242281071276213,0.426669201872598,0,0,0,0,-0.0113372847252073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098529113976818,0,0,0,0,0,0,0.097170942155195,0,-0.0249795699843457,0,0,0,-0.111313253778903,-0.0336037813576962,-0.0450328524204604,-0.0338375745679624,0,-0.0146119032554325
X601658.CH.Equity,0,0,0,0.441460766603933,0.764283686349142,0,0.350522816313835,0,0,0,-0.369127691184565,0,-0.368727606587629,0,0.171067798000859,0,0,0,0,0,0,-0.322380851710352,0,0.299318860427683,0,0,0,0.238848739445378,0,0,0,0,-0.230945692642307,0,0,0,-0.467096933624857,0.10489406686788,0,-0.0721891218514794,0.173503040783107,0,0.0923745543245547,0,-0.200775106915909,0,0,0,0,0,0.275626491846977
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566579035422791,0.0557828423909953,0,0,0,0.0251326721458706,0,0,0,0,0,0.034986355937588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128201762391613,0,0,0,0,0,0.135897014093433
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380719357214469,0,0,0,0,0,0,0,0,0,0,0,0.0752763935244255,0,0,0,0,0,0.0848142738476952,0,0.128237661692944,0,0,0.0072438881490409,0,0.291772119265408,0,0.0497008262740989,0,0,0,0.00922285899052608,0,0
X5.HK.EQUITY,0,0,0.286289888493839,0,0,0,0,0,0.100254505391352,0.19545962517053,0,0,0,0.0478009724031693,0,0,0,0.504363852129979,0,0,0,0,-0.136035627609389,0,0,0,0,0,0,0,-0.125433535624281,0,0,0,0,-0.0609462684488456,0,0,0,0,0.181503386493673,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0.0602876298032601,0,0,0,0,0.0433028064657114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477647626074903,0,0,0,0.016211425787131,0,0.031337136439651,0,0,0,0,0.110520646975999,0,0,0,0,0,0.0234631413481451,0,0,0,0,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0.192949789265563,0,0,0,0,0,0,0,0,0,0,0,0,0.216072265435061,0,0,0.58731869318885,0,0,0,0,0,0,-0.118247260657529,0,0,0,-0.0199488087169222,0,-0.00535787709111581,0,0,0.132687528046711,0.0265473842100592,0,0,0,0.0368443429991302,0,0,-0.0182294994162292,-0.0245792159201739,0,-0.0135031556593806
X300059.CH.EQUITY,-0.116857013210561,0.0742023164069083,0,0,0,0,0,0,0.0824327152289459,0.0184314692462669,0,0,0,0,0,0,0,0,0,0.116559321469389,0,0,0,0,0.570988505080021,0,0.0925390189057115,0,0,0,0,0,0.1834687848055,0,0,0,-0.162405817146822,-0.0276427366978935,0,-0.0283933461706213,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.00384282910468759,0,0,0,0,0,0,0,0,0,0,0,0.0695377542676928,0,0,0,0.409942207623993,0.00955430840358552,0,0,0,0,0.0554183611618526,0,0,0.020954258319973,0,0.0146573473426824,0.0310311523124666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0.029314290218262,0.0876133480618104,0,0,0,0,0.0832650682090481,0.076418202013075,0,0,0,0,-0.0474573696802124,0,0,0,0,0,0,0,0.767335180012121,0.0605820247501435,0,0,0,0,0,0,0,0,0,-0.0228401452524776,0,0,0,0,0.0327071713395266,0,0,0,0,0,0,-0.0470140256025456
