,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.129048725043349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109419300691856,0,0.501030380963947,0.390509974390816,0.0378676307084967,-0.216539674374241,0,0,0.170358952310893,0,-0.0766915515587967,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00186912555266223,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839231876863727,0,0,0,0,0,0.0163968831343676,0,0,-0.0558573306987907,0,0,0,0.0383709254074352,0.129400295677487,0,0,0,0.00265735896148943,0,0,0,0,0.0312112991583735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716288533599608,0,0,0.0065807880937682,0,0
X601288.CH.EQUITY,0,0,0.914499050844124,0,-0.09383757862415,0,0,0,0,0,0,0,0,0,0,0.0174348899258979,0,0,0.117678283145438,0,0.0577165113914997,0,0,0,-0.0679901963606605,0.00740135568270091,0.0283863440699272,0,0,0,0,0,0.0369460436937616,0,0,0,0,0,0,-0.0178297921453091,-0.084172579433992,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0
X601628.CH.EQUITY,0.014268956748948,0,0,3.46944695195361e-18,0,0,0,0,0,0.298150183829632,0,0.215871883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283044864161732,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.542751304814425,0,0,0,0,0,0,0,0,0.216560876756743,0,0,0,0.0423580181214675,0.120278356072835
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0,0,0
X601988.CH.EQUITY,0,0,0,0.00454729021215958,-0.138087347107683,0.0764198960477855,0,0.0506340425091029,0,0,0,-0.0201873730810551,0,0,0,0,0,0,0,0,-0.0422900908948917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108055679460011,0,0,0,0,0,0,0,0,1.05175942389928,0.00190881605953187,0
X1299.HK.EQUITY,0,0,0,0,0.120799543074245,0,0,0,0,0,0,0,0.0349242721901742,0,0,0,0,0,0,0,0,0,0,-0.0906278866945266,0.0695613018874864,0,0,0.110222498215249,0,0,0.201486889999571,0.389775817699506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754518536382051,0,0.0476245402085207,0,0,0.0849364384266312
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603242248415794,0,0,-0.303989014357202,0,0,0,0,0,0,0,0.187474201652773,0.53533525702418,0,0,0,0,0,0,0,0,0,0,0.072082941369887,0,-0.144131480785919,0,-0.0191718466762267,0,0.149291613948324,0,-0.161056614264237,0,0.101496574229272,0,0,0
X388.HK.EQUITY,0,0,0,0,0.329015196296892,0,0,0,0.0871320943552356,0,0,0,0,0,0,0,0,-0.242978567293101,0,0,0,0,0,0,0.476858284070053,0.220534702814943,0,0,0,0,0.016211007489998,0,0,0,0,0,0,0,0,0,0,-0.161031136143161,0,0,0,0.113671762114447,0,0,-0.0754305358268513,0,0,0.0744716722581572
X601658.CH.Equity,0,3.46944695195361e-18,0.241715379074697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291248351960264,0,-0.0750715914535541,0,0,0,-0.105549548662361,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342094691654582,0,0,0,0.522289685152812,0,0,-0.09882604012608,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0381932216847965,0,0,-0.0973599666216916,0,0.0826117099689208,0,0,0.207492664448906,0,0,0.0541101595483746,0,0,0,0,0,0,0,0,-0.0400283854835276,0.0825635184932637,0,0,0,0,0,0,0,0.152665961855544,0,0.175723522382569,0,0,0,0.197020756283466,0,0.0324878675592291,0,0.137411109372976,0,0,0.0506007119034286,0,0,0,0,0
