,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.102722039910491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404547670542416,0.375504240967361,0.00763629109632999,0,0,0,-0.083239163643625,0,0,0.274777782198618,0,0,0,-0.289705280994459,0,0,0,0,0,0,0.0289110484558381,0,0,0,0,0,-0.289003176376531,0,0.0689391996897619,0
X601318.CH.EQUITY,0,0,0,0,0,0.185644009953535,0,0,0,0,0,0,0,0,0,0,0,0.0532199487152397,0.0939353621098084,0,0,0,0,0,0,0,0,0.0199549474211488,0,0.0687502677908277,0.00416758173208047,0,0,0,0,0,0,0.232605276501998,0,0,0,0,0,0,0,0,0.0759764401390574,0,0,0.217929728170683,0,0.105664709252582
X601939.CH.EQUITY,0,0.00324660975561392,0,0.813509187963196,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0312625679767715,0.123248542111128,0,0.02557126613019,0,0,0,0,0,0,0,0.0262655281575575,0,0,0,0,0.030026584421396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143442101378662,0,0,0.0117275001024571
X601288.CH.EQUITY,0,0,0.883182538601278,0,-0.115942205960951,0,0,0,0,0,0,0,0,0,0,0.0459166280480717,0.0407270316009961,0,0.157911318587066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120024710086164,-0.108586232222911,0,0,0,0,0,0,0,0,-0.0355727697725489,0,0.0176405272693141,0
X601628.CH.EQUITY,-0.0105326111450755,0,0,0,0,0,0,0,0,0.0395579382244896,0,0.408236251690061,0,0,0,0,-0.02981543924174,0,0,0,0,0.12534768109319,0,0,0,0,0,0,0,0,0,0,0,0,0.485408713268344,-0.127015825450503,0,0,0,0,0,0,0,0,0.0103198195303384,0.087265846664604,0,0,0,0,0,0.0902286503866986
X600036.CH.EQUITY,0,0,0.38756970302016,0,0,0,0,0,0.00873220526815972,0,0,0,0,0,0,0,0.122234379569775,0,0,0.00563909383267591,0.0203087211347829,0,0,0,0,0,0.191206635642187,0,0,0,0,0.168400197954022,0,0,0,0,0,0,0,0,0,0,0,0.0250187576545952,0,-0.00890247187758202,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0682178253968087,0.128617086955617,0,0,0,0,-0.0387988893694415,-0.0669203928416894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110261860939334,0,0,0,0,0,0,0,0,-0.0362316940812747,1.06249527638027,0.0224918344628412,0
X1299.HK.EQUITY,0,0,0,0,0.238574435245335,0,0,0,0,0.199871858584128,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219005271508087,0.0574559418899518,0,0.411228424117451,0.192620439729913,0,0.115974511102357,0.167342318765974,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.0941909595985764,0.078462937507978,0,0,0,0,0,-0.0377970151529663,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357109256411702,0.283549017391716,0,0,0,0,0,0,0,-0.223685908604494,0,0,0,0,0,0,0,0,0.0331501942242138,0,0,0,0,0.365829024880121,0,0,-0.0325849617556725
X388.HK.EQUITY,0,0,0,0,0.284776528883014,0,0,0,0.105532749021913,0,0,0,0,0,0,0.0939892999465504,0,-0.391664980442373,0,0,0,0,0.278339786582,0,0.206987268667241,0,0,-1.38777878078145e-17,0,0,0.00377070177673121,0,0,0,0,0,0,0,0,0,0,0,-0.170582619685383,0,0,0.220771856678043,0,0,0,0,0,0.06852071843756
