,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.265730670330861,0.0561248332888334,0.0021794789544742,-0.0128220346804848,0,0.460851421533657,0,0,0,0.0546275174007035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903353972342358,0.0329391435231543,0,0,0,0,0,0,0,0,0,0,0.0856198080533072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.241622645473853,0,0,0,0,0,0.103160240243487,0,0,0,0.0601606661768911,0,0.0310566055519409,0,0,0,0,0,0.177517350997351,0,0,0,0,0,0,0,0,0,0,0,0.0437338364387705,0,0,0,0,0.109902305199333,0,0,0,0,0,0,0.0269656957506168,0,0,0,0,0,0,0.102049892460009
X601939.CH.EQUITY,0.365690760059227,0.203242567304901,0,0,0,0.0259783250931025,0,0.266206057676594,0,0,0,0,0,0,0,0,0.0822021213403723,0,0,0,0,-0.204052322716927,0,0,0,0,0,0,0.0193902882586197,0,0,0,0.197802752801274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172778247730927,0,0.0690795937629478
X600036.CH.EQUITY,0,0,0,0,0,0.02868523130859,0.163119167891484,0.0520411889354827,0,0,0,-0.148846176464052,0.168949058735211,0,0,0.0659766309574271,0,0,0,0.149421633564092,0,0,0,0,0,0.0691173160340327,0.251594540719822,0,0.0195392128990406,0.0398450200083614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406934576729953,0,0.0347521558231557
X601288.CH.EQUITY,0,0,0.0210675764924738,0,0,0.0857949099134564,0,0.471345531558318,0,0,-0.0902881309599418,0.145115956271729,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376047431074988,0,0,0,0.0329544662298783,0,0,0,0,0,0,0,0,0,0,0,0.0731942704895254,0,0,0,0.0520542799828864,0,0,-0.0233242411713946
X601628.CH.EQUITY,0.0889481965069354,0,0,0,0.0457914575188458,0,0,0,0,0,0,0.0493996021517568,-0.0773266024641422,0,0,-0.229047292563957,0,0,0,0,0,0,0,0,0,0,-0.0201453927073228,0,0,0,0,0,0,0.105086489107436,0.602978643299434,0,0,0,0,0.00273762133035408,0,0,0,0,0,0,0,0,0,0,-0.00188892060289554,0.189158673548179
X1299.HK.EQUITY,0,0,-0.207143134207739,0,0,0,0,0,0,0,0.106526193411521,0,0,0,0,0,0,0,0,0.0197923996319858,0,0,0.112593502979405,0,0,0,0,0,0,0,0,0,0.17158801401572,0,0,0,0,0,0.0932205468159013,0.157448038153562,0.0651911107119637,0,0.296064430527172,0,0,0,0,0.298609241066543,0,0,0,0
X601988.CH.EQUITY,0.0404263763796261,0,0.0903317151325886,0,0.358094349819992,0,0,0,0,0,0,0,0.20961526766328,0,0,0,0.150797168718869,0,0.0179449199074846,0,0,0,0.00951161356422569,0,0,0.0265826436025931,0,0,0,0,0.125467978257872,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.106459481935207,0,0,0,0,0,0,0,0,0,0,0,-0.120712839044079,0,0,0,0,0,0,0.22904330489924,0,0.179657016537893,0.13064858707314,0,0,0,0,0,0,-0.0101361603785213,0,0.0782287102325924,0,0,0,0,0,0.217036503958401,0.067167916457093,0,-0.0392437923874137,0.247173018966989,0,0.00718123146459973,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0570933989790374,-0.0105964866078593,0,0,0,0,0.0785734909790444,0.111083324670258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186768930401315,0.0800106875624907,0.414125672134708,0,0,0,0,0,0.010522184114342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0824903033833147
