,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.394560568827396,0.0290044403746057,0,0,0,0,0,0,0,0.226511230770645,0,0,0,0,0,0,0,0,0.108253319651406,0,0,0,0,0,0.0667171286921026,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571043646543511,0,0,0.00124111543315647,0,0,0,-0.131388184145841,0
X601939.CH.EQUITY,0.450682492873382,0,0,0.146982212890975,0,0,0,0,0,0,0.146368777469719,0,0,0,-0.0772935784682445,0,0,0,0,0,0,0,0,0,0,0.187584145393803,0,0,0,0,-0.0204778093119856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00746505757875062,0.0773775713595911,0.00243730939269822,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295774753065421,0.0947996911956048,0,0,0.175304804088625,0,0,0,0,0,-2.16840434497101e-19,0,0,0.189308944605218,0,0,0,0,0,0,0,0.0473632369746883,0,0,0,0,0,0,0,0,0,0,0,0.123161659609857,0,0,0,0,0,0,0,0,0.000567412300853051,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.37961703174096,0,0,0,0,0,0.243835818284077,0,0,0,0,0,0.227704785029921,0,0.128946298047296,0,0,0,0,0,0,0,0,0,0.0630751501867547,0,0,0,0,0,0,0,0,-0.490026690215929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315615452748641
X600036.CH.EQUITY,0,0.0656304999878297,0,0,0,0,0,0,0,0,0,0.165118921233576,0,0,0,-3.46944695195361e-18,0,0,0,0.245359287405869,0,0.0119752069098123,0,0,0,0,0,0,0,0,0,0.322924724311652,0,0,0,0,0,0,0,0,0.083381898704945,0.0375249621436531,0,0.0964015727858568,0,0,0,0.0470245118511264,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.177715626751535,0,0,0,0.135920680914752,0.0267879504529496,0.0365318588197171,0.245459722081436,0.0572854204271881,0,0.0268401863155495,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228239293255847,0,0,0,0,0,0,0.076848601028782,0,1.73472347597681e-18,-0.167089627362451,0.0627443843637917
X601658.CH.Equity,0,0,0,1.38777878078145e-17,0.301782840874916,0,0,0,0,0,0,0,0,0.23828571568455,0,0,0,0,0,0,0.226740394461932,0,0,0,0,0,0,0,0.071144207369365,0,0,0,0,0,0,0,0.00586856511767195,0.112651405737333,0,0,0,0,0,0,0,0,0,0,0,0.230680106561963,0,0
X601328.CH.EQUITY,0.403385135768762,0,0,0.205364052100003,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.152087762932364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246845944679832,0,0,0.0472448087381098,0,0,0,0,0,0,0,0,0,0,0,0.0390486901644506,0,0,0.00866066432169734,0,0,0.0458999803040144,0
X601166.CH.EQUITY,0,0,0,0,0,0.42334625941097,0,0,0,0,0.0548724832207624,0,0,0,0,0,0,0.0543650431111698,0,0,0,0,0,0,0,0,0,0,0,0.233864819148216,0.00515802499069965,0,0,0,0,0,0,0,0,0,0,0,0.021423895120673,0.0333173974735133,0,0,0,0.0566163279220832,0,0.103446026574717,0,0
X388.HK.EQUITY,0,0,0.428579503966284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881871049848319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455441129812289,0,-1.73472347597681e-18,0,0,0,0,0,2.16840434497101e-19,0,0,0.00596464924726688,0.00137053905476292,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.143537893567837,0,0,0.12218890493395,0,0,0,0,0,0,0,0.28944596067859,0,0,0,0,0,0,0,0,0.0497755113770174,-1.73472347597681e-18,0,0,0,0,0,0,0.15298370692551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245400882831385,0.00161627457014696,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231878674686111,0,0,0,0.324122354292074,0,0,0.42893660582719,0.0199329655266972,0,0.0567986061853512,0.119822909803093,0,0,0,0,0,0,0,0,0,0.0224323676727041,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365689307107203,0,0,0,0,0,0,0.256794365819031,0,0,0,0,0,0,0.00359421394639317,0,0.21492102651306,0,0.26746038435563,0.0565289016977463,0,0.0691472463272399,0.0807036982070085,0,0,0.010000767553538,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.00812293046525271,0,0.26434712884252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197469739450135,0,0,0.0495284386758996,0,0,0,0.0212254164697522,0,0,0,0,0,0.395005993215554,0,0,0,0.156795494252572,0,-0.1356226813276,0,0,0,0,0,0,0,0,0,0.00832295245675042,0
X000001.CH.EQUITY,0,0,0.28411558382941,0,0,0,0,0,0,0.115409845699183,0,0,0,0,0.10090011348445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627139667796682,0,0.184995733949828,0.128351247904419,0,0,0,0,0,0.0747390813467832,0,0,0,0,0,0,0,0,0,0,0.110586799445199,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.0103752790297086,0.135423948941839,0,0,0,0.10933674021678,0.11999838515804,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.299988191657622,6.93889390390723e-18,0,0,0,0,0,0,0.22783519242439,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0
