,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0.032403786011301,0,0,0,0.395016659308894,0,0,0,0,0,0,0,0,0,0,-0.115200973786814,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.231351981779603,-3.46944695195361e-18,0,0.160299903890819,0,0,0,-0.0517954030046966,0.270133287726649,0,0,0,0,0,0,0,0,0,0,0.0972746555214445,-0.165428629615275,0,0,0.052199244076598,0
X601939.CH.EQUITY,0.190784033177756,0,0,0.344750700939505,0,0,0,0,0,0,0,0.0345492685921144,0,0.213492454974272,0,0,0,-0.120211744359097,0,0,0,0.0587964337217665,0,0,0,0.222440049221845,0,0,0,0,-0.105767279228025,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389220749626911,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0
X601288.CH.EQUITY,0,0.632021422605431,0,0,0.16030201558888,0,0,0,0,0,0.0134954896194741,0,0,0.0166258541188655,0,0,0,0,0,0,0,0.122987479103088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113444401063054,0,0,0,0,0,-0.0428096361385434,0
X601988.CH.EQUITY,0.019139603289926,0,0,0.329772562368327,0,0,0,0,0,0.350726926634961,0,0,0,0,0,0.0438057064563439,0,0.232117178596599,0,0,0.10579873432816,0,0,0,0,0,0,0.0753076505813582,0,0,0,0,0,0,0,0,0,0,-0.52409809941066,0,0,0,0,0.0382801304525146,0,0,0,0,0,0,-0.259809737658145
X600036.CH.EQUITY,0,0.205893992015828,0,0,0,0,0,0,0.154206924613582,0,0,0,0.137552055769893,0,0,0,0,0,0,0,0,0,0.0855328626371645,0,0,0,0,0,0,0,0,-0.0124448331550625,0.00384402477170824,0,0.306068796405342,0,0,0,0,0,0.058278568646673,0,0,0,0,0,0.0189160529315624,0,0.0658870228808785,-0.0209518656985875,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.121530021836278,0,0,0,0,-0.166118062456002,0,0,0,0,0,0.00946966630758136,0,0,0,0,0,0.0488525809155617,0.372040341302388,0,0,0,0,0.0619438672317196,0,0,0,0,0,0.0495590937763093,0.0790945003650495,0,0,0,0,0,0.0486200745367703,0,0,0,0,0,0.0630709883542085,0.21030652616605,0,0
X601658.CH.Equity,0,0.0718888070160484,0,0.100891232186856,0.0396023662081482,0,0,0,0,0,-0.0322274765389327,0,0,0,0,0,0,0,0,0.267327381078394,0.188593758103482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289455662192271,0,0.0959379833309264,0,-0.134113849089932,0,0,-0.0791382107926753,0,0,0,0,0,0,0
