,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.117233729943186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727817183556684,0,0.425825656183037,0.370067590257449,0.0625190710160122,-0.248586370332796,0,0,0.165460186803166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533102317670987,0,0,0,0,0,0,-0.0207180547129824
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232374258331,0,0,0,0,0,0.0163954390293744,0,0,-0.0558581236389397,0,0,0,0.0383736791748609,0.129397583961317,0,0,0,0.00265665305386663,0,0,0,0,0.0312138052649532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716280788967789,0,0,0.00658136428795124,0
X601288.CH.EQUITY,0,0,0.899737412303952,0,-0.110149507263033,0,0,0,0,0,0,0,0,0,0,0.0155174241792259,0,0,0.19867630739198,0,0.06846723880202,0,0,0,-0.0590682837215167,0,0.0159582764379417,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184516015580175,-0.0820111059468201,0,0,0,0,0,0,0,0,0,-0.0295706354338348
X601628.CH.EQUITY,0.0183509069037433,0,0,3.46944695195361e-18,0,0,0,0,0,0.245883561600492,0,0.253524933627393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111636902768674,0,0,0,0,0,0,0,0,0,0,0.556083810273741,0,0,0,0,0,0,0,0,0.286672767762797,0,0,0,-0.0241145368892505
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00285016660836145,-0.13662503916456,0.0795766930477863,0,0.0507711402408426,0,0,0,-0.0218380584694262,0,0,0,-0.000937570121032116,0,0,0,0,-0.0422762470910042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108783776057407,0,0,0,0,0,0,0,0,1.05214549174971,0
X1299.HK.EQUITY,0,0,0,0,0.102992216277116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750054035078086,0.203098895343754,0,0,0.0110298633753949,0,0,0.253764689450421,0.248099537256411,0,0,0,0,0,0,0,0,0,0,0.212579986477962,0,-0.0841656183268051,0,0.0895329000157343,0,0.0395854224778506,0,-0.0709159063010656
X5.HK.EQUITY,0,0,0,0,-0.00869280249384538,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311310988588717,0,0,0,0,0,0,0,0.180741273384503,0.52393481380943,0,0,0,0,0,0,0,0,0,0,0.0495068401145354,0,-0.100906381954519,0,0,0.0502123845768129,0.133729482439157,0,-0.133813415701659,0,0.043676084616065,0,0
X388.HK.EQUITY,0,0,0,0,0.254563914863341,0,0,0.0284095227627964,0.0496350211004646,0,0,0,0,0,0,0,0,-0.252469008202496,0,0,0.16616541700222,0,0,0,0.447228811340967,0.197792041540209,0,0,0,0,0.116735224326758,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,-0.0414083565928107,0,0,0,0,0,0,-0.147340846886122,0,0
X601658.CH.Equity,0,-3.46944695195361e-18,0.241716160002219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291245524789586,0,-0.0750717324499696,0,0,0,-0.105548483864047,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0342099890875854,0,0,0,0.522286825094132,0,0,-0.0988248786197311,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0454410202792671,0,0,-0.11326432620488,0,0.0883170994074238,0,0,0.238754039911631,0,0,0.0659587793977237,0,0,0,0,0,0,0,0,-0.0418515330705379,0.0760862566479233,0,0,0,0,0,0,0,0.0701615153225215,0,0.216229055543539,0,0,0,0.179445839027432,0,0.052700878961867,0,0.0862898478483607,0,0,0.0659816502149211,0,0.0590122510075143,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0609768722062853,0,0,0.0456744085641487,0,0,0,0.732812355655699,0,0,0,0.0077815930418037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00308783279689294,0,0,0,0,0,0,-0.0557598312005937,0,0.141096616550126,0,0,0.0476502264808588,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0998778912007614,0.222296857326529,0.0378033307710468,0,0,0.0441160572610001,0,0,0,0,0,0.0404207090564097,0,0,0,0,0.072525867538027,0,0,0,0,0,0,0,0,0,0,0.127922686941727,0,0.00882115950798459,0,0,0.0415427532858056,0.00797238577047071,0,0,0,0,0,0,0,-0.0295474537916092,0,0,0.405401828088099,0
X601328.CH.EQUITY,0,0,0,0.0463282637529827,0,0.112010969597157,0.0205375412987349,0,0,0,0,0,0,0,0,0,0.0289539677838956,0,0,0,0,0.373208389137577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250139084257287,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.27101739964209,0,-0.051104590192441,0,0,0,0.0398358707712056,0,0,0,0.142376939460046,0.0565001694503043,0,0,0,0,0,0,0.10990333614771,0,0,0,0,0,0,-0.125388064734458,0,0,0,0,0,0,-0.00262757920867148,0.11914201156687,0,0,0,0,0,0,0,0.0164796132703468,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.330311000920507,0,0,0.207618260358089,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0600895212888041,-0.165060906676719,0,0,0,0,-0.0667609763583704,0,0,0.0542369333245437,0,0.31048105361341,0,0,0,0,0,0.644596947490503,-0.128898726298564,0,0,-0.0248132281794497,0.0807920723604133,0,0,0.191459400593543,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.384697987428599,0,0,0,0,0,0,0.0094599831000727,0,0,0,0.035899684205196,0,0,0,0,0.0190387748809809,0,0,0,0,0,0,0,0,0.0773566289468022,0,0,0,0,0,0,0,0,0.25026633021411,0,0,0,0.123272870207261,0.0286446982924052,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.185987191999726,0,0,0,-0.051354226503428,0,0,0,0,0,0,0,0.161794513636018,0,0,0,0.0133829068378961,0,0,0,0.0699879222964902,-0.0214221573907145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110227656987301,0,0,0.0721674528088187,0,0,0.264301720838149,0,0,-0.111147866886377
X601601.CH.EQUITY,0,0,0,0,0.371884405093691,0.0998594863921236,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.295036880053735,0,0,0,0.0664534228401935,0,0,0,0,0.0569637283475315,0.0815381766711086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337276777574606,0,0,-0.182468831445501,0,0,0,0
