,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.399703564941543,0.00711802437887455,0,0,0,0,0,0,0,0.227089303536442,0,0,0,0,0,0,0,0,0.120471404242539,0,0,-0.00612701331177155,0,0,0.0741343071697339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00853372812593314,0,0,0,0,0.00380329297757334,0,0.0553431170830206,1.73472347597681e-18,-0.129920038197963,0,0
X601939.CH.EQUITY,0.476239576483687,0,0,0.156154733629196,0,0,0,0,0,0,0.137377489562686,0,0,0,-0.0409690587658329,0,0,0,0,0,0,0,0,0,0,0.182769203147121,0,0,0,0,-0.0501447321313961,0,0,0,0,0,0,-0.0169329485561892,0,0,0,0,0,0,0,0,0,0,0,0.055372500641086,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297095318582358,0.0952976978555033,0,0,0.174401328600238,0,0,0,0,0,0,0,0,0.189410831447966,0,0,0,0,3.46944695195361e-18,0,0.0453017993217744,0,0,0,0,0,0,0,0,0,0,0,0,0.121981803725623,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379226129749172,0,0,0,0,0,0.333083608912383,0,0,0,0,0,0.21184576494496,0,0.137118254357576,0,0,0,0,0,0,0,0,0.0686222835726687,0,0,0,0,0,0,0,0,0,0,-0.50548651056126,0,0,0,0,0,0,0,0.0115126468232031,0,0,0,0,0,0.310937548933919,0
X600036.CH.EQUITY,0,0.0272848103637392,0,0,0,0,0,0,0.011258595000816,0,0,-0.0318547204289557,0.187639844646744,0,0,0,0,0.122803343775814,0,0.182217208641057,0,0,0,0.0750439154190655,0,0,0,0,0,0,0,0.351360497961457,0,0,0,0,0,0,0,0,0,0.0307349391962516,0,0.151299315363827,0,0,0,0,0,0,-0.008071647118113,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.161896746869977,0,0,0,0,0.154104681993487,0,0,0.271726681398752,0,0.0623252246339424,0,0.00872809599175634,0,0,0,0,0,0,0,0,0.00168677569419872,0,0,0,0,0,0,0,0.222421863951562,0,0,0,0,0,0,0.105869440454597,0,0,-0.147446549370712,0.0474655740457742,0
X601658.CH.Equity,0,0,0,0,0.136052269553871,0,0,0,0,0,0,0,0,0,0,0,0,0.26825656058503,0,0,0,0.0280139364114257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323451077250793,0,0.164185218773377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.33426920955507,0,0,0.300760897851968,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.115709027773852,0,0,0,0,0,0,0,0,0.0408529461713279,0,0,0,0,0.184469805674458,0.0107514962077327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920849299418256,0,0.0642601002957837,0,0
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0537939136682771,0,0.313732088701656,0,0,0,0.0254738922092871,0,0,0,1.73472347597681e-18,0,0,0,0.0244293593625412,0,0,0.0291433079542449,0,0,0,0,0,0,0,0,0.230866179162353,0.0591969292671328,0,0,0,0,0,0,0.0087110104340294,0,0,0.0344541335839052,0.0386170528481492,0,0,0,0,0,0.0851509938416946,0,0.141925526093581,0,-0.00159719996528587,0
X600000.CH.EQUITY,0.109284796605972,0,0,0.146152279863787,0,0,0.0183347625290117,0,0,0,0,0,0.287708566764088,0,0,0,0,8.67361737988404e-19,0,0,0,0.0652626638080254,0,0,0,0,0,0,0.129896685961643,0,0,0,0,0,0,0,0,0,0,0,0,0.025986878240033,0,0.0115419216480881,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722863996582193,0,0,0,0,0,0,0,0,0,0,0.304543523681961,0.0607872975780391,0,0.0225604863677035,0.372610865659441,-1.0842021724855e-19,0,0.00769882321562045,0,0.0470928197780152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367055308640485,0,0,0,0,0,0,0.257163757786756,0,0,0,0,0,0,0.00359749432366722,0,0.213524036713933,0.267860990839417,0,0,0.0569001171387246,0.0693129406473103,0.0806823978824966,0,0.0100011728472673,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348179525733884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201518611122859,0,0,0,0,0,0,0,0.0485799664599788,0,0,-0.0615343680950371,0.01971030657733,0,0,0.285008924182021,0,0,0.139832660797705,0,-0.0785270936274748,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.353760622438277,0,0,0,0,0,0,0,0,0,0,0,0.120124110795163,0,0,0,0,0,0,0,-0.00872231630897136,0,0,0,0,0,4.33680868994202e-19,0,0.0751723546631618,0.320398987014404,0,0,0,0,0.130475054430474,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440824035882991,0,0
X688.HK.EQUITY,0,0.268161387839319,0,0,0,0,0,0.121410199082508,0,0,0,0,0,0.0924696249327454,0.07289961702544,0,0,0,0,0,0,0,0,0,0,0,0,0.237662009980741,0,0,0,0,0,0,0,0.121730602510247,0.0537329075313923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.00688535288162266,0,0.765486491869726,0,0,0,0,0,0,-0.103263010338645,0,0,0,0,0,0,0.0963816186412469,0,0,0,0,0,0,0,0,0,0.0399704166020646,0,0,0,-0.0506593728837354,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0631517793185396,0
X600016.CH.EQUITY,0.0488514743766968,0,0,0.115396673810162,0.0464550768979965,0,0,0,0,0,0.327387819312434,0,0.072367480789682,0,0,0,0.17973164162607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387803700140936,0,0,0,0,0,0,0,0,0,0,0.125845523617744,0,0,0,0,0.0758923639666597,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.106540135148359,0,0,0,0,0,0,0.0137402357328014,0,0,0,0,0.0023991494663436,0,0,0,0,0,0,0,0,0,0,0,0.109355554398171,0.0815501246391989,0,0,0,0,0,-1.38777878078145e-17,0.34777349472418,0,0.087775045830666,0.0269439946887508,0,0,0,0.175975621927219,0.00256432264332397,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.205039113058872,0,0,0,0,0.0843432797015012,0,0,0,0,0,0,0,0,0,0,0,0.443507331306841,0,0,0,0,0,0,0,0,0,0,0,0.144401074593421,0,0,0.0744799803539967,0,0,0,0,0,0,0.0726147554327164,0,0.023814441283399,0,0,-8.67361737988404e-19,0,0
X11.HK.EQUITY,0,0,0,0,0,0.079227837782293,0.110857374146074,0.283673567576649,0,0,0,0,0,0,-0.0345219291392689,0,0,0,0,0.126616735534429,0,0,0.440739057213072,0,0,-0.0150511991788445,0,0,0,0,0,0,0.0944209549771818,0,0,0,0,-0.13386097666529,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0420480570534861
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0608624972729378,0,0,0,0,0,0,0.523870116188354,0,0,0,-0.0130694989696316,0,0,0,0,0,0,0,0,0.091653587015715,0,0,0,0,0,0.285618236642819,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.0235313720096639,0,0,0,0.0277568364663802,0,-0.091052339567381,0,0.00700416395775067
X601998.CH.EQUITY,0,0.277641320882932,0,0,0.0771035709376682,0,0,0.0280781166625781,0,0,0.047905658775721,0,0,0.185926403765975,0,0,0,0,0,0,0,0,0,0,0.0308327510743624,0,0,0,0,0.08928741649793,0.066579807244139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280486378855052,0.0936575675801445,0,0,0,0.0340696070361047,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211807638462884,0,0,0,0.111859226497135,0,0,0.276746787479535,0,0,-0.0297764538017378,0,0,0.295590559910387,0,0,0,0,0.141788968702837,0,0,0,0,0.0424897071566727,0,0,0,0,0,0,0,0,-0.210591145826636,0,0.0570278391297384,0.0939926610060712,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.221351688719893,0,-0.006973634950291,0,0,-0.153488543534306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593779856226753,0,0,0,0,0.0937587455365016,0,0,0.00121542001279174,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00611624221927288,0,-0.103006845056923,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310938019009479,0,0,0,0,0,0.0631645161736124,0.024709369771783,0,0,0.444819810069871,0,0,0,0,0,0.0890541953989775,0,0,0,0,0,0,0.036205670473482,0.0496859429667752,0,0,0,0,0,0,0.237572180424975,0,0,0,0.0287518877275889,0
