,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.112173349322938,0,0.0427224671904011,0,0,0,-0.0853147121643934,0,0,0,0.504065227350238,0,0,0,-0.0611979153384732,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0404887582678907,0,0,0,0,0,0,0,0.0836697992954172,0,0,0,0,0,0.21901319307638,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0,0
X601939.CH.EQUITY,0.328696770995829,0,0,0.292479383323063,0,0.089246569747781,0,-0.0475369311829989,0,0,0,0,0,0,0.136763732794358,0.0323139128184059,0,0,0,0,0,0,0,0.0719132248987429,0,0,0,0,0,0,0,-0.0111866499809499,0,0,0,0,-0.108556176778797,0,0,0.333890119374156,0,0,0,-6.93889390390723e-18,0,0,-0.0403609790857172,0,0,0.0117959046380437,0,0,0
X601288.CH.EQUITY,0.475154824731876,0,0.0906732925797749,0,0,0.183005729027396,0,0,0.0303538644107193,0,0,0,0,0,0,0,0.0352907461035777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17755577386777,0,0,0,0,0,0,0,0,0.144374456281646,0,0,0,0.0522735497833819
X5.HK.EQUITY,0,0,0.060874740107107,0.233640691696308,0,0.127526459783997,0,-0.398750838992257,0,0,0,0,0.107384554130333,0,0,0,0,0,0,0,0.4130517967116,0,0,0,0,0.490696178033984,0,0,0,0,0,0,0,0.100024482768608,0,0,0,0,0,0,0,0,0,0,-0.189716454023076,0,0.119112636823167,0,-0.00517614542600943,-0.000621489105760333,0,0,-0.00670694241730673
X601988.CH.EQUITY,0.230280745781976,0,0.220344007741861,0,0,0,0,0,0.100761550520582,0,0.0814030101970596,0.0861493966179213,0,-0.294429526685539,0,0,0,0,0,0,0,0,0.0377005832775065,0.237352543926762,0,0,0,0.117239569705747,0,0,-0.0367485718163035,0,0,0,0,0,0.00891552023924487,0,0,0,0,0,0,0.0934289053112824,0,0,0,0,0,0,0,0.0462951409473943,0
X600036.CH.EQUITY,0,0,0,0,0.108607062006526,-0.0512716791309887,0,0.255986977653512,0,-0.0451051731196239,0.0108253400451965,0,0.346772831703369,0,0.244803103232396,0,0,0,0,0,-1.38777878078145e-17,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.076725825173539,0,0,0.0831245869002857,0,0,0,0.123690610985056,0,0.0386109577604706,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.111580115002323,0.340726408503819,0,0,0.251789997143848,0,0,0,0,0.0630115818093178,0,0,0,0,0,0,0,0.0834223162585774,0.0806435883366112,0,-0.117509008286357,0,0,0,0,0,0,0.0615719229504804,0,0,-0.123128021298044,0,0,0,0,0,-0.0754669488689715,0,0,0,0,0,0.00482469214009801,0,-0.0572691695912315,0,0,0,0,0,0,0.0934766566679893,0.148426633890769
X601658.CH.Equity,0,0,0,-0.00346213858565796,0,0,-0.280078890199872,0,0,0,0,0,0,0,0,-0.0924203132289876,0,0,0,0,0,0,0,0.507069388002464,0,0,0,0.225808601903866,0,0,0.212022517127371,0,0,0,0.0344653105011666,-0.440342098205522,0,0.281453196465266,0,0,0,-0.063235169909506,0,0,0,0,0,0,0,0,0,0,-0.507970717829131
X601166.CH.EQUITY,0,0,0.0265827394930675,0,0,0,0.447801021795628,0,0,0,0,0,0,0,8.67361737988404e-19,0.247133833805411,0,0,0,0,0,0,0,0,0,0,0,0,0.0484461887782821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177314764145737,0.00864050225752325,0,0,0,0,0,0
