,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.125975252068014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398478737888907,0.311151786874425,0.00942994026244503,0,0,0,-0.0860067287809016,0,0,0.273942352464183,0,0,0,-0.272271783955981,0,0,0,0,0,0,0.0183051498300857,0,0,0,0,0,-0.268299332011284,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.185644009953535,0,0,0,0,0,0,0,0,0,0,0,0.0532199487152397,0.0939353621098084,0,0,0,0,0,0,0,0,0.0199549474211488,0,0.0687502677908277,0.00416758173208047,0,0,0,0,0,0,0.232605276501998,0,0,0,0,0,0,0,0,0.0759764401390574,0,0,0.217929728170683,0,0.105664709252582,0
X601939.CH.EQUITY,0,0.00324583028382126,0,0.813508423139754,0,0,0,0,0,0,0,0,0,0,0,0.0312626590066137,0.123248613059051,0,0.0255716577102587,0,0,0,0,0,0,0,0.0262664563213405,0,0,0,0,0.0300266645555333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014344291570656,0,0,0.0117272442432462,0
X601288.CH.EQUITY,0,0,0.883165038207662,0,-0.115934242029912,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0459180429071927,0.0407278593590441,0,0.157918656356793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120049779289005,-0.108596504561729,0,0,0,0,0,0,0,0,-0.0355745327568289,0,0.0176400818181981,0,0
X601628.CH.EQUITY,-0.0105326111450755,0,0,0,0,0,0,0,0,0.0395579382244896,0,0.408236251690061,0,0,0,0,-0.02981543924174,0,0,0,0,0.12534768109319,0,0,0,0,0,0,0,0,0,0,0,0,0.485408713268344,-0.127015825450503,0,0,0,0,0,0,0,0,0.0103198195303384,0.087265846664604,0,0,0,0,0,0.0902286503866986,0
X600036.CH.EQUITY,0,0,0.408792768371138,0,0,0,0,0,0.0248230589317195,-0.00639779235403669,0,0,0,0,0,0,0.106788623665462,0,0,0.00488779333019886,0.012687406228952,0,0,0,0,0,0.191709763980057,0,0,0,0,0.123094184835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0682174993771983,0.128619389419496,0,0,0,0,-0.0388011226962581,-0.0669216567904255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110260605723759,0,0,0,0,0,0,0,0,-0.0362324652013255,1.06249488543135,0.0224909208782313,0,0
X1299.HK.EQUITY,0,0,0,0,0.23857644026149,0,0,0,0,0.199871442189681,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219006379326277,0.0574577856829358,0,0.411227687345421,0.19261901753911,0,0.115974795424918,0.167342459960555,0,0,0,0,0,0,0,0,0,0,0,0,-0.0941917022519362,0.0784641443617461,0,0,0,0,0,-0.0377947747862885,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357148920443499,0.283514146246591,0,0,0,0,0,0,0,-0.223683120153774,0,0,0,0,0,0,0,0,0.0331799653971201,0,0,0,0,0.365829770450309,0,0,-0.032565120867397,0
X388.HK.EQUITY,0,0,0,0,0.278632097281112,0,0,0,0.08918938313346,0,0,0,0,0,0,0.101405516863281,0,-0.389604325202136,0,0,0,0,0.271367278935234,0,0.221026154402979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165307205706826,0,0,0.219793627447143,0,0,0,0,0,0.0668963542643301,0
