,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.394560953607736,0.0289956927919735,0,0,0,0,0,0,0,0.226513848754451,0,0,0,0,0,0,0,0,0.108275793245179,0,0,0,0,0,0.0667138315284053,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570992489097706,0,0,0.00123680582477055,0,0,0,-0.131386823962047,0,0
X601939.CH.EQUITY,0.450687854062872,0,0,0.146982617060852,0,0,0,0,0,0,0.146367900067741,0,0,0,-0.0772939868683417,0,0,0,0,0,0,0,0,0,0,0.187580443131625,0,0,0,0,-0.0204771474024117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00746436521803065,0.0773753145800099,0.00243865945502509,-3.46944695195361e-18,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295761034542247,0.0947845027971455,0,0,0.175333493378234,0,0,0,0,0,0,0,0,0.189287482877361,0,0,0,0,0,0,0,0.0473729087467736,0,0,0,0,0,0,0,0,0,0,0,0.123177527710746,0,0,0,0,0,0,0,0,0.000552306371662712,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.403158707029643,0,0,0,0,0,0.236492618886876,0,0,0,0,0,0.219661059840283,0,0.13530219513399,0,0,0,0,0,0,0,0,0,0.0633146084959754,0,0,0,0,0,0,0,0,-0.510314438959125,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.250417381979835,-0.0773039205690244
X600036.CH.EQUITY,0,0.0583098883940948,0,0,0,0,0,0,0,0,0,0.192256286699858,0,0,0,0,0,0,0,0.281956159639651,0,0.0098907187306379,0,0,0,0,0,0,0,0,0,0.278398066929616,0,0,0,0,0,0,0,0,0.0690971930255709,0.0482767054768055,0,0.0177163800004703,0,0,0,0.100038570282339,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.177715626751535,0,0,0,0.135920680914752,0.0267879504529496,0.0365318588197171,0.245459722081436,0.0572854204271881,0,0.0268401863155495,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228239293255847,0,0,0,0,0,0,0.076848601028782,0,1.73472347597681e-18,-0.167089627362451,0.0627443843637917,0
X601658.CH.Equity,0,0,0,-1.38777878078145e-17,0.30178433647374,0,0,0,0,0,0,0,0,0.238287588244102,0,0,0,0,0,0,0.226737584223159,0,0,0,0,0,0,0,0.0711413178170748,0,0,0,0,0,0,0,0.00587117466386041,0.112649637906271,0,0,0,0,0,0,0,0,0,0,0,0.230683122595555,0,0,0
X601328.CH.EQUITY,0.403414818992959,0,0,0.205334527443026,0,0,0,0,0,0,0,0,0,0,0,0.152083513644827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24686069901357,0,0,0.0472299600167177,0,0,0,0,0,0,0,0,0,0,0,0.0390452262184842,0,0,0.00865237899945376,0,0,0.0459006182513018,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.423367540572351,0,0,0,0,0.0548747972411429,0,0,0,0,0,0,0.0543928377340687,0,0,0,0,0,0,0,0,0,0,0,0.233855347843415,0.00512114507870244,0,0,0,0,0,0,0,0,0,0,0,0.0214039733256201,0.0333244818576115,0,0,0,0.0566113088896016,0,0.103433138741332,0,0,0
X388.HK.EQUITY,0,0,0.428579503966284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881871049848319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455441129812289,0,-1.73472347597681e-18,0,0,0,0,0,2.16840434497101e-19,0,0,0.00596464924726688,0.00137053905476292,0,0,0,0,0,0,0,0
