,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117232719536476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727828558465946,0,0.425826939893816,0.370065212713237,0.0625181439855857,-0.248586347844503,0,0,0.165464322100019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533094255592938,0,0,0,0,0,0,0,0,-0.0207193081572755
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232511428812,0,0,0,0,0,0.0163952760947392,0,0,-0.0558571091909089,0,0,0,0.0383692436251418,0.129405452475144,4.33680868994202e-19,0,0,0.00265796824761811,0,0,0,0,0.0312080995679064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716309605880634,0,0,0.00658164323860602,0,0,0
X601288.CH.EQUITY,0,0,0.90472082704434,0,-0.10315173966238,0,0,0,0,0,0,0,0,0,0,0.0223303899004653,0,0,0.181854015837208,0,0.0679884662513853,0,0,0,-0.0647615520730116,0,0.019134592473536,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225027889664683,-0.0823946184235508,0,0,0,0,0,0,0,0,0,0,0,-0.0163873565766291
X601628.CH.EQUITY,0.014268956748948,0,0,3.46944695195361e-18,0,0,0,0,0,0.298150183829632,0,0.215871883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283044864161732,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.542751304814425,0,0,0,0,0,0,0,0,0.216560876756743,0,0,0,0.0423580181214675,0.120278356072835,0
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00455300682914082,-0.138075124705684,0.0764093617523427,0,0.0506385292613093,0,0,0,-0.0201953838286231,0,0,0,0,0,0,0,0,-0.0422720015672375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108056029398269,0,0,0,0,0,0,0,0,1.05175726287723,0.00191245833833521,0,0
X1299.HK.EQUITY,0,0,0,0,0.072552398085505,0,0,0,0,0,0,0,0.00136981021222686,0,0,0,0,0,0,0,0,0,0,-0.0272317787216729,0.103635948939953,0,0,0.069945080922096,0,0,0.268337437201901,0.341480788375003,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0767139516096485,0,0.118328759291043,0,0.100925217081777,0,0,0.131291873522692,-0.0369676596462478
X5.HK.EQUITY,0,0,0,0,-0.00868691386412188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311289242526407,0,0,0,0,0,0,0,0.180790324705993,0.523907722649144,0,0,0,0,0,0,0,0,0,0,0.049493359682001,0,-0.100860212893162,0,0,0.0502045321183178,0.133712033025418,0,-0.133822865062525,0,0.0436706489584748,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.329010599987435,0,0,0,0.0871455114557044,0,0,0,0,0,0,0,0,-0.243020320079178,0,0,0,0,0,0,0.476860032840251,0.220517767082689,0,0,0,0,0.0162107926417867,0,0,0,0,0,0,0,0,0,0,-0.160987522936102,0,0,0,0.113665575347974,0,0,-0.0754202917792368,0,0,0.0744696159821773,0
X601658.CH.Equity,0,3.46944695195361e-18,0.241713091736063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291251219541602,0,-0.0750730538403372,0,0,0,-0.105548974034991,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342065370480361,0,0,0,0.5222866640236,0,0,-0.0988255825584572,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0381932216847965,0,0,-0.0973599666216916,0,0.0826117099689208,0,0,0.207492664448906,0,0,0.0541101595483746,0,0,0,0,0,0,0,0,-0.0400283854835276,0.0825635184932637,0,0,0,0,0,0,0,0.152665961855544,0,0.175723522382569,0,0,0,0.197020756283466,0,0.0324878675592291,0,0.137411109372976,0,0,0.0506007119034286,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0257548428147544,0,0,0,0.661084104370049,0,0,0,0.0263953705149427,0,0,0,-0.0116356926861688,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846648606723845,0,0.1668806234787,0,0,0,0.00269267834826714,0,0,0,0,0,0,-0.0226604353221082,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0998745462552395,0.222301045043403,0.0378041411108766,0,0,0.0441168434637827,0,0,0,0,0,0.0404238116380034,0,0,0,0,0.0725250427283703,0,0,0,0,0,0,0,0,0,0,0.127920636666055,0,0.00882052923336309,0,0,0.0415426773614529,0.00797356165638908,0,0,0,0,0,0,0,-0.0295475877129472,0,0,0.405396598257037,0,0,0
X601328.CH.EQUITY,0,0,0,0.0463347884956777,0,0.112003259417119,0.0205383685845642,0,0,0,0,0,0,0,0,0,0.0289621399265015,0,0,0,0,0.373203122650009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.250131667978306,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.275683516000259,0,-0.0635469565815267,0,0,0,0.0747720939767143,0,0,0,0.139672340130447,0.047179148367651,0,0,0,0,0,0,0.112772752189323,0,0,0,0,0,0,-0.151354323575762,0,0,0,0,0,0,-0.021495988192957,0.142073065361681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134600169846091,0,0,0
X600000.CH.EQUITY,0,0,0.406578089819226,0.0235315051894846,0,0,0,0,0,-0.107676265512632,0,0,0,0,0,0,0,0,0,0,0.156224194563512,0,0,0.125316054992823,0,0,0.0038966504404884,0,0,-0.19973057559973,0,0,0.0280397404851277,0,0.339796415641218,0,0,0,0,0,0.596655140028972,0,0,0,0,0,0,0,0.111731771781803,0,0,0.165339158746094,0
X000001.CH.EQUITY,0,0,0,0,0,0.384701307373285,0,0,0,0,0,0,0.00946425703035399,0,0,0,0.0358980465553882,0,0,0,0,0.0190369690507607,0,0,0,0,0,0,0,0,0.0773630854332676,0,0,0,0,0,0,0,0,0.250263219525672,0,0,0,0.123270818027656,0.0286462781247885,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.165728098716447,0,0,0,-0.0843696502484353,0,0,0,0,0,0,0,0.257432274993254,0,0,0,0.209293558706543,0,0,0,1.73472347597681e-18,-0.0629177526578094,0,0,0,0,0,0,0,0,0,0,0,0.0924064101515314,0,0,0,0,0.0761993015077305,-0.00560503308745553,0,0,0,0,0.148160383769833,0,0,-0.0740849057582003,0,0
X601601.CH.EQUITY,0,0,0,0,0.371884405093691,0.0998594863921236,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.295036880053735,0,0,0,0.0664534228401935,0,0,0,0,0.0569637283475315,0.0815381766711086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337276777574606,0,0,-0.182468831445501,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.254844025791817,0,-0.0291826045265339,0,0,0,0,0,0,0.0137115176052439,0,0,0,0,0,0.0974991180117516,0,0,0,0.0578171517225067,0.0304503869718658,0,-1.73472347597681e-18,0.0640545858915098,0,0,0,0,0,0,0,0.0544586786148174,0,0,0,0.445449714839204,0,0,0,-0.0692227858407253,0,0,0,0,0.0374037528927939,0
X600016.CH.EQUITY,0,0,0,0.0315924429378464,0,0,0,0,0,0,0,0,0,0.105937889218655,0.111294397022237,0,0,0,0,0,0,0,0,0,0,0,0.13320356802906,0,0.210706924718384,0,0.0134570092670214,0,0.0157076281910776,0,0.0883675780299931,0,0,0,0,-0.0621140477813693,0,0,0,-0.0739099429658247,0.0519526826323821,0,0,0.189710804676757,-0.0228229340387411,0,0,0,0.00209195748395865
