,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465911740126726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645387104845947,0,0,0,0,0,0,0,0.0318887215509648,0,0,0.1398960307958,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.563368997307197,0,0,0.195221335514097,0,-0.207981976219233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242062973356111,0,0,0.20712439020481,0,0,0,-0.0738694350818654,-8.67361737988404e-19,0.130405933508482,0,0,0,0,-0.0355654846722898,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.14698009169023,0.10817152300336,0,0,0.260651985988032,0.12378846616072,0,0.135489731141395,0,0.0730649338767718,0,0,0,0,0.0630211976368511,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00102192208048313,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0106395681417611,0,0,0
X600016.CH.EQUITY,0,0,0.0404474708593386,0,0,0.133258695969609,0,0,0.027863495836431,0.348956034063587,0,0,0.0116257188396247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,6.93889390390723e-18,0,0.36103414813656,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.245991715817881,0,0,0,0.20010567229221,0,0,0,0,0,0,0.168473674480575,0,0,0,0,0,0,0.0554475901111848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952349049474793,0.168703347521436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591794879703968,0.0145206627306998
X601166.CH.EQUITY,0.123883758659194,0,0.22110091708846,0.0312898191640453,0.124999832369863,0,0,0,0.0994795702727649,0,0,0.173715886469056,0.0141961760785654,0,0,0.0314292374773102,0,0,0,0.189773938014438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248493786455352,0,0,0,0,0.121608346937577,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.00147521980455566,0,0,0,0,0,0,0,0,0,0.283370383093681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328403414700556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106809288712258,0,1.38777878078145e-17,0,0.172238429157252,0,0
X601229.CH.EQUITY,0,0.107444464033525,0,0,0,0,0,0,0,-0.0500326825213877,0,0,0,0,0.21996656053909,0,0,0,0,0,0,0,0,0,-0.122641324649919,0,0,0,0.0443855884798326,-0.0297415532140521,0,0,0,0,0.0203899117828501,0,0,0,0,0.0798249807747177,0,0,0,0,0,0,0,-0.307585274546685,0,0.566211894611853,-0.0645274437824906
X601288.CH.EQUITY,0,0,0.111399826131101,0.170291501893589,0,-6.93889390390723e-18,0,-0.0557770730897035,0,0,0,0,0.573858694457794,0,0,0,0,0,0,0,0.0300733371683858,0,0,0,0,0,0,0.0576412592296882,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0539315144220668,0,0.045999795364729,0,0,0,0,0.123792378785008,0.0712676045231423,0.264040111031817,0,0,0,0,0,0,0.0349831310073195,0,0,0,0,0,0,0,0,0,0.0459414904792459,0,0,0,0,0,0,0,0,0.235977718081931,0,0.0755768564227813,0,0,0,0,0,0,0,0,0,0
