,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.144706412303085,0,0.214429274266988,0,0,0,0,0,0,0.23040331017188,-0.138704736297462,0,0,0,0,0,0,0,-0.049398579052981,0,0,0,0.228075886161792,0,0,0,0,0,0,0,0,0.0908479718172734,0,0,-0.197509477568298,0.108641114310543,0,0.0178822859768149,0.290029652254821,0,0,0,-0.113948966576669,-0.136557255480364,0,0,0,-0.179054476792607
X002142.CH.EQUITY,0.226912078616995,0,0,0,0,0,0,0.0351677556461324,0.122879102052636,0,0.0181594903607163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301398440320236,0,0,0,0,0,0,0,0,-0.00874716260623412,0,0.270656151053042,0,0,0.011787495527416,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.281963578866669,0.139436411474811,0.113447401911285,0,0.0484874420905948,0,0,0,0.191771611077141,0,0,0.00324170373333246,0.0215961752402275,0.0301211933400501,0,0,0.0147407637517074,0,0,0,0,0,0,0,-0.180771823069903,0,0,0,0,0,0,0,0,0,0.197768046798649,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0752585144538435,0,0,4.33680868994202e-19,0,0.401739135262856,0.118473220485786,0,0.0193109752949852,0,0,0,0,0,0.121974923857086,0.0255295296985954,0,0,0,0,0,0,0,0,0,0.0346874900356371,0,0,0,0,0,0,0,0,0.0195998627123532,0,0,0,0,0.0154835908321485,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0537240663839509,0.228102022441528,0,0,0,0,0,0,0.130532395877282,0,0.106861689296586,0,0,0,0.225849090492516,0,0,0,0,0,0,0,0,0.0639703933076931,0,0,3.46944695195361e-18,0,0,0.0184732347689989,0,0,0,0,0,0,0,0.254696229993158,0.0497536986836021,0,0,0,0,-0.0681079964779839,0,-0.0812076911343486,0.0225885824774917
X600036.CH.EQUITY,0,0.165250766998049,0.00820056545090451,0,0,0,0,0,0,0,0,0.0284867311724221,0,0,0,0,0,0,0,0.0345526017724683,0.130474318892848,0,0,0,0,0,0,0,0,0,0,0,0,-0.075295162406465,0.07062519544575,0,0,0,0.468005416547507,0,0.0922810812476169,0.0343660889711227,8.67361737988404e-19,0,0,0,0,0.144004249879767,0.0773183844883691
X600919.CH.EQUITY,0,0.0635365486571777,0,0,3.46944695195361e-18,0,0,0,0,0.335679107506972,0,0,0,0.16317402907126,0,0,0.317638301325767,0,0,0,0,8.67361737988404e-19,0,-0.0269883679277629,0,0,0,0.117408465047844,0,0,0,0,0,0.0640620476459704,0,0,0,-0.0814563450310129,0,0,-0.196156543659309,0,0,0,0,0,0.0111491978671693,0.088564037369183,0
X601009.CH.EQUITY,0.602931122968149,0,0,0,0,0,0,0,0.0452323625909678,0,0,0,0,0.118679983113612,0.154102262279142,0,0,0,0,0,0,-0.201194008963354,0.105647103566548,0.0594621141246445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520724645216732,0,0,0,0.138121568008434,0,0,0,0
X601166.CH.EQUITY,0,0.270991944164088,0,0,0,0,0,0,0,-0.157592513612075,0,0,0,0,0,0.0468532926344926,0.387884704089362,0,0,0,0,0,0,0,0.0160528950693001,0,0,0.0576364205578303,0,0,0,0,0,0,0,0,0,0,0,0,0.216099525934956,0.203281971073808,0.0943400753500213,0,0,0,0,0.245099447224756,0
X601169.CH.EQUITY,0,0,0.169164016997124,0.565989782756027,0,0,0,0,0,0,0,0,0.213792512313828,-0.0285947443224481,0,0,0.201272831708837,0.0329299155629712,0,0,0.0378249039626136,0,0.140668901743243,0,0,0,0,0,0,0,0,0,0,-0.0376778921005148,0,0,0,0,0,0.0275149126409142,0,0,-0.157537010387708,0,0,0,0.0901108363742761,0,0
X601229.CH.EQUITY,0.178150879869558,0.0818704922546465,0,0.15350740994299,0.0862032881814496,0,0.172040838222985,0,0,0,0,0,0,0,0,0.33977511772023,-0.0413599570598516,0,0,0,-0.0877716098945727,0,0,0,0,0,0,0,0.00224717673792734,0,0,0,0,0.0599729742155226,0,0,0,0,0,0,0,0,0,0,0,0,-0.0790180117921095,0,0
X601288.CH.EQUITY,0,0.0117473217969741,0,0,-3.46944695195361e-18,0,0,0,0,0.274643545917608,0,0,0.0857024470054816,0.0815308630255962,0.138470592934699,0,0.109685842139613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538885343923657,0,0,0,0.0789706719026832,0,0.0678521944032227,0,0,0,0.0920302663719336,0,0
X601328.CH.EQUITY,0,0,0.0944518624974899,0,0.0470003105640718,0,0,0,0,0.000228421907285694,0,0,0,0.071688060343239,0,0.0591136347291934,0.42551283671008,0,0,0,0.0883684650511879,0,0,0.0536514989497517,0,0,0,0,0,0,0,0,0.107389907191367,0,0,0,0,0,0,0.123927799168187,0,0,0,0,0,0,0,-0.0179528319759882,0
X601398.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0,0.173176433406241,0,0,0,0,0,0,0,0,0.352301272160935,0.368161471726441,0,0,0,0,0,0,0,0,0,0,-0.191453148377299,0,0,0,0,0,-0.00800911167976367,0,0.190901072139955,0,0,0,0,0,0,0,0,-0.119703453604821,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0.161900773285527,0,0,0,0,0,0.150659084132593,0,0.00075341213774359,0,0,0,0,0.189118897018929,-0.0270774947096703,0,0,0,0,0,0,0,0,-0.0613885686469544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0185268625325492,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0145726754564658,0,0.173296641004528,0,0.491702186013899,0,0,0,0,0,0.0478002972552423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503021467916301,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,-0.0163291584285462,0.0895771428907065,0,0,0.125427053850337,0,-0.135321127111295,0,0.202602954916086,0.299495281575319,0,0.226339483780497,0,0.124937493315785,0,0,0,0,0,0,0,0,-0.0103031458203489,-0.104505132060146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292720196671146,0,0,0,0.0996106891502479,0,0,0,0
X601998.CH.EQUITY,0,0,0.0529226724870866,0,0.00738909934335542,0,0,0,0,0.312682400767092,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0714441051377834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259764277194372,0.168645101150789,0,0,0,0,0,0,0,-0.0439597292929669,0,-0.26380790371033,-0.129418818117655
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.129734915800809,0,0,0.308850928758871,-0.0616984449917819,-0.0735855155928889,0,0,0,0.31401251501165,0.153528109529074,0,0,-0.0909264641754684,0,0,0,0,0,0,0,0,0.0212771586571324,0,0,0,0,0,0,0,0,0,0,0.243876693098925,0,-0.0558514531594944,0,-0.0704113839932907,-0.0738400870320914
X2388.HK.EQUITY,0,0,0,0,0,0,0.127791419781275,0,0,0,0,0.034085059849421,0,0,0,0,0,0,0.322373266234853,0,0.23179680017028,0,0.0796771399180604,0,0,0,0,1.73472347597681e-18,0,0,0,0.00976090259567132,0,0,0.0997521276541697,0,0,0,0,0,0,0,0,0.224297050963621,0,0,0,0.122651086630062,0
X5.HK.EQUITY,0,-0.0578668601467271,0,0,0,0.133393242733272,0,0,0.0332281268499092,0,0,0.0789928827249166,0,0,0,0,0,0.35386382717377,0.0461317028619757,0.513202301877019,0,0.213065623950679,0,0,0,0,0,0,-0.0670487752875624,0,0,0,0,0,0,0,0,-0.18198492582482,-0.213359477542912,-0.0142697579152764,0,0,0,-0.142387619986732,0,0.324272917536128,-0.157201274389656,0,0
X2884.TT.EQUITY,0,0.199335738959917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320000777944909,0,0,0,0.107108467872116,0,0,0,0.21103841022308,0.132663964763344,0,0,0,0,0,0,0,0.0830874196519766,0,-0.071355041141603,0.0696963913631161,0,-0.0571379054970345,-0.0697397995326205,0,0,0,0,0,0,0.125901307134774
X2886.TT.EQUITY,-0.131766014180368,0,0,0,0,0.0664485673673501,0.0174157787577169,0,0.0697290208131804,0,0,0,0,-0.21305785413205,0,0,0,0,0,0,0,0,0,0,0.759493550763314,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411098448110994,0,0,0,0,0.0792390197495631,0,0.0168854145347422,0.175189933895777,0.194186351922384,0
