,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.318646640785413,0,0,0,0.0887412997767031,0,0,0,0,0,0,0,0,0,0,0,0,0.133076145331104,0,0,0,0,0.00140854640703079,0,0,0.0523718297775433,0,0,0,0,-0.00286759362509615,0,0,0,0,0,0,0,0.252326966750047,0,0.0879935055275175,0.0876811948799958,0,0,0,0,-0.0452565975783447
X002142.CH.EQUITY,0.122901345901286,0,0,0,6.93889390390723e-18,0.228885152445526,0.132020283953705,0,0,0,0,0,0.0561414324404386,0,0,0.141586882344612,0,0,0,0.0169212399639624,0,0,-1.73472347597681e-18,0,0,0,-0.070437635430154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526456085426024,0,0.0136186370577382,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.133506451044827,0,0.0236750567561226,0,0,0,0,0,0.228031635640713,0.0369684541323266,0.068613024303633,0,0,0.216278740785579,0,0,0,0,0,0,0,0,0,0,0.0882129687887304,0,0,0,0,0,0,0,0.0816408918108894,0,0,0.010102489019768,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.360650374999245,0,0,0,0,0,0,0,0.100687450695804,-8.67361737988404e-19,0,0,0.0596296415720663,0,0,0,0.0394105056659153,0,0,0,0,0,0.441579110592785,0,0,0,0.0677701829271313,0,0,0,-0.0908063280092239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0061366398864429,0,-0.0727137870274264,-0.0747024194028539,0
X600016.CH.EQUITY,0,0,0.108139011425371,0.107838057574215,0,0,0,0,0,0,0,0,0,0,0.135069193119114,0.00855804502846343,0,0.205223191801157,0.0591435648293609,0,0.164920961019456,0,0,0.0876384683361569,0,0,0,0,0.0669965736106796,0,0.0192176369359992,0,0.0382358627639988,0,0,0,0,0,0,0.142378531875806,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.182912352613285,0.42471072937925,0.0431804126771585,0,0,0,0,0,0,0.038304403780834,0,0,0,0,0,0,0.0358068048813793,0,0,0,0,0,0,0,0,0,0.148601078683981,0,0,0,0.131002890374023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316922852618862,0,0
X600919.CH.EQUITY,0,0.0451777789551813,0,0,0,0,0,0,0,0,0,0,0,0.146082057039696,0.046523889062827,0,0,0,0,0,0.166436484469256,0.0445665556976187,0.00709692178343334,0,0,0,0,0,-0.000202118590821231,0,-0.0668715404731652,0,0,0,0,0,0,0,0,0,0,0.182038785606302,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.185187196365415,0,0,0,0.0191432519234385,0.193555012627217,0,0,0,0,0,0,0,0,0,0,0,0.0772362002198067,0,0.0478788038190842,-0.0408692756099423,0,0,0,0,0,0,0,0.0199416111314275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.100093434250044,0,0,0,0.393994979702779,0,0.357109850423272,0,0,0,0,0,0,0,0,0,0.00840031522320886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817383681984396,0,0,0.0551305125930105,0,-0.0413307784185917,0,0,-0.14774900339292,0
X601166.CH.EQUITY,0,0.179077732680627,0,0,0,0.127241285738927,0,0,0.233076015372066,0,0,0,0.035007240885585,0.157746759927526,0,0,0,0,0,0.0255739888557467,3.46944695195361e-18,0.106091870293229,0,0,0,0,0,0,0,0,0,0,0,0,0.0131888572510888,0,-3.46944695195361e-18,0,0,0,0.0373828911397477,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.1624996218568,0,0,0,0,0,0,0.0339116868136988,0,0,0.0797514012235259,0,0.311039595578304,0,0,0.0250756478492783,0.233246213321913,0,0,0,0.185823290963477,0,0,-0.0185619677360296,0,0,-0.0106744251386633,0,0,0,0,0,0,0,0,0,-0.0459984923804998,0,0,0,0,0,0,0,0,0,-0.0848831520269406,0
X601229.CH.EQUITY,0,0,0.339166993806043,6.93889390390723e-18,0,0,0,0,0,0,0.198924994415948,0,0,0.10542100471527,0,0.0171216052382201,0,0,0,0,0,0,0,0,0.108603803285756,0,0.0635270484888627,0,0,0,0,0,0,0,0,0.0251700740822625,0,0.184800899938714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.036728816581667,0,0,0.408047920761537,0,0,0,0,0.196099193992661,0.146616958167674,0,0,0,0.146401179362677,0,0,-0.0823980103434905,0,0,0.0820486260739154,0,0,0,0.0591930137809908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015447274285846
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.453813086788306,0.310842508405196,0,0,0,0,0,0,0,0,0,0,0.0454190697840305,0,0,0,0,0,0,-0.0448486634591608,0,0.067102220258717,0,0,0,0,0,0,0,0,0,0.000712673710086424,0,0,0,0,0,-0.0414159851287717,0.0450777983859356,0,-0.0889358274162645
X601398.CH.EQUITY,0,0,0,0,0.107791008715533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325663512613206,0.124822768533337,0,0.355294870702882,0,0.00473557292125561,0.10694156548062,0,0.016047951512613,0,0,0,0,0,0,0,0,0,-0.192404657077957,0,0.159795506395038,0,0,0,0,0,0,0,0,0,0,0,-0.0786447481035105,-0.0553320966637809
X601577.CH.EQUITY,0,0.294077988928522,0,0,0,0,0,0,0,0,0,0.0399832985632453,0,0,0,0,0,0,0,0.103180002791137,0,0,0.0864086345344113,0,0.24944312200639,0,0,0,0,-0.0257086189830425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136763361015388,0,0,0
X601818.CH.EQUITY,0,0,0.166562829694688,0,0.454648433089106,0,0,0,0,0,0,0,0,0.0667275070414479,0,0,0,0,0,0,0,0,0,0,0.223604317362536,0,-0.0402012311181121,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0117633405766874,0,0,0
X601838.CH.EQUITY,0.0915661281914616,0.289110463374699,0,0.108296790184889,0.0038282294290769,0,0,0.0924188760926721,0,0,0,0,0,0,0,0,0,0,0.0262309416500931,0,0,0,0,0,0,0,0,-0.0202547537654807,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.147939034259833,0,0,-0.0361997175810669,-0.0408143936814465,0,0,0
X601939.CH.EQUITY,0,0,0,0.0382226357940209,0.0262078544076819,0,0,0,0,0,0,0,0.399337377140631,0,0.214475798250503,0.0327455109968015,0.119297338978953,0.170850382674011,0,0.0860959199905829,0,0,0,0,0,0,-0.0640133313019155,-0.0324158011557011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360199862026656,-0.0295858958834617,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.14320909074635,0,0,0,0.404067666753087,0,0.176762215486297,0,0,0,0.186029637462733,0,0,0,0,0,0,0,0.156910175831913,0,0,0,0,0,0,-0.0669419169260799,0,0,0,0,0,0,0,0,0.10099838481965,0,0,0,-0.142883126304172,0,0,0,0,0.228416548576492
X601997.CH.EQUITY,0,0,0,0,0.152413423901203,0,0,0,0,0,0.122184257606594,0,0,0,0,0,0,0,0,0.353597746625748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157874308995089,0,0,0,0,0,0.107120195594469,0,0,0,0,0,0,0.0203133060154191,0,0
X601998.CH.EQUITY,0,0.300766851176666,0,0,0,0.0672278861498262,0,0,0,0,0,0,0,0,0.127225901546576,0,0,0,0.068050498166764,0.0341809408001845,0,0,0,0.206605649083236,0,0.0956066803763342,0,0,0,0,0,0,0,-0.0173589147028716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105606843703709
X601658.CH.Equity,0.268613854679978,0.104159487138368,0,0,0,0,0,0,0,0,0,0,0.00920893230264061,0.184743841698671,0,0,0,0.0144274248794806,0.0826840411795802,0,0,0,0,0.0401573419236632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976532101340114,0,0,0,0.0677118442227506,0,0,0,0
X601916.CH.Equity,0,0,0,-0.0937174278556632,0,0,0,0.19066943734661,0,0,0,0.414147824813074,-0.00652452089482365,0,-1.73472347597681e-18,0,0,0,0,-0.017500021221481,0,6.93889390390723e-18,0,0,0,0,0,-0.122639298589082,0,-0.0161386560891489,0,0,0,0,0,0,0,0,0,0.461768282625395,0,0,-0.005873120514215,0,0,0,-0.0267519078322593,0,0,0,0,-0.270460285759958
X601077.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.445339576322196,0.152438473708894,0,0,0,0.0978631080607093,0,0,0.0834540517978354,0.0717359561047289,0,0,-0.0865151644244393,0,0,0,0,0.123775767751191,0,0,0,-0.0669474034761381,0,0,0,0,0,0,0,0,-0.0247193542485115,0,0,0,0,0,0.0183700482760706,0,0,0,0,-0.0174425919288657
X11.HK.EQUITY,0,-0.0355200416671218,0,0,0.115257223681346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182970742095646,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.138548449486481,0,0,0.138210549853015,0,0,0,0,0,0,0.367346000142796,0,0,0.341788146694916,0,-0.00125544819116474
X2388.HK.EQUITY,0,0,0,0,0.504227930494586,0,0,0,0,0,-0.22748477321898,0,0,0,0,0.0396099867452515,0,-0.324914830375534,0,0.0601337944234879,0,0,0,0,0,-0.0167491101593774,0,0,0.171006584935229,6.93889390390723e-18,0,0,-0.584360014272275,0,0.100350884281255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286786680445022,-0.0142588936356092,-0.326566452167562
X5.HK.EQUITY,0,0,0.0660779207789842,0,0,0,0,0,0,0,0,0,0,0,0,0.0588296653331139,0,0,0,0,0,0,0.513397881443639,0,0,0.0320227098604378,0,0,0,0,-0.230867395468764,0,0,0,-0.174504479095993,0,0,0,0,-0.17545032659561,0,0.234503362534546,0,0,0,0,0,0.442754232701883,0,0,0.0660177239225502,0
X2880.TT.EQUITY,0,0,0,0.0755797518867335,0,0,0,0,-0.128202926167914,0,0,0,0,0.00156158199432199,0,0,0,0.107612752545896,-0.0658211215974645,0,0.149161106683803,0,0,0,0,2.16840434497101e-19,0,0,0,0.245909349540491,0,0.461759216203742,0,0,0,0,0,0,0,-0.0165922738073556,0.107130584931494,0,0,0,-0.0264598410930533,0,0.0688449444485543,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,-0.0218578147204974,0,0,0,0,0,0,-0.0297444866536688,0,0,-0.0845451582317042,0,0,0,0,0,0,0,0,0,0,0,0.363733455346563,0,0.242471057422232,0.110823079928454,0,0,0,0,0,0,0,0,0.0330476255201877,0,0,0,0,0,0,0,0.101011238609931,0.114506021673874,-0.0668337801613729,0
