,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.18679623360745,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356978066848763,0,0,0.142112349533993,0,0,0,-0.0306439543301577,0.381016997078322,0,0,0,0,0,0,0,0,0,0,0.134865673627978,-0.127544044519842,0,0.0278559713215112,0,0,-0.0758275370505468,-0.141171436586624,0
X601939.CH.EQUITY,0.183637826791744,0,0,0.32860391044622,0,0,0,0,0,0,0,0.0241039548702574,0,0.232094729123003,0,0,0,-0.120678057135614,0,0,0,0.0597595666042755,0,0,0,0.229188636916846,0,0,0,0,-0.0960167734909119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552308254490094,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.632066485865393,0,0,0.16026470802195,0,0,0,0,0,0.0134975415259006,0,0,0.0166196052224621,0,0,0,0,0,0,0,0.12299134407758,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113420513102932,0,0,0,0,0,-0.0428074052655217,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.390813986177786,0,0,0,0,0,0.248149259181239,0,0,0,0,0,0.320001712125745,0,0,0,0,0.158156256380036,0,0,0,0,0,0,0.0514525264234443,0,0,0,0,0,0,0,0,0,0,-0.486395810033218,0,0,0,0,0.17355855169467,0,0,0,0,0,0,0,0,0.274487195365098,0
X600036.CH.EQUITY,0,0.205905183732152,0,0,0,0,0,0,0.154200708095523,0,0,0,0.13753993109872,0,0,0,0,0,0,0,0,0,0.0855330249644971,0,0,0,0,0,0,0,0,-0.0124580270256818,0.00386192481845089,0,0.306061731959542,0,0,0,0,0,0.0582848686244055,0,0,0,0,0,0.0189165031081812,0,0.0658718696619581,-0.0209468194628878,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.382755462596577,0,0,0,0,-0.0771970076111053,0,0,0,0,0,0,0,0,0,0,0,0,0.216600948825848,0.0485656163854906,0,0,0,0,0,0,0,0.0195695978605852,0,0,0,0,0,0,0,0,0.0167846133667553,0,0,0,0,0,0,0,0,0.189971752624769,0,0.0920437282048392,0
X601658.CH.Equity,0,0.0718932901860138,0,0.100891006874594,0.0395994042850289,0,0,0,0,0,-0.0322274116398437,0,0,0,0,0,0,0,0,0.267328711549077,0.18859114702534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289450675509526,0,0.0959383874655972,0,-0.134109409681876,0,0,-0.0791323395761214,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.187406962777181,0.0493788963666807,0,0,0,0,0,-0.0366843012235237,0,0,0,0,0,0,3.46944695195361e-18,0,0.478418317476431,0,3.46944695195361e-18,0,0,0.0351281506947381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921741858845027,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.290025646992515,0,0,0.0562554995914986,0,0,0,0,0,0,0.0507376785121329,0,0,0,0,0.0153794560095702,0,0,0,0,0,0.102677794970324,-0.00805330751513529,0,0,0,0,0,0,0.283065210348715,0.129115711395443,0,0.0529459230941492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91272473338381e-05
X601166.CH.EQUITY,0,0.0597029789090762,0,0,0,0.16749946207442,0,0,0,0.0163574530697653,0,-4.33680868994202e-19,0,0.0335633746741548,0,0,0,0,0,0,0.0196186993991782,0.213714757265969,0,0,0,0,0,0,0,0.312044025591551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144705913844516,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0720157314268733,0.156995771736459,0,0,0,0,0.0164643233661598,0,0,0,0.221221842325574,0,0,0,0,0,0,0,0.0123478238893152,0.0527786274072882,0,0,0,0.193861052605268,0,0,0.0907642680425886,0,0,-0.0598003570030943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809649875963352,0,0,0,0,0.021254412477155,0
X000002.CH.EQUITY,0,0,0.0918469122005719,0,0,0,0,0,0,0,0.0150201572016383,0,0,0,0,0,0,0,0,0,0.115805133586637,0,0,0,-0.0298013479450712,0,0,0,0,0,0.333481843707995,0.258175133865271,0.228087387602401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0187318113554623,0,0,0,0,0,0,0.432581691143342,0,0,0.105644355932189,0,0,0.0600621130787243,0,0,0,0,0,0,0,0.144932168007623,0,0.0730455726558631,0.0243900448835713,0,0,0,0,0,0.0359978593536321,0,0,0.0511874783944552,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.252369570635384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181783615061071,0,0.0175685609035284,0,0,0,0,0,0,0,0,0.0124775629865404,0,0,0,0.396973574479328,0,0,0,0.157925623247401,-0.0950322858129761,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0794445702152569,-0.0241445688099262,0,0,0,0,0,0,0.290621231723336,0,0,0,0,0,-0.0559020926082304,-0.0595319903034008,0,0,0,0,0,0,0,0,0,0.071468265998289,0,0,0.466997647201621,0,0,0,0,0,0,0.0646711700473123,-0.013016466096144,0,0,-0.0118955943389946,0,0,0,0.0351206687190567,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0701195467308619,0,0,0,0,0,0,0.0729020033060984,0,0,0,0,0,0,0,0,0,0,0,0.0552843537022064,0.306515456381607,0,0,0,0,0,0,0,0,0.0657281582256211,0,0.138930173241642,0,0,0,0,0,0,0,0,0,0.214228305693196,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204183017635666,0,0,0.0777178397614284,0,0,0.321928691163087,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981457251627511,0,0,0,0,0,0,0,0,0,0,0.135172461051895,0,0.152116703107397,0.00408579609265204,0,0,0,0,0,0.378824346361226,0,0,0.0789608548805184,0,0,0,0,0,0,0,0,0.236172314682418,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.10549305262884,0,0,0,0,0,0,0,0.343956026169011,0.116195158963698,0.0204430384638086,1.73472347597681e-18,0,0.304560130946018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798858147061062,0,0,0,0.00475313302967284,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.764187787434632,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.217686901354943,0,0.00875354155644348,0,0,0,0,0,0.13822573797658,0,0,0,0,0,0,0,0,0,0,0,0,0.262915823976572,0,-0.0435450595188038,0,0.00480793494105911,0,-0.264178803419872,0,0,0,0,0,-0.118297690856508,0,0,-0.0148900248148126,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.12461260349257,0,0,0,0.0269998476824531,0,0,0,0,0,0,0,0,0.0106386841070912,0,0,0,0,0.264433937147593,0,0.0245838926331737,0,0,0,0,0,0.131748680317963,0,0.0138228659455865,0,0,0,0.0106440136931765,0,0.327008036947158,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.319127941779528,0.231823517490743,0,-0.0335892024631338,0,0,0,0,0,0.0151117735521819,0.016093692607844,0,0,0,0,0,0.168095506882968,0,0,0,0,0,0,-0.0166890216126933,0,0.066345605367124,0,0.0194134742947045,0,0,0,0,0.181881356371639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851771944187409
X601998.CH.EQUITY,-1.73472347597681e-18,0.349266777569097,0,0,0.0256847904091775,0,0,0.0476077508054611,0,0,0,0,0,0.286262577198604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121073221671778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135084444105294,0.0840846305903499,0,0,0,0,-0.0214503267406034
