,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.231079852876803,0,0.0271272169819895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155747549368509,0,0,0,0,0,0,0,0.0595560137215647,0,0,0,0,0.287344047000951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142646044939125,0,-0.170614262840521,0,0,0,-0.0693055822741743,-0.132301516708603,0
X601939.CH.EQUITY,0.131639568924744,0,0,0.207061286948046,0,0,0,0,0,0,0,0.0222167031572996,0,0.326913790308987,-0.0194043303778907,0,0,-0.0594350584722551,0,0,0,0,-0.0695190417605986,0,0,0.071207713672279,0,0,-0.0858212068059595,0,0,0,0,0,0,0,0,0,0,0,0,0.0786092274899583,0,0,0,0,0.154039651426527,0,0.151518760285828,0,-0.0318161858839009,0,0.152569724569608,0
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.453667731591796,0,0,0.0331786316355962,0,0,0,0,0,0,0,0.0144826337273253,0.152101102688077,0,0,0,0,0,0,0,0.229232305817085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147428299702474,0,0,0,0,0,0,-0.0847556321862978,0,3.46944695195361e-18,0,0,-0.0987556543025078,0,0,-0.00547703379539886,0,0,0
X601988.CH.EQUITY,0,0,0,0.432223815391338,0,0,0,0,0,0.211528802940717,0,0,0,0,0.0511368398702638,0.294404687477729,0,0,0.164701176391183,0,0,0,0,0,-0.0226968275389943,0,0,0,0,0,0,0,0,0,0,0,0,-0.472653299277829,0,0,0,0,0.201568989627554,0,0,0,0,0,0,0,0,0,0.391104649019986,0
X600036.CH.EQUITY,0,0.161337220891941,8.67361737988404e-19,0,0,0,0,0.122186421938907,0,0,0,0,0.210915696953663,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.106467786668214,0,0,0,0,0,0,0,0,0.308811610354255,0.0477439646750669,-0.0369742327756235,0,0,0,0,0,0,0.0592768814486161,0,0,0,0,0,0,0,0,0,0.020528171025084,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.370531793044763,0.0579493684749668,0,0,0,-0.115905071209984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787504055591586,-0.0233275134939955,0,0,0,0,0,0,0.0827027518295591,0,0,0,0,0,0,0,0.0672877449819033,0.142771643125601,-0.0040649339016537,0.0603037379002268,0,0,0,0,1.73472347597681e-18,0,0,0,0.0192434510431593,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0,0,0
X601658.CH.Equity,0,0.0984824402263249,0,0.16558688504378,0,0,0,0,0,0,-0.0535736326227247,0,0,0,0,0,0,0,0.0216293037537718,0.326013912989104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958077168700508,0.193507819215032,0,0,0,-0.0324943595144475,0,0,0,8.67361737988404e-19,0.0281829610031518,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.188970688298973,0.0495943478476571,0,0,0,0,0,-0.0377195840158646,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.484605220203263,0,0,0.0361924629288099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094182383635687,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0
X601328.CH.EQUITY,0.123474090047979,0.290497102589678,0,0,0,0,0,0,0,0,0,0,0.0476264932648176,0.0681701460762855,0,0,0,0,0,0,0,0,-0.0238711878658648,0,0,0,0,-0.00189862810172484,0,0,0.208235260274119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189603565876204,0,0,0,0,0.0241160383932469
X601166.CH.EQUITY,0,0,0,0.0754141961923097,0,0.139507806729101,0,0,0,0.02115181963478,0,0.0230851390333967,0,0.2238538583622,0.0963256920067279,0,0,0,0.200976776693072,0,0,0.0401890808823831,0,0,0,0,0,0,0,0.179622917812638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156233153779566,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.252312781449767,0.0633346800097327,0.131051689385435,0,0,0.0715300877766561,0,0,0.113448270796535,0.136375406202083,0,0,0,0,0,0,0,0,0.0265358912252726,0,0,0,0,0,0,0,0.127153701165683,0,0,0,-0.00433765362606479,0,0,0,0,0,0,0,0,0,0,0,0,0.00958786882997929,0,1.73472347597681e-18,0,0,0.0161687650122449,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0362770740285868,0,0,0,0,0,0,0.26059551685339,0,0,0,0,0,0,0,0,0,0.0532398712915006,0.161389020887478,0,0.185176772973169,0,0,0,0,0.118640832459821,0,0,0,0,0,0,0,0.0283596560940491,0.0185372580691255,0,8.67361737988404e-19,0,0,0,-0.0450848676294389,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324590715966616,0.0426893179268404,0,0,0,0,0,0,0,0,0,0.0263921540579555,0,0.00836880895549646,0,0,0.375525292211414,0.0588742084732214,0.105620746656724,0,0.00772312824621707,0,0,0.00434446838166316,0,0,0.0417385474427914,0,0,0.0298192602758542,0,0,0,0.0848073570053789,0,0,0
