,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807092317154699,0,0,0,0.173160772337242,0,0,6.93889390390723e-18,0,0.507811540941766,0,0,0,0,0,0,0,-0.0122432804890409,0,0,0,0,-0.158759615209164,0,0,0.514875395800967,0,0,0,0,0,0,0,0,0.0830893180759218,0,0.025479396514379,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.511150369192765,0.0219382868635876,0,0,0,0,0.339319885773192,0,0,0,0,0,0,0,0,0,0,0.117604492627967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160543217618953,0,0,0,0,0,0,0,0,0,0,0,0.0096187270321034,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.207419793025368,0,0.0339708005519427,0,0.670043093935744,0,0,0,0,0,0,0,0,-0.08977013791397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121661695757181,0,0,0,0,0,0,0,0,0,0,0,0,0.0251030501537986,0,0,0,0,-0.16178132060191
X5.HK.EQUITY,0,0,0,0,0,0.145680526916376,0.398077388271663,0,0,0,0,0,0,0,0,0.0838397783486571,0,0,0,0,0,0.0609633679764435,0,0,0,0.00624580580465432,0.0631025792840677,-0.19224209883443,0,0,0,0,0,0,0,0,0.0575381030182299,0,0,0,0.255916971210529,0,0,0,0,0,-0.160270713924469,0,0.087499261621509,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.323491267683489,0,0,0,0.0487376148726979,0,0,0,0,0,0.0721902652549896,0,0.100272352181026,0,0,-0.0642211046985842,-0.067983721440212,0,0,0,0.198429438219998,0,0,0,0,0,-0.226510488299359,0,0.070309843425956,0,0,0,0,0,0,0.0460962023792812,0,0,0,0,0,0,0,0,0,0.0856015810995196,-0.0610224061997967,0,0
X1299.HK.EQUITY,0,0,0,0,0.229420763213767,0,0,0,0,0,0,0,0,0,0,0,0.192837300433036,0,0,0,0,0,0,0,0,0.0389416323299724,0,0.0439114727486583,-0.111411690743284,0.0930274039103226,0.0422035406524142,0,0,0,0,0,0.517710793216863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138816655937772,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.40448464202274,0,0.0191007661130435,0.0475634084629013,0,0,0,0,0,0,0.0811977055317146,0,0,0,0,0,0,0,0.00819505483495433,0.0464560697566739,0,0,0,0,0,0,0.0365042296887673,0,0,0,0.218541810613483,0,-0.0572843348322545,0.311569682777587,0,0,0,0,0,0,0,0,-0.0597424358364975,0
X601628.CH.EQUITY,0,0,0,0.0144906161604346,-0.087850146624092,0.0074801328165397,0,0,0,0,0,0.0864485522116574,0,0,0,0,0,0.297061720978915,0,0,0,0,0,0,0,0,0.0107792772998813,0,0,0,-0.0249800355878734,0,0,0,0,0.320857728268424,0,0,0,0,0,0.269484543977841,0.116189627725203,0,0.0575253398044878,0,-0.0101377875285316,0,0,0,0,-0.101869419329614,0
X601328.CH.EQUITY,0,0,0.214907400719318,0,-0.0206634113289021,0,0,0.428062616645095,0,0,0,0,0,0.457624693434717,0,0,0,0,0,0,0.0588490508408371,0.0812693726512198,0,0,0,0,0,0,0,0,0,0,-0.133886557929777,0,0,0,-0.0082630306286172,-0.14944947273284,0,0,0,0,0,0,0,0,0,0,0,0,-0.00798188037815319,0,-0.130515264110621
X601166.CH.EQUITY,0.113410415046268,0,0,0.251396890689257,0,0,0,0,0,0.179923684158696,0,0,0,0.266448907490117,0,0,0,0,0.0470792498321571,0,0,0,0,0,0.022507836655124,0,0,0,0,0,0,0,0,0.0277008493708132,0,0,0,-0.0792002679810818,0,0.0428770336956751,0,0,0,0,0,0,0,0,0,0,-0.0464034709670898,0,-0.00578479860932717
X601319.CH.EQUITY,0,0.0456212401962693,0,0,-0.226221779348669,0,0,0,0,0,0,0,0,0,0,0.019980429242548,0,0,-0.0193240997736712,0.00801137853517285,0,0,0.165301586465422,0,0,0,-0.0748598450275246,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00339470262164313,-0.0735911440237293,0,0,0,0,0.444928156580287,0.00670873805907948,0.0241499826550674,0,0,0,0,0,0,-0.178001119635422
X16.HK.EQUITY,0,0,0,0,0,0,0,0.132209794370457,0,0,0,-0.0659676847269503,0,0,0,0.0384870347710008,0,-0.231799952282938,0,0,0,0,0,0,0,-0.0366334900657661,0,0,0,0.207339971989605,0.16519478837868,0,-0.11385013045915,0.193133424845991,0,0,0.648151944466883,0,0,0,0,0,0,0,0,0.113100347079632,0,0,-0.111001065038326,0,0,-0.07172558019397,0
X600000.CH.EQUITY,0.0417506490844171,0,0.206041651921867,0,0.0250612712599686,0,0,0,0,0.165004843093964,0.310399445304749,0,0,0,0,0,0,0,0,0.0425784811944973,0.0491830301523199,0,0,0,0,0,0.23505901465058,0,0,0,0,-0.117766182030968,0,0,-0.0987785070828738,0,0,0,-0.140950551678484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0.0313015894512238,0,0,0,0,0,0,-0.0479034449976724,0,0,0,0,0,0,0,0,0.187455157261475,0,0,0,0,0.047439669859322,0,0,0,0,0,0.630335588465571,0,-0.0493192359930413,0.0249532658744738,0,0.0218017924261933,0,-0.00093169418613016,0,0.0394600688195989,0,0.0257697208730393,0,0,0,0,0,-0.128827269502808,0,0.035607897212396
X11.HK.EQUITY,0,0,0.226201885409108,0,0,0.187858933772091,0,0,0,0,0,0.0490508496552644,0,0,0,0,0,0,0.0996051394199556,0,0,0,0,0,0,0,0,0,0,0,0.469965096607439,0,0,0,0,0,0,-0.0624864344439313,0,0.0242839218872931,0.0603284014662743,0,0,0.300879991979335,0,0.0539162639639542,-0.101961316179252,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.117997789481442,0.00630912345669203,0,0,6.93889390390723e-18,0,0,0,0,0,0,-4.33680868994202e-19,0,0.276359370662089,0.579112427451472,0.114473726167258,0,0,0,0,0,0,0,0,0,0,0,-0.0907657227891197,0.00710462598544498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
