,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0268774180018854,0.000992942858475246,0.206169296934356,0.0397162493678359,0.0163227489563521,0,0,0,0,0,0,0,0,0,0,0.209434560248173,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238928982160368,0,0,0,0,0.0649066981933081,0,0,0,0,0,0.112839884048953,0,-0.0413184429357833,0,0,0
X601318.CH.EQUITY,0,0,0.0183476327878175,0.0769315917288074,0,0,0,0,0.149315101378538,0,0.0488211586810507,0,0.136010595040495,0,0,0.0276490413535706,0,0.0932312409449097,0,0.222393629872248,0,0,0,0,0,0,0,0.0455560465513024,0,0,0,0.1059744502656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102411987715218,0
X601939.CH.EQUITY,0,0,0,0,0.122886302639581,0,0,0,0,0,0.0937493518088065,0,0,0,0,0,0,0,0,0,0.0026579749299772,0,0,0.568001574993683,0,0.16526668227931,0,0.125903876534497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00595021756697592,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.11114376775276,0,0,0,0,0.232477357940512,0,0,0,0,-0.00783312078829895,0.215695997252256,0,0.168529220981149,0,0,0,0.0228385010439969,0,0,0,0.246523685208426,0.151949077142462,0,0,0,0,8.67361737988404e-19,0.0148526317115402,0,0,0,0,0,0,0,0,0,0.0731420144463097,0.0310615244740032,0,0,0,0,0.00622189707973617,0,0,0,0,-0.0714706699042979,0,0,0
X601288.CH.EQUITY,0.00664915573464913,0,0.103045867027469,0,0,0.104707233673162,0,0.449315219318907,0,0,0,0,0,0,0,0.0154501881005381,0,0,0,0,0,0,0,0,0,0,0,0,0.141390790436128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604074932640398,0,0,0,0,0.0430446573985762,0,0,0,-0.0587681211989677,-0.0552086945773426,0
X601628.CH.EQUITY,0,0,0,0,0.113800488803016,0,0,0,0,0,0.00597120087941715,0.0328413072361816,0,0,-0.08155110959872,0.0145046330197663,0,0,0,0,-0.0345794726471585,0.0277719997635303,0,0,0,0,0,-0.0858720430095789,0,0.0119854618587343,0,0,0,0.0589710377395785,0.624759390859289,0,0,0,0,0,0,0,0,0,0,0,0,0.167676981348502,0,0,0,0,0.247106852521866,0
X1299.HK.EQUITY,0,0,-0.0733275918364834,0.0175783979407794,0,0,0,0,0,0,-3.46944695195361e-18,0.120582211161844,0,0,0,0,0,0,0,0,0.179654414326024,0,0,0,0,0,0.170176961726916,0,0,0,0,0,0,0,0,0,0,0.0689785777578016,0,0.168027426512882,0.0103048621041462,0,0.0405243624367626,0,0.112598935161912,0.0542563224161638,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.132738036948554,0.730792013449265,0,0,0,0,0,0,0,0.0297126514689148,0,0,0,0.0186124127825397,0,0,0,0.0808778252000473,0,0.199503253103326,0,0,0,0,-0.0346745074745997,0,0,-0.134602716745358,0.125804284876031,0.0350479696084034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00873879091400434,0
X5.HK.EQUITY,0,0,0,0,0,0.0095588128402699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130387131556243,0,0,0,0,0.0847216276883124,0,0.179551653238634,0.0154815828921602,0,0,0,0,0,0,0,0,0,0,0,0.33736600327103,0,0,0,0,0,0.149632755872664,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0836021576463155,0.0410311950134665,0,0.0375804174776821,0,0,0,0,0.0373181416163809,0,0.123606332690013,0,0.0446515294664202,0,0,0,0,0,0,0,0.157405981800155,0,0,0,0,0,0.391817193276621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19
X601658.CH.Equity,0,0,0,0,0.270494376237241,0,0,0,-0.126647049645697,0.193393119851147,0,0,0.245030558953185,0,0,0.165457089553742,0.368982521696313,0,0,0,0,0.179745184725785,0,0,0,0,-0.0938531266954088,0,0,0,-0.420916308751889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225328660101747
X388.HK.EQUITY,0,0,-0.034722273697414,-0.109918167820054,0,0,0.131638494681409,0,0,0,0,0,0,0,0,-0.127936598214118,0,0,0,0,-0.110925607124586,0.545201113038831,0,0,0,0,0.177978233576443,0,0,0,0,0,-0.0307480302535621,0,0,0,0,0,0.095451197979731,0,0,0.133791243426589,0.029674189221261,0,0,0,0,0,0,0,0.123010960401664,0,0,0
X000001.CH.EQUITY,0,0.206233647568103,0,0,0,0,0,0.116403291203265,0,0.429030367753661,0,0.0301110168663652,0,0,0,0,0,0,0,0,0,0,0.484231971930709,0,0,0,0.0138256476850312,0,0,0,0,-0.084935577430381,-0.0576881536398217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122518652714443,0,0,0,-0.067671635710775
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0505481999026244,0,0,0,0,0,0,0.409583221877482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246220620340435,0.0160881736474822,0.194827726792368,0.095183173478785,0,0,0,0,0.2125333011785,0,0.0600669117056846,0.0471376296076502,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0998867013421203,0,-0.0100884352106308,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157918044695035,0,0,0,0,0.241690439126729,0,0,0,0.411256284449001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106248413620814,-0.0157489358699327
