,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137604735169673,0,0,0,0,0,0,0,0,0,0,-0.0977186106135408,0.43473549063622,0,0.688276753527191,0,0.0393172932635174,0,-0.127707510741333,0,0,-0.0822670754320456,0,0.103751460005604,0,0,0,0,-0.135509714015142,0,-0.339563108378393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0,0.141539742881255,0
X601939.CH.EQUITY,0,0,0,0.80316262331315,0.00227145620081701,0.00151136580071261,0.0154928953846467,0,0,0,0,0,0.0107577862955409,0,0,0,0,0,0.0520794053615123,0,0,0,0,0,0,0,0,0,0,0,0,0.0897104256926494,0.0418551648055648,0,0,0,0,0,0,0,0,0,0,0,0.0320731637910013,0,0,0.0379121757081794,0,0,0,0,0.0144998510802526,0
X601288.CH.EQUITY,0,0,0.920373942328427,0,0,0,-0.067809553290018,0,0,0,0,0,0,0,0,0,0,0.11612896374611,0,0,0,0,0,0,0,-0.0148025460385488,0.0589096470472899,0,0,0,0,0,0,0,0,0,0,-0.103995582673042,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483968035719562,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152633331067638,0,0,0,0,0,0.966823201936248,0,0,0,0,-0.010389102459846,0,-0.148566084500116,-0.043944951915824,0,0,0.277214456411772,0,0,0,0,0,0,0,0,-0.162161290228834,0,0,-0.151201998307352,0,0,0,0,0,0.0576648284346292,0,0.0659194959797675,0,0,0,0,0,0,0,0.0302553841936347,0.223997041904583,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0,0.158529973366047,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.109473210358995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248688035234724,0,0,0.220993425405131,0,0.138651010801424,0,0.332217584491852,0,0,0.0198743322462078,0,0,0,0,0,0,0,0,0,0,0,0.357784806217935,0,0,0,0.124409833343404,0.0799825391491185,-0.0585421878152999,0.106716669146008,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0846561900646132,0,0,0,0,0,0,0,0.165769593926557,0,0,0,0,0,0,0.204666322344182,0,0,0.238517105913831,0,0.191078361621856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133315677037559,0,-8.67361737988404e-19,-0.0587785149133355,0,0,0,0,0,0.136809373240047,0,-0.0505446294952648,0.219926457048422
X388.HK.EQUITY,0,0,0,0,0,0,0.249941940594747,0,0,0,0,0,0,0,0,0,0,0,-0.235428957452334,0,0,0,0,0,0,0.390723881956942,0,0,0,0.0633677707598287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221952531646482,0.0367071697309708,0,0.0837256360412139,0,-0.220978607305862,-0.0714033913774999,0,0.028046421358978,0
