Date,AGEI3 BS EQUITY,B3SA3 BS EQUITY,BBAS3 BS EQUITY,BBAS4 BS EQUITY,BBDC3 BS EQUITY,BBDC4 BS EQUITY,BBSE3 BS EQUITY,BISA3 BS EQUITY,BNCA3 BS EQUITY,BPAC11 BS EQUITY,BRAP4 BS EQUITY,BRML3 BS EQUITY,BRPR3 BS EQUITY,CCPR3 BS EQUITY,CTIP3 BS EQUITY,CYRE3 BS EQUITY,IGTA3 BS EQUITY,IRBR3 BS EQUITY,ITSA4 BS EQUITY,ITUB4 BS EQUITY,LOGG3 BS EQUITY,MULT3 BS EQUITY,PDGR3 BS EQUITY,SANB11 BS EQUITY,SULA11 BS EQUITY,UBBR11 BS EQUITY,AXSB IS EQUITY,BAF IS EQUITY,BJFIN IS EQUITY,BJHI IS EQUITY,BOB IS EQUITY,DLFU IS EQUITY,HDFC IS EQUITY,HDFCB IS EQUITY,ICICIBC IS EQUITY,IDFC IS EQUITY,IHFL IS EQUITY,IIB IS EQUITY,KMB IS EQUITY,NICICI IS EQUITY,OBC IS EQUITY,PNB IS EQUITY,RCAPT IS EQUITY,SBIN IS EQUITY,UT IS EQUITY,YES IS EQUITY,BBAJIOO MF Equity,BOLSAA MF Equity,BSMXB MF Equity,COMPARTO MF Equity,ELEKTRA* MF Equity,GENTERA* MF Equity,GFBBB MF Equity,GFINBURO MF Equity,GFNORTEO MF Equity,INCARSOB MF Equity,Q* MF Equity,RA MF Equity,VESTA* MF Equity,BSPB RM EQUITY,CBOM RM EQUITY,LSRG RM EQUITY,MOEX RM EQUITY,PIKK RM EQUITY,SBER RM EQUITY,SBERP RM EQUITY,SFIN RM EQUITY,TCSG RM EQUITY,VTBR RM EQUITY,VZRZ RM EQUITY,OPIN RU EQUITY,SBERPS RU EQUITY,SBERS RU EQUITY,VTBRS RU EQUITY,0861674D SJ EQUITY,ABG SJ EQUITY,ACP SJ EQUITY,AFH SJ EQUITY,AFI SJ EQUITY,AHB SJ EQUITY,AIL SJ EQUITY,ALE SJ EQUITY,ALY SJ EQUITY,AMB SJ EQUITY,ANA SJ EQUITY,AND SJ EQUITY,APA SJ EQUITY,APB SJ EQUITY,APF SJ EQUITY,APP SJ EQUITY,AQL SJ EQUITY,ARC SJ EQUITY,ARD SJ EQUITY,ATS SJ EQUITY,ATT SJ EQUITY,AWA SJ EQUITY,AXL SJ EQUITY,BAT SJ EQUITY,BJM SJ EQUITY,BNT SJ EQUITY,BOE SJ EQUITY,CAE SJ EQUITY,CAL SJ EQUITY,CAP SJ EQUITY,CCO SJ EQUITY,CDZ SJ EQUITY,CEN SJ EQUITY,CES SJ EQUITY,CFC SJ EQUITY,CLE SJ EQUITY,CML SJ EQUITY,CNF SJ EQUITY,CNX SJ EQUITY,CPA SJ EQUITY,CPF SJ EQUITY,CPI SJ EQUITY,CPT SJ EQUITY,CRH SJ EQUITY,CRN SJ EQUITY,CRW SJ EQUITY,CST SJ EQUITY,CYD SJ EQUITY,DLT SJ EQUITY,DSY SJ EQUITY,ECS SJ EQUITY,EMG SJ EQUITY,EMI SJ EQUITY,EPP SJ EQUITY,EQU SJ EQUITY,EQX SJ EQUITY,ERM SJ EQUITY,EUR SJ EQUITY,FDS SJ EQUITY,FFA SJ EQUITY,FFB SJ EQUITY,FOM SJ EQUITY,FPT SJ EQUITY,FRC SJ EQUITY,FSP SJ EQUITY,FSR SJ EQUITY,GBL SJ EQUITY,GMB SJ EQUITY,GRT SJ EQUITY,HMN SJ EQUITY,HPB SJ EQUITY,HYP SJ EQUITY,IAP SJ EQUITY,ICT SJ EQUITY,IDQ SJ EQUITY,IFA SJ EQUITY,IFR SJ EQUITY,ING SJ EQUITY,INL SJ EQUITY,INP SJ EQUITY,IOT SJ EQUITY,IPF SJ EQUITY,IPR SJ EQUITY,ITU SJ EQUITY,JGS SJ EQUITY,JSE SJ EQUITY,KST SJ EQUITY,L2D SJ EQUITY,L4L SJ EQUITY,LBH SJ EQUITY,LBR SJ EQUITY,LGL SJ EQUITY,LNF SJ EQUITY,LTE SJ EQUITY,LYS SJ EQUITY,MAF SJ EQUITY,MCU SJ EQUITY,MEL SJ EQUITY,MPL SJ EQUITY,MRN SJ EQUITY,MSI SJ EQUITY,MSP SJ EQUITY,MTL SJ EQUITY,MTM SJ EQUITY,MYT SJ EQUITY,N91 SJ EQUITY,NBC SJ EQUITY,NED SJ EQUITY,NIB SJ EQUITY,NRP SJ EQUITY,NY1 SJ EQUITY,OCT SJ EQUITY,OML SJ EQUITY,OMU SJ EQUITY,ORE SJ EQUITY,OZZ SJ EQUITY,PAP SJ EQUITY,PFN SJ EQUITY,PGH SJ EQUITY,PGR SJ EQUITY,PMG SJ EQUITY,PMM SJ EQUITY,PPE SJ EQUITY,PPR SJ EQUITY,PRA SJ EQUITY,PSG SJ EQUITY,QLT SJ EQUITY,QPG SJ EQUITY,RAH SJ EQUITY,RDF SJ EQUITY,REB SJ EQUITY,REF SJ EQUITY,REI SJ EQUITY,RES SJ EQUITY,RHW SJ EQUITY,RMH SJ EQUITY,RMI SJ EQUITY,RNI SJ EQUITY,RNT SJ EQUITY,RPF SJ EQUITY,RPL SJ EQUITY,RPR SJ EQUITY,SAC SJ EQUITY,SBK SJ EQUITY,SBL SJ EQUITY,SBO SJ EQUITY,SBV SJ EQUITY,SCP SJ EQUITY,SDO SJ EQUITY,SFN SJ EQUITY,SGG SJ EQUITY,SJL SJ EQUITY,SLM SJ EQUITY,SLU SJ EQUITY,SMR SJ EQUITY,SNT SJ EQUITY,SOT SJ EQUITY,SPE SJ EQUITY,SRB SJ EQUITY,SRE SJ EQUITY,SRL SJ EQUITY,STP SJ EQUITY,SVN SJ EQUITY,SYC SJ EQUITY,TCP SJ EQUITY,TDH SJ EQUITY,TMT SJ EQUITY,TSC SJ EQUITY,UNF SJ EQUITY,VKE SJ EQUITY,VKG SJ EQUITY,VLY SJ EQUITY,VTR SJ EQUITY,WPH SJ EQUITY,WSC SJ EQUITY,YBG SJ EQUITY,ZSA SJ EQUITY,AGYO TI EQUITY,AKBNK TI EQUITY,AKGRT TI EQUITY,ALBRK TI EQUITY,ALGYO TI EQUITY,ANHYT TI EQUITY,ANSGR TI EQUITY,ASYAB TI EQUITY,AVISA TI EQUITY,BRYAT TI EQUITY,DENIZ TI EQUITY,DGGYO TI EQUITY,ECZYT TI EQUITY,EKGYO TI EQUITY,FORTS TI EQUITY,FORTSY TI EQUITY,GARAN TI EQUITY,GLYHO TI EQUITY,GLYHOY TI EQUITY,GOZDE TI EQUITY,GSDHO TI EQUITY,GUSGR TI EQUITY,HALKB TI EQUITY,HLGYO TI EQUITY,ICBCT TI EQUITY,IHLGM TI EQUITY,ISCTR TI EQUITY,ISFIN TI EQUITY,ISGYO TI EQUITY,ISMEN TI EQUITY,ITTFH TI EQUITY,KLGYO TI EQUITY,NUGYO TI EQUITY,OZGYO TI EQUITY,OZKGY TI EQUITY,PEGYO TI EQUITY,PEGYOY TI EQUITY,QNBFB TI EQUITY,QNBFL TI EQUITY,RHEAG TI EQUITY,RYGYO TI EQUITY,SAFGY TI EQUITY,SKBNK TI EQUITY,SNGYO TI EQUITY,TEBNK TI EQUITY,TEBNKY TI EQUITY,TRGYO TI EQUITY,TSKB TI EQUITY,VAKBN TI EQUITY,VAKBNY TI EQUITY,VERUS TI EQUITY,VKGYO TI EQUITY,YGYO TI EQUITY,YKBNK TI EQUITY,YKGYO TI EQUITY,YKSGR TI EQUITY
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,627.3,2656.85,6521.95,2949.95,123.3,180.3,2009,1071.66,363.75,43.45,844.75,1595.6,1250.45,,97.7,79.8,230.4,299.6,2.1,184.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,,27.561,48.6,,26.262,29.627,27.317,,,24.9,31.09,13.46,8.2,8.55,,15.87,42.43,27.767,12.65,35.646,16.85,24.92,11.4,45.74,28.1,,620.05,2614.05,6384,2950.1,119.35,173.1,1980.65,1061.89,364.6,42.15,842.3,1576.6,1240.6,,95.5,77.85,221.8,293.9,2.1,184.65,38.31,34.37,24.61,,956.62,15.09,,27.98,98.22,,42.81,92.03,27.49,,,,,,,,,,,,,,,,,15780,,470.99,,600,547,,,,95,1,,,325,,,,,,1464,396,18.53,2085.69,,,,,,,4160,,,,,,4010,,,,,109419,,,,,,,440,15850,20,,1462,1884,1931,,,,,1726.29,1373.78,,,,,6336,,,2300,5870,960,8053,1229.96,,338.94,,,120,5566.09,6325.33,,1378,,1982,,15928.2,1060,680,444,10726,725,,610,704.98,,,,,,,,2167,,1650,,,,26659,,11215,,1720,,2174,,,,,,1840,,,30,460,,24060,2182,,,944,266,,,5662,,7643,3561,21255,,,2580,,339,17563,,,5250,79,340,3250,,,7749,,,29238,,,,1077,,1881,3950,,1675,1005,313.36,,,1985,,,,,,,,1.281,5.585,3.61,1.116,7.26,5.79,4.14,,7.58,37.5,19.49,2.11,7.16,1.48,,,7.72,2.93,,2.61,0.78,1.477,6.8,0.629,4.78,0.94,4.28,4.64,1.04,2.08,2.067,1.76,2.1,2.09,1.422,0.74,,9.55,7.97,0.61,0.7,,1.06,0.36,,,1.51,0.77,3.77,,15.46,1.5,0.27,1.59,1.59,
2019-01-03,,28.761,48.8,,26.798,29.913,27.616,,,25.93,29.9,13.55,8.2,8.47,,16.13,42.82,27.44,12.76,36.234,16.6,25.1,11.3,47.25,27.35,,607.95,2586.2,6383.3,2977.25,119.3,172.45,1936.85,1053.56,363.25,42.3,816.65,1560.1,1235.25,,95.5,77.85,214.4,291.1,2.05,184.1,37.51,34.84,24.42,,951.73,14.86,,28.43,96.64,,43.24,91.46,27.45,44.6,5.17,600.4,84.49,374.7,186.99,165.44,592,,0.03421,476,,,,,,15872,,463.4,,600,550,,,,95,1,,,324,,,,,,1477,391,18.05,2202.64,,,,,,,4194,,,,,,4041,,,,,110933,,,,,,,432,15950,20,,1511,1879,1931,,,,,1726.29,1381.6,,,,,6461,,,2305,5959,960,8170,1232.93,,315.07,,,120,5669.81,6407.94,,1381,,2000,,15994.39,1070,680,469,10995,740,,610,724.29,,,,,,,,2110,,1687,,,,27080,,11281,,1725,,2240,,,,,,1833,,,30,460,,24050,2191,,,954,251,,,5677,,7791,3645,21458,,,2565,,340,17850,,,5250,78,340,3250,,,7971,,,29408,,,,1060,,1880,3950,,1650,1030,300.63,,,2000,,,,,,,,1.245,5.52,3.59,1.089,7.112,5.76,4.14,,7.6,37.52,19.84,2.08,7.04,1.41,,,7.54,2.9,,2.6,0.76,1.412,6.57,0.619,4.62,0.931,4.1,4.52,0.98,2.06,2.013,1.69,2.02,2.1,1.36,0.69,,9.15,7,0.58,0.66,,1.03,0.35,,,1.49,0.73,3.61,,14.3,1.447,0.27,1.53,1.53,
2019-01-04,,27.72,48.8,,26.21,29.679,27.346,,,26.85,31.92,13.29,8.2,8.5,,15.99,41.75,27.133,12.72,35.627,16.09,24.59,11.4,47.2,26.12,,619.6,2576.05,6410.45,2951.65,121.7,175.15,1972.6,1056.37,365.2,43.45,829.8,1548.2,1247.95,,98.95,81.3,216.7,297.65,2.1,189.65,38.95,35.67,25.11,,965.43,15.28,,27.66,95.55,,44.26,94.06,27.75,45.5,5.173,608.2,84,375.2,190.99,167.27,579.2,,0.03462,476,,,,,,16015,,465.29,,600,567,,,,95,1,,,335,,,,,,1485,395,19,2044.8,,,,,,,4136,,,,,,4080,,,,,111272,,,,,,,450,15900,20,,1534,1900,1950,,,,,1737.67,1403.11,,,,,6525,,,2345,5873,960,8443,1263.55,,315.07,,,120,5662.71,6444.03,,1390,,1958,,16291.27,1090,710,465,11043,779,,610,695.32,,,,,,,,2170,,1700,,,,27459,,11400,,1798,,2263,,,,,,1859,,,30,460,,24020,2134,,,965,258,,,5770,,7821,3645,21511,,,2550,,340,18073,,,5250,77,350,3245,,,8118,,,29372,,,,1060,,1929,3950,,1656,1030,300.63,,,1993,,,,,,,,1.272,5.84,3.58,1.107,7.072,5.8,4.2,,7.63,37.86,20.14,2.09,7.16,1.43,,,8,2.97,,2.58,0.77,1.412,6.81,0.629,4.73,0.904,4.22,4.24,0.99,2.07,2,1.7,2.04,2.1,1.394,0.68,,9.13,6.92,0.62,0.67,,1.05,0.36,,,1.5,0.72,3.79,,14.6,1.477,0.27,1.58,1.51,
2019-01-07,,27.571,48.48,,26.431,30.031,26.941,,,27.4,32.17,13.21,8.18,8.7,,15.9,41.1,27.407,12.71,35.694,15.62,24.24,11.3,47.99,26.54,,637.45,2553.6,6407.15,2953.8,122.7,179.8,1972.9,1057.97,367.7,44.45,793.9,1559.15,1246.6,,97.55,80.55,217.05,296.3,2.05,187.15,38.62,36.04,25.03,,1002.33,15.31,,28.2,94.56,,44.99,93.31,27.25,,,,,,,,,,,,,,,,,16269,,469.09,,600,564,,,,95,1,,,340,,,,,,1482,396,18.53,2135.2,,,,,,,4204,,,,,,4051,,,,,110775,,,,,,,455,15849,20,,1530,1890,1963,,,,,1752.85,1412.89,,,,,6488,,,2366,5820,960,8550,1254.66,,305.53,,,120,5732.33,6494.55,,1395,,1928,,16073.24,1084,710,468,11152,760,,610,692.42,,,,,,,,2164,,1683,,,,26960,,11249,,1830,,2238,,,,,,1817,,,30,460,,23630,2102,,,967,258,,,5861,,7795,3649,20415,,,2550,,338,17901,,,4750,77,355,3245,,,8127,,,30150,,,,1054,,1910,3950,,1715,1030,300.63,,,2023,,,,,,,,1.272,5.97,3.58,1.098,7.045,5.79,4.2,,7.86,38.06,20.4,2.1,7.39,1.43,,,8.16,2.99,,2.51,0.78,1.43,6.86,0.638,4.74,0.877,4.24,4.26,1.01,2.06,1.98,1.71,2.07,2.13,1.387,0.69,,9.01,6.4,0.61,0.67,,1.08,0.37,,,1.51,0.73,3.79,,15,1.5,0.27,1.58,1.57,
2019-01-08,,27.651,47.93,,26.724,30.214,26.546,,,26.21,31.94,13.23,8.09,9.2,,15.79,40.55,27.667,12.88,36.147,15.87,24.07,10.6,46.36,27.15,,650.9,2537.05,6443.05,2955.45,123.85,181.5,1958.95,1049.17,380.15,43.95,812.55,1577.75,1228.9,,100.85,81.7,221.55,305.3,2.05,192.35,40.03,36.85,25.28,,1025.03,15.6,,27.91,97.14,,44.87,93.69,27.58,44.96,5.174,624.2,83.7,376.6,191.24,167.01,559.8,,0.03484,476,,,,,,16463,,460.55,,600,558,,,,95,1,,,329,,,,,,1472,395,20.43,2145.96,,,,,,,4341,,,,,,4051,,,,,110449,,,,,,,454,15837,20,,1524,1880,1973,,,,,1738.62,1411.91,,,,,6500,,,2370,6035,955,8550,1245.77,,291.2,,,120,5806.92,6599.61,,1411,,1988,,16343.83,1050,680,471,10750,765,,610,690.49,,,,,,,,2175,,1650,,,,27081,,11320,,1879,,2181,,,,,,1800,,,30,460,,23303,2108,,,963,258,,,5859,,7705,3570,20768,,,2595,,335,17999,,,5250,77,365,3000,,,7975,,,30120,,,,1054,,2000,3950,,1700,1030,312.38,,,2034,,,,,,,,1.263,5.84,3.58,1.107,7.042,5.85,4.26,,7.74,38.14,20.7,2.14,7.34,1.43,,,8.19,3.02,,2.56,0.78,1.402,6.86,0.638,4.8,0.904,4.21,4.31,1.02,2.08,2,1.7,2.07,2.14,1.408,0.68,,9.43,6.2,0.6,0.68,,1.06,0.36,,,1.52,0.74,3.8,,15.04,1.508,0.27,1.57,1.54,
2019-01-09,,27.779,47.8,,27.282,30.735,25.706,,,26.25,32.8,13.44,8.22,9.18,,15.85,41.12,27.593,13.05,36.696,16.24,24.37,10.6,47,27.41,,670.1,2524.35,6399.1,2951.15,122.95,182.1,1994.95,1056.05,382.25,43.2,821.75,1601.75,1238.25,,99.25,80.7,217.1,305.3,2,186.45,40.7,37.2,25.02,,1002.92,15.42,,27.5,99.7,,44.95,95.49,27.29,45,5.152,629,83.93,374.7,197,169.8,565.8,,0.035,477,,,,,,16450,,449.15,,600,550,,,,95,1,,,356,,,,,,1471,399,20.43,2153.14,,,,,,,4324,,,,,,4075,,,,,113291,,,,,,,446,16078,20,,1511,1882,1973,,,,,1750,1399.2,,,,,6676,,,2370,6100,955,8575,1249.72,,305.53,,,120,5974.58,6780.06,,1438,,1972,,16425.6,1070,703,476,10751,770,,610,691.46,,,,,,,,2199,,1681,,,,27214,,11390,,1920,,2264,,,,,,1785,,,30,460,,24097,2121,,,973,251,,,5855,,7830,3645,20660,,,2650,,332,18080,,,4750,77,386,3000,,,8104,,,30150,,,,1058,,1905,3950,,1700,1040,312.38,,,2002,,,,,,,,1.272,5.7,3.57,1.107,7.191,5.83,4.26,,7.71,37.52,21.2,2.15,7.3,1.43,,,7.99,3.01,,2.56,0.78,1.43,6.75,0.619,4.98,0.877,4.18,4.21,1,2.1,1.98,1.7,2.06,1.72,1.422,0.64,,9.34,6.19,0.6,0.66,,1.06,0.35,,,1.52,0.72,3.72,,15.4,1.485,0.27,1.55,1.51,
2019-01-10,,28.037,48.5,,27.363,30.64,26.43,,,25.93,32.7,13.34,8.39,9.28,,16.1,40.76,27.027,12.96,36.446,17.49,24.17,10.3,47.49,27.9,,663.25,2514.65,6371.95,2969.95,123.45,183.55,1980.1,1051.91,379.5,42.95,814.25,1565.9,1219.55,,99,81.25,217.75,305.55,2.05,186.9,41.24,36.75,24.64,,987.49,15.48,,27.3,103.61,,43.74,96.01,26.05,45.3,5.163,636,84.7,374.2,196.75,169.79,567.2,,0.035045,477,,,,,,16746,,446.3,,600,570,,,,95,1,,,380,,,,,,1470,398,21.38,2222.01,,,,,,,4244,,,,,,4090,,,,,114100,,,,,,,420,16066,19,,1506,1863,1974,,,,,1745.26,1426.58,,,,,6799,,,2380,6005,920,8599,1244.78,,305.53,,,120,5990.21,6774.45,,1428,,1917,,16449.93,1070,710,474,10530,757,,600,700.15,,,,,,,,2160,,1690,,,,27457,,11368,,1911,,2284,,,,,,1830,,,30,460,,24200,2147,,,971,250,,,5855,,7972,3660,20764,,,2625,,337,18375,,,4750,75,409,3050,,,8179,,,30650,,,,1051,,1940,3950,,1723,1185,312.38,,,2030,,,,,,,,1.272,5.75,3.6,1.116,7.191,5.72,4.26,,7.62,37.62,21.54,2.15,7.31,1.43,,,7.87,3.17,,2.53,0.79,1.421,6.78,0.629,5.04,0.895,4.23,4.15,0.99,2.16,2.06,1.75,2.08,1.48,1.415,0.61,,9.16,5.45,0.6,0.67,,1.09,0.36,,,1.53,0.72,3.72,,15.64,1.485,0.27,1.55,1.52,
2019-01-11,,28.632,48.7,,27.253,30.441,26.767,,,25.9,32.59,13.23,8.35,9.45,,16.55,40.08,26.483,12.8,36.224,19.6,23.69,10.3,47.39,28.92,,666.5,2514.2,6371.65,3007.35,121.15,182.15,1991.4,1053.61,378.55,42,816.15,1515.15,1223.2,,97.6,80.65,216.1,302.75,2,184.25,41.31,37.01,24.84,,992.82,15.96,,28.2,106.48,,44.92,98.34,26.54,45,5.182,622.2,88,368.9,196.8,170.05,571.6,,0.035185,476,,,,,,16955,,448.2,,600,551,,,,95,1,,,390,,,,,,1472,398,22.33,2284.43,,,,,,,4221,,,,,,4179,,,,,111901,,,,,,,426,16213,20,,1541,1882,1984,,,,,1745.26,1417.78,,,,,6825,,,2385,6057,920,8568,1255.65,,305.53,,,120,6085.4,6897.15,,1441,,1922,,16547.27,1057,705,479,10750,765,,600,700.15,,,,,,,,2165,,1721,,,,27798,,11428,,1900,,2303,,,,,,1850,,,29,460,,24069,2220,,,973,250,,,5840,,8068,3715,20812,,,2625,,335,18523,,,4750,75,412,3050,,,8261,,,30624,,,,1050,,2020,3950,,1705,1185,313.36,,,2037,,,,,,,,1.298,5.89,3.67,1.116,7.234,5.72,4.28,,7.64,37.8,21.72,2.18,7.49,1.44,,,7.91,3.19,,2.56,0.79,1.449,6.87,0.638,4.93,0.886,4.26,4.01,1,2.28,2.02,1.72,2.08,1.19,1.408,0.66,,9.05,5.17,0.6,0.67,,1.07,0.36,,,1.55,0.73,3.75,,16.45,1.485,0.28,1.55,1.52,
2019-01-14,,29.267,49.83,,27.282,30.801,27.009,,,25.64,32.71,13.3,8.61,10.25,,16.85,39.5,26.367,12.99,36.494,20.4,23.71,9.38,48.1,28.92,,659.2,2544.8,6368.8,3008.65,120.95,181.15,1969.2,1048.49,373.35,42.75,790.95,1484.05,1211.75,,98.3,82.5,216.15,300.4,2,195.35,40.63,36.93,24.91,,992.94,15.51,,28.48,103.08,,46.32,95.39,26.89,45.16,5.159,622,88.3,368.1,196.8,170,570,,0.0353,479,,,,,,16900,,446.3,,600,550,,,,80,1,,,396,,,,,,1476,399,21.85,1793.68,,,,,,,4210,,,,,,4154,,,,,112000,,,,,,,420,16358,20,,1535,1867,1979,,,,,1745.26,1412.89,,,,,6850,,,2366,6058,920,8550,1279.36,,305.53,,,120,6061.96,6869.89,,1430,,1999,,16366.22,1065,706,478,10773,770,,600,686.63,,,,,,,,2179,,1739,,,,27850,,11250,,1900,,2290,,,,,,1889,,,30,455,,23905,2222,,,971,256,,,5784,,8066,3680,20823,,,2635,,340,18600,,,4650,75,398,2994,,,8310,,,30490,,,,1050,,2030,3925,,1705,1180,311.4,,,2019,,,,,,,,1.281,5.98,3.75,1.125,7.241,5.74,4.28,,7.64,37.52,18.2,2.18,7.51,1.46,,,8.17,3.2,,2.54,0.77,1.486,6.93,0.629,5.06,0.895,4.32,4.18,0.99,2.4,2.027,1.81,2.12,1.27,1.415,0.62,,8.79,5.77,0.6,0.66,,1.06,0.36,,,1.68,0.72,3.78,,16.7,1.462,0.28,1.55,1.52,
