,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.00334230910264157,0,0,0,-0.0601857533605927,0.0491033205320358,0,0,0,0,0,0,0,0.358396354848602,0,-0.16815887424646,0,0,0,0,0,-0.159718944867166,0,0,0,0,0,0,0.165272555764127,0,0,0.632330013939352,0,0,0,0,0,0,0,0,0,-0.0140522729866985,0.0606838666654659
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0
X601939.CH.EQUITY,0.369745084667921,0,0,0,-0.0651079410961652,0,0,0,0,0,0,0,0,-0.0404551280687057,0,0,0,0.0502502630651125,0,0,0,0,0.14810442329443,0,0,0,-0.378012500155552,0,0,0,0,0,-0.00214548487898833,0,-0.058335686388375,0,0,0,0,0,0.664682388843564,0,0,0,-0.0354287972486444,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.182612106306833,0,0,0,0.00374025393827232,0,0.431518830256773,0,0,0.343758065448838,-0.100478758630544,0,0,0,0,0,-0.149477200549281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295132456927283,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.146974178122017,0,0.213105733879627,0,0,0.11343011105511,0,-0.00368056935902542,0.214579715452853,0,0,0,0.0738810780351563,-8.67361737988404e-19,0,0,0,3.46944695195361e-18,0,0,0,0.0216332181448859,-0.168529903937252,0,0,0,0,0,0,0,0,0,0.129650156303621,0.0970910311239739,0,0,0,0,0,0,-0.0966243804281853,0,0,0.154728057450118,0
X601988.CH.EQUITY,-0.0612256175477738,0,0,-0.0504903635052911,0.410174418702574,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.00270612932725463,0,0,0.0437396621714786,0,0,-0.172446033411294,0,0,0,0.348662251170056,0,0,0,0,0,0,-0.365203957191519,0,0,0,0,0,0,0,0,0,0,0,0,0.0352924853998955,0.131249188782544,0,0,0,-0.0293664702321711
X600036.CH.EQUITY,0,0.268807386496286,-0.0797147996621459,0,0,0,0,0,0,0.384754517451808,0,0.0627178604948687,0,0,0.0715110030316619,0,0,0,0,0,0.287447994505389,0,0,0,0,0,0,0,0.14816508512368,0,0,0,0,-0.146880482342248,0,0,-0.157429926127899,0,-0.0212557277444577,0,0,0,0,0.280179124706416,0,-0.0617458117368801,0,0,0,0
X1299.HK.EQUITY,0,0.0948359977321606,0.0045372126982943,0,0.366133792316835,0,0,0,0,0,0,0,0,0,0,0,0,0.0501023877774321,0.0773522974903181,0,0,0,0,0,0,0,0.147498121535272,0.0290780842857701,-0.103997590469424,0.0466208632742209,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178165557223429,-0.117018478117213,0,0,0.130962362596992,-0.0110540924560836,0
X601628.CH.EQUITY,0,0.0844949250926263,0.0279068232501288,0.0798576235797407,0,0,0,0,0,0,0,-0.0690904905349463,0,0,-0.00306978972471428,0,0.325284205316786,0,0,0.0248819154757478,0,0,0,0,0.10865446998837,0,0,0,0,0,0,0,0,0,0.196733891082882,0.0514057211249096,0,0,0,0,0,0.204760787153972,0,0,0.0869650181602892,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.69442922319719,0,0,0,0,0,0,0,0,0.0883411595361134,0,0.0234035031840823,0,0,0.180515106977945,0,0,0,0,0,0.119427981949438,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0808922334525915,0,-3.46944695195361e-18,0,0.0290325430908965,0,0,0,-0.237980133541383,0,0,0,0
