,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.359267199725799,0,0.30815492490619,0,0,0,0,0,0.0475295805270584,0,0,0,0,0.0512290131710981,0,0,0,0,0,-0.0444782839056423,0,0,0,0,0,0,0.0432710844565185,0,0,0,0,0,0,0,0,0,0,0,0,0.0897154141549176,0,0,0,0,0,0.058507381896587,0,0,0,0
X601318.CH.EQUITY,0.0723367111371601,0,0,0,0,0,0,0,0.190474843654281,0,0,0,0,0,0,0,0.233486696314175,0,0,0,0,0,0,-6.93889390390723e-18,0.0451062640580856,0,0,0,0,0,-0.0890160903829122,0.101481721493112,0,0.0485068336070931,0.143629465623684,-8.67361737988404e-19,0.16470580514539,0,0,0,0.0526541469165431,0,0,0,0,0,0,0,0.096910896141109,0,0
X601939.CH.EQUITY,0,0,0,0.332392873103106,0,0.0707223142185574,0,0,0,0,0,0,0.438372632428352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569182078372301,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.353905296991296,0,0.00621738233735972,0,0,0.497589291253755,0.00352396934937369,0,0,0,0,0.0105097412172253,0,0,0.04076382573628,0,0,0,0,0,0,-0.0321785209414453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164970191680175,0,0,0,0,0.0955145878707648,0,0,0.0071637663745559,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0943380588039616,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.145889794674318,0,0,0,0,0,0,0,0,0,0.0921518462727392,0.229801096860554,0,0,0.253193817889624,0,0,0.0914035656191173,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.050692226828092,0
X601988.CH.EQUITY,0.411026289191924,-8.67361737988404e-19,0.0593451909770067,0,0,0,0,0,0.0419265404736935,0,0,0.00824437267965389,0,0,0,0,0,0.0820142121116353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162675580547072,0,0,0,0.0267082930341694,0,0,0,0,0,0,0,0,0,0,0.207361497828084,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.335508984579164,-0.0199011755303489,0,0,0,0,3.46944695195361e-18,0,0,0.469884946178928,0,0,0,0,0,0,0,0,0,0,0.0528182395275155,0,0,0,0.0767187599824066,0,0,0,0,0,0.0186617300800965,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707263171787233,0,0,0.407917853232095,0,0,0.150849933114319,-2.77555756156289e-17,0,0.0781067000204217,0,0,0,0,0,0,-0.028750387290919,0.399834376110348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114739837644364,0,0,0,0,0.122776544691661,0,0,0,0,0,0.148874488142254,-1.38777878078145e-17,0,0,0,0,-0.0360869839642014,0,0,0.0723479257273634,0,0,0,0,0,0,0,0.220479041039242,0,0,0,0,0,0,0,0.00717668206935358,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.161626828302509,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0216541745352025,0,0,0,-0.523556312164041,0.227162221687641,0,0.185880915288691,-0.27346463291485,0,0,0,0,0,0,0,0,1.05645301689561,0,0,0,0,0,0,0.189485341807408,0,0,0,-0.118149337919003,0,0.0394595579220057,0,0,0,-1.14410397192244,0.0181265717238387,0,0,0.915491253722331,0,-0.207659616354469,0,0,-0.00301467899046614,0
