,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.117164249111274,0,0.0514350679521815,8.67361737988404e-19,0,0,-0.116722820414207,0,0,0,0.512958910236296,0,0,0,-0.0166095405410048,0,0,0,0,0,0,0,0,0,0,0,0,0.0184054093384776,0,0,0,0,0,0,0,0.082552827675816,0,0,0,0,0,0.225261581163606,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.00570726795282035,0,0,0.12285138351724,0,0.2609695456169,0,0,-0.0329485017171,0.240361960981785,0,0,0,0,0,0,-0.148685298577951,0,0,0,0,0,0,0,0,0,0,0,0,0.162782820952877,0,0,0,0,-0.283432868087242,0,0.319982061570659,0.267963395326702,0.263141899074853,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.328679604095778,0,0,0.33041944718601,0,0.103673338997071,0,-0.0624516026942446,0,0,0,0,0,0,0.110027947596553,0.0665561953289943,0,0,0,0,0,0.00491050672201861,0,0,0,0,0,0,0,0,0,-0.0090135429246017,0,0,0,0,-0.130900542273988,0,0,0.338100400325329,0,0,0,0.0177735405514325,0,0,-0.0424970070081917,0,0,0,0
X601288.CH.EQUITY,0.368287056956246,0,0.11800794324199,0,0,0.22722456182887,0,0,0.110926185659855,0,0,0,0,0,0,0,0.0512347100594936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086470168377479,0,0,0,0,0,0,0,0,0.173428562543449,0.0566123144721997,0
X5.HK.EQUITY,0,0,0.0550861970179397,0.230765997513834,0,0.137070506265002,0,-0.402167372691799,0,0,0,0,0.097875488018337,0,0,0,-3.46944695195361e-18,0,0,0,0.415378928306514,0,0,0,0,0.488808375193618,0,0,0,0,0,0,0,0.0975716109628493,0,0,0,0,0,0,0,0,0,0,-0.179336799873281,0,0.12255491599709,0,-0.00908825166081345,0,0
X601988.CH.EQUITY,0.281506447035369,0.0693552352639677,0.318564390545937,0,0,0,0,0,0.137926364877714,0,-1.73472347597681e-18,0.00625281807708948,0,-0.175064112692083,0,0,0,0,0,0,0,0,0.152565008004577,0,0,0,0,0.0238916073020273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801987356250179,0,0.154351353328392,0,0,0,0,-0.0183412256176656,0,0
X600036.CH.EQUITY,0,0,0,0,0.097134629096054,0,0,0.245842956460661,-0.00772187061235744,-0.0377780992898121,0.0157056701849188,0,0.280609185779613,0,0.258279443576699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921828023297922,0,0,0.089723375520976,0,0,8.67361737988404e-19,0.134740540908482,0,0.0105221104947299,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0368141573568318,0,0,0,0.209815829927234,0,0,0,-0.17922155835993,0,0,0,0,0.366608074072435,0.177574798166157,-0.0502105693167854,0,0,0,0.104756377374515,0,0.0720959003902375,0,0,0,0,0,0,0,0,0,0.0010171921226134,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.315957944365052,0.208680255183056,0,0,0.102961948143003,0,0,0,0,0.0313221930725421,0,0,0,0,0,0,0,0.0845339694915061,0,0,-0.081477630881426,0,0.0250640396525571,0,0,0,0,0.211808367906273,0.0755577738205271,0,-0.316462827038275,0,0,0,0,0,-0.203142518859725,0,0,0,0,0,0.0210745402330604,0,-0.0593278740173281,0,0.00398447822141186,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.042547937356482,0,0,0,0,-0.20203799172158,-0.0214941657116142,0.0298042648688354,0,0,0,0,0,0,0.239782602972753,0,0,0,0,0,0.055677259596115,3.46944695195361e-18,0,0,0,0,0,0.297709251900329,0,0,0,-0.18233530780205,0,0,0,0,0,0,0,-0.179220761180815,0
