,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231581885631342,0,0,0,0,0,0,0,0,0,0,-0.269709973768455,0,0,0,0,0,0,0,0,0,0,-0.318033233418267,0,0,0,0,0.760435130999156,0,-0.180525362175318,0.267045135985723,0,-0.0507250963127535,0,-0.0226007203244572,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.16202178319309,0,-2.77555756156289e-17,0.0263078679426908,0,0,0,0,0.0593370390327851,0,0,0,0.124456414689487,0,0,0,0,0,0.0338911794221483,0,0,0,0,0.0582773173853229,0,0,0,0,0,0,0,0.591691226537492,0.0220408261038089,0,0.0195229972925161,-0.0774956372780442,0,0,0,0,0,-0.0398080445345783,0,0
X601939.CH.EQUITY,0.283714656203418,0,0,0,0,0,0,0,0.0524507753572612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398449036104327,0,0,0,0,0.117597510259546,0,0.0209539223682219,0,0,0,-0.0838028835973934,0,0,0,0.387063705947764,0,-0.0206565582615121,0,0,0.110997582985851,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.00501736694998411,0,0,0,0.276746445814572,0,0,0.185246939530996,0.045766867567753,0,0,0,0,0,0,0,0.0680331572615012,0,0,0,0,0,0,-0.0542380618498809,0,0,0.0967027657885981,0,0,0,0,8.67361737988404e-19,0,-0.0957405954493307,0,0,0.157606832557599,0,0,0,0,0,0.106865368520653,0.0833579796346431,0,0,0.113410883910227,0,0
X5.HK.EQUITY,-0.145294499653566,0,0,0.0144172274162133,0,0,0,0,0,0,0.0749092165964501,0,0,0,0.307877579834508,0,0.20020554041909,0,0,0,0,0.281692913956246,0,0.283540834083986,0,-0.00493741549058826,0,0,0,-0.269530942396589,0,0,0,0,-0.0559848633838507,0,-0.107079450098109,0,0,0,0.311210271295623,-0.108085915422216,0,0,0,0,-0.0957128387759056,-0.16632748027228,0,0
X601988.CH.EQUITY,0.251548902138325,0,0,0.569198501290171,0,0,0,0,0,0,0.101990396921164,0,0.0996138228865495,0,-0.0459245161644091,0,0,0,0,0,0,0,0.00619793087612741,0.0583565656295794,0,0,0.040786740957446,0,0,0,0,0,0,0,0,0,0,0,0.0265441257796508,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.386184602829028,0,0.0746060523417254,0,0,0,0,-0.0737244651121294,0.598941399283756,0,0.0115897642666847,0,0,0,0,0,0,0,0.107382467770529,0,0,0,0,0,0.0271023269982746,0,0.0755162967945729,0,0.294302602040448,0,0,0,0,-0.291892056247533,0,0,0,-0.0609041625618258,0,0.17682421400478,0,0,0,0,0,0,0,-0.148906425830309,0
X1299.HK.EQUITY,0,0.211737438763667,0,0,0,0,0,0,0,0,-0.11021354797786,0,0,0,0.0332722660824135,0,0.259008717159585,0.0305981401908068,-0.147952928138885,0.132096350250276,0,0,-0.0625626510508966,-0.0306750871280629,0.461324329031164,0,-0.079753683866838,0,0,0,0,0,0,0,0,0,0,0,0.0465494045834923,-0.149756050971457,0,0,0,0,0,0,0.0190010730857279,0,0,0
X601628.CH.EQUITY,0,0.0903265494310827,0,0,0,0,0,0,0,0,0,0,0,0.330283024224023,0,0,0,0.0342337323307417,0.00918896523161578,0,0,0,0,0,0.0959847697839859,0,0,0,0,-0.0542700272385851,0,0,0,0,0,0,0.0749562044368204,0.177685257707622,0,0,0,0,0,0,0,0,0,0,0.137447551378503,0
X601328.CH.EQUITY,0,0.293105698783003,0.119508106797509,0.382245837213273,0.0148997300263839,0,0.190725690817149,0,0,0,0,0,0,0,0,0,0,0.0655391965722617,0,0.0302303803064837,0,0,0,0,0,0,0.261432532795234,0,0,0,0,0,-0.32164389728696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.352390673034979,0
